short_name,long_name,extra_content,script_type,correct_answer,predicted,confidence,reasoning,correct,latency_s
Raising Cane's,Raising Cane's Chicken Fingers,chicken fingers,latin,business_type,business_type,high,"The extra content ""chicken fingers"" describes what KIND of food this is, which indicates that it's a business type.",1,4.56
La Azotea,La Azotea Terraza,terraza,latin,business_type,location,high,"The extra content ""terraza"" is a place name, as it refers to a specific location or feature of a building.",0,4.48
bergwerk IT GmbH,bergwerk IT GmbH | Webentwicklung & IT-Infrastruktur,webentwicklung itinfrastruktur,latin,disambiguation,business_type,high,"The extra content ""webentwicklung & itinfrastruktur"" indicates a service or business offered by bergwerk IT GmbH, without providing a location qualifier.",0,5.36
Hospital São Domingos,Hospital São Domingos- Exames,exames,latin,disambiguation,location,medium,"The extra content ""exames"" is a place name — specifically, it indicates that the hospital performs diagnostic tests, but doesn't add essential information about what kind of medical services they offer.",0,5.79
Parc Clichy-Batignolles,Parc Clichy-Batignolles Martin Luther King,martin luther king,latin,location,disambiguation,high,"The extra content ""martin luther king"" is a person's name, which identifies a specific branch or service without being a place name or business type.",0,5.8
Canal Video,Canal Vidéo Laryan 82 Franchisé indépendant,laryan 82 franchise independant,latin,disambiguation,disambiguation,high,"The extra content describes a specific branch of Canal Vidéo, identifying it as an independent franchise.",1,8.07
Calico Jacks,Calico Jack's Bistro,bistro,latin,business_type,business_type,high,"The extra content ""bistro"" describes what KIND of place this is, indicating that Calico Jack's Bistro serves specific types of food.",1,5.07
Over The Rainbow,Over the Rainbow Limited,limited,latin,disambiguation,business_type,high,"The decision to classify as ""business_type"" was driven by the word ""Limited"", which is a common corporate suffix indicating the type of business entity.",0,5.24
Colourfence Garden Fencing,ColourFence Garden Fencing - Isle Of Wight,isle of wight,latin,location,location,high,"The extra content ""isle of wight"" identifies a specific geographic location, which is added to the core name Colourfence Garden Fencing.",1,5.72
Leonora Rose,Leonora Rose Florists,florists,latin,business_type,business_type,high,"The extra content ""florists"" drives the decision because it describes what KIND of place Leonora Rose is.",1,4.59
Service Neon,Service Neon di Cateni Riccardo,di cateni riccardo,latin,disambiguation,noise,high,"The extra content ""di cateni riccardo"" is a personal name appended to the core place name, indicating that it's not relevant to the categorization of the business.",0,5.75
Wing Sing,Wing Sing Bar,bar,latin,business_type,business_type,high,"The extra content ""bar"" describes what KIND of place Wing Sing is, indicating it is a type of establishment.",1,4.7
Spectron Desarrollo,Spectron Desarrollo S.C.,sc,latin,noise,noise,high,"The extra content is a legal ownership notation (""S.C."" stands for ""Sociedad Civil"", which means civil society or company in Spanish), indicating that Spectron Desarrollo is a Mexican S.C. (civil society/company), but this does not add any essential information about the business type.",1,7.0
Charleston Civic Center,Charleston Civic Center Ice Arena,ice arena,latin,business_type,business_type,high,"The extra content ""ice arena"" describes what KIND of place this is, specifically a type of venue or facility.",1,4.28
Hotel Olimpia,Hotel Olimpia  Silvi Marina TE,silvi marina te,latin,location,location,high,"The extra content ""silvi marina te"" describes a location, specifically a city or town in Italy.",1,4.41
Murphy USA,Murphy USA #6583,6583,latin,disambiguation,noise,high,"The extra content ""6583"" is a license number or ID, which appears to be appended to the business name as boilerplate, suggesting it adds no semantic value beyond identifying the specific location.",0,5.92
Home Instead,Home Instead Senior Care,senior care,latin,business_type,business_type,high,"The extra content ""senior care"" indicates that this is a business type, as it describes what kind of place Home Instead is.",1,4.64
Forst und Garten,Forst und Garten Diehl,diehl,latin,disambiguation,disambiguation,high,"The extra content ""diehl"" in lowercase is likely a surname or family name, which indicates it's a disambiguation of a specific branch or owner.",1,5.43
The Flying Locksmiths,The Flying Locksmiths - Los Angeles West,los angeles west,latin,location,location,high,"The extra content ""los angeles west"" is a location qualifier, specifically referring to a geographic area within Los Angeles.",1,4.58
Lonches Amparito,Lonches Amparito Tránsito,transito,latin,location,location,high,"The extra content ""transito"" in Latin script is a location qualifier, specifically referring to a transportation hub or intersection.",1,4.99
En-spire Nutrition,En-spire Nutrition Centennial,centennial,latin,location,location,high,"The extra content ""centennial"" drives the decision because it describes a geographic qualifier (a location within the larger place).",1,5.06
Auto Stark,Auto Stark Acessórios Automotivo,acessorios automotivo,latin,business_type,business_type,high,"The extra content ""acessorios automotivo"" describes what kind of place Auto Stark is, which means it's a business type.",1,7.22
Kyle Citty,"Kyle Citty, M.D.",md,latin,noise,business_type,high,"The extra content 'md' likely stands for ""Medical Doctor"", indicating that Kyle Citty is a medical professional, which drives the decision.",0,5.28
Työväen Akatemia,Työväen Akatemian kirjasto,n kirjasto,latin,business_type,disambiguation,high,"The extra content ""n kirjasto"" is identifying a specific service or department of Työväen Akatemia, which suggests that it disambiguates the core name.",0,6.23
Craig Bagley,Craig Bagley - State Farm Insurance Agent,state farm insurance agent,latin,business_type,disambiguation,high,"The extra content ""state farm insurance agent"" describes a specific branch or organizational affiliation of Craig Bagley, without being a place name or a business type.",0,5.67
Andy Allain - Thrivent,Andy Allain - Thrivent Financial,financial,latin,business_type,business_type,high,"The extra content ""financial"" drives the decision, suggesting that it describes a service or type of organization related to finance.",1,7.21
Tractor Supply,Tractor Supply Co.,co,latin,noise,business_type,high,"The extra content ""co"" indicates that Tractor Supply Co. is a company, which adds essential information about what kind of place this is.",0,7.38
Mary Print,Mary Print Sardegna,sardegna,latin,location,location,high,"The extra content ""sardegna"" identifies a location — it is a geographic qualifier that is not part of the core name.",1,4.69
Cella Café,Cella Café Bar & Restaurant,bar restaurant,latin,business_type,business_type,high,"The extra content ""bar restaurant"" describes what KIND of place this is, indicating that Cella Café Bar & Restaurant offers a broader range of services than just being a café.",1,5.61
Floripa Sucos,Floripa Sucos e Lanches,e lanches,latin,business_type,business_type,high,"The extra content ""e lanches"" identifies a specific service offered by Floripa Sucos, which suggests it's describing what kind of place this is.",1,5.2
Green Leaf's,Green Leaf's Beyond Great Salads,beyond great salads,latin,business_type,business_type,high,"The extra content ""beyond great salads"" likely describes a type of place, specifically a restaurant serving salads.",1,4.74
Wayne Cooley - COUNTRY Financial,Wayne Cooley - COUNTRY Financial representative,representative,latin,disambiguation,disambiguation,high,"The extra content ""representative"" drives the decision because it indicates a specific job role or affiliation within the business, which is characteristic of disambiguation.",1,5.67
Code Ninjas,Code Ninjas Virginia Beach,virginia beach,latin,location,location,high,"The extra content ""virginia beach"" is a location qualifier, specifically a city name.",1,4.56
Barnegat Bay Financial Group,Barnegat Bay Financial Group - Raymond James Office,raymond james office,latin,disambiguation,disambiguation,high,"The extra content ""raymond james office"" drives the decision because it identifies a specific branch or organizational affiliation without being a place name or business type.",1,5.63
West Herr Cadillac,West Herr Cadillac of East Aurora,of east aurora,latin,location,location,high,"The extra content ""of east aurora"" is a location qualifier, specifically a city name.",1,4.55
Academia Performance,Academia Performance & Saúde,saude,latin,business_type,location,high,"The extra content ""saude"" indicates that the longer name adds a location qualifier, specifically a Portuguese word for health.",0,4.75
American Printing,American Printing Unlimited,unlimited,latin,disambiguation,business_type,high,"The extra content ""unlimited"" describes what kind of business this is, specifically a type or scope limitation.",0,4.75
Batteries Plus,Batteries Plus Bulbs,bulbs,latin,business_type,business_type,high,"The extra content ""bulbs"" describes what KIND of business Batteries Plus is, identifying it as a specialized store that sells bulbs.",1,5.18
Marine Corps Exchange,Marine Corps Exchange (MCX),mcx,latin,disambiguation,business_type,high,"The extra content 'mcx' suggests a specific type or abbreviation of the Marine Corps Exchange, indicating that it describes what kind of place this is.",0,5.13
Dias Park,Dias Park Estacionamento,estacionamento,latin,business_type,business_type,high,"The extra content ""estacionamento"" indicates that the longer name adds information about a parking lot, which is a type of business.",1,5.11
Results Physiotherapy,"Results Physiotherapy Nashville, Tennessee - West",nashville tennessee west,latin,location,location,high,"The extra content is a location qualifier (""Nashville"", ""Tennessee"", ""West"") that adds geographic specificity to the core name, which suggests it's directory noise.",1,5.68
Momo and Co.,Momo and Co. Design,design,latin,business_type,business_type,high,"The extra content ""design"" describes what KIND of place Momo and Co. is, implying a specific area of service.",1,5.13
The Vineyard Church,The Vineyard Church Bloomington-Normal,bloomingtonnormal,latin,location,location,high,"The extra content ""bloomingtonnormal"" is a location qualifier, identifying the specific location of The Vineyard Church.",1,4.73
Full Steam,Full Steam Tromso,tromso,latin,location,location,high,"The extra content ""tromso"" is a location, specifically the name of a city in Norway.",1,4.56
Poorvika Mobiles,Poorvika Mobiles Cuddalore - Opp to Bus Stand,cuddalore opp to bus stand,latin,noise,location,high,"The extra content ""cuddalore opp to bus stand"" identifies a specific location within Cuddalore, which is a city or neighborhood.",0,7.7
Industria Pizzeria,Industria Pizzeria + Bar,bar,latin,business_type,business_type,high,"The extra content ""bar"" suggests that Industria Pizzeria + Bar is a place that serves both pizza and as a bar, indicating what kind of business it is.",1,5.36
Black Mamba Barber Shop & Tatto,Black Mamba Barbershop & Tattoo | Nezahualcóyotl,black mamba barbershop tattoo nezahualcoyotl,latin,business_type,disambiguation,high,"The extra content ""nezaualcoyotl"" is a specific branch or owner, which suggests that it disambiguates this barber shop from others, likely in a geographic area.",0,5.8
Good Morning Children,Good Morning Children Limited,limited,latin,disambiguation,business_type,high,"The extra content ""limited"" indicates that Good Morning Children is a company, which is considered business_type.",0,4.46
Kip McGrath,Kip McGrath Hammersmith,hammersmith,latin,location,location,high,"The extra content ""hammersmith"" is a place name that serves as a location qualifier, disambiguating the specific branch of the Kip McGrath franchise.",1,5.56
Volker Rentel GmbH,Volker Rentel GmbH Heizung- und Sanitärtechnik,heizung und sanitartechnik,latin,business_type,business_type,high,"The extra content ""heizung und sanitartechnik"" describes what KIND of place Volker Rentel GmbH is, a specific type of business.",1,5.56
Hanger Clinic,Hanger Clinic: Prosthetics & Orthotics,prosthetics orthotics,latin,business_type,business_type,high,"The extra content ""prosthetics orthotics"" describes what KIND of place this is, specifically a medical specialty.",1,4.86
Esfiha Chic,Esfiha Chic - Vila Arcádia,vila arcadia,latin,location,location,high,"The extra content ""vila arcadia"" drives the decision to classify this as location because it appears to be a neighborhood or geographic qualifier.",1,5.08
Cerrajeria Lionel,Cerrajería Lionel Centrito,centrito,latin,location,disambiguation,high,"The extra content ""centrito"" likely identifies a specific branch or service list within a larger organization, as it is not a place name, business type, or location qualifier.",0,5.86
The Fairways at San Marcos,The Fairways at San Marcos Apartments,apartments,latin,business_type,business_type,high,"The extra content ""apartments"" describes what KIND of place this is, indicating it's a specific type of accommodation.",1,5.18
UBS Vila Elvira,UBS Vila Elvira - São José Do Rio Preto,sao jose do rio preto,latin,location,location,high,"The extra content ""sao jose do rio preto"" is a place name — specifically, a city or location.",1,5.18
Elite Picture Framing,Elite Picture Framing Adelaide,adelaide,latin,location,location,high,"The extra content ""adelaide"" identifies a specific location within Australia, which disambiguates the core name.",1,4.64
Aldak GmbH,ALDAK GmbH VIBRATIONSTECHNIK,vibrationstechnik,latin,business_type,business_type,high,"The extra content ""vibrationstechnik"" drives the decision because it describes a specific service or product offered by the company, indicating that it is a business type.",1,5.81
Centro Comunitário,Centro Comunitario Taiaçu,taiacu,latin,location,location,high,"The extra content ""taiacu"" is a place name, specifically a city or neighborhood, as it appears to be a distinct geographic location.",1,5.09
Dercole Pneumatici,Dercole Pneumatici Autofficina Castrol Service,autofficina castrol service,latin,business_type,business_type,high,"The extra content describes a service offered by Dercole Pneumatici, specifically an auto repair or maintenance shop that is affiliated with Castrol Service.",1,5.52
Hollyhock Hill,Hollyhock Hill Restaurant,restaurant,latin,business_type,business_type,high,"The extra content ""restaurant"" indicates that this place is a specific type of business.",1,4.5
Management Factory Corporate Advisory GmbH,Management Factory Corporate Advisory GmbH - Valtus,valtus,latin,disambiguation,disambiguation,high,"The extra content ""valtus"" appears to be a brand or franchise identifier, as it is appended to the core name ""Management Factory Corporate Advisory GmbH"", without providing any geographical information.",1,5.97
Princeton Radiology,Princeton Radiology - Monroe,monroe,latin,location,location,high,"The extra content ""monroe"" is a place name that identifies a location within Princeton, suggesting it's a specific department or branch of Princeton Radiology.",1,5.39
Carquest Auto Parts,Carquest Auto Parts - Jerry's Auto Parts,jerrys auto parts,latin,disambiguation,disambiguation,high,"The extra content ""jerrys auto parts"" identifies a specific branch or owner of Carquest Auto Parts, without being a place name or a business type.",1,5.59
Tempe Veterinary,Tempe Veterinary Hospital,hospital,latin,business_type,business_type,high,"The extra content ""hospital"" indicates that this is a specific kind of place, adding essential information about what type of veterinary care is offered.",1,5.23
Atm,ATM (Post Office),post office,latin,disambiguation,location,high,"The extra content ""post office"" describes a location that is contained within the core name ""Atm"", suggesting it's a specific kind of place within a larger area.",0,5.67
Brooklyn Basketball Academy,Brooklyn Basketball Academy (BBA),bba,latin,disambiguation,disambiguation,high,"The extra content 'bba' likely identifies a specific branch or service list, as it appears to be an abbreviation.",1,4.92
Master Mechanic,Master Mechanic Pickering,pickering,latin,location,location,high,"The extra content ""pickering"" is a location qualifier (city or neighborhood) that identifies the specific location of the Master Mechanic, suggesting it's directory noise.",1,5.38
Boost Mobile,Boost Mobile Local Moline,local moline,latin,location,location,high,"The extra content ""local moline"" identifies a specific location within the mobile network, indicating that it is a local store or office.",1,4.84
Cookie Cutters Haircuts for Kids,Cookie Cutters Haircuts for Kids - Beverly Hills,beverly hills,latin,location,location,high,"The extra content ""beverly hills"" is a location qualifier, as it names a specific geographic area.",1,4.52
Mail Boxes ETC.,Mail Boxes Etc. UK,uk,latin,location,location,high,"The extra content ""uk"" is a place name — specifically, it's a country qualifier, identifying that the business location is in the United Kingdom.",1,5.1
Learn And Play Montessori School,Learn and Play Montessori School - Peralta,peralta,latin,location,location,high,"The extra content ""peralta"" is a location qualifier, specifically a neighborhood or town name.",1,5.4
Liceo Scientifico Isacco Newton,Liceo Scientifico Isacco Newton (succursale),succursale,latin,disambiguation,disambiguation,high,"The extra content ""succursale"" indicates a specific branch or location within a larger institution, which is a characteristic of disambiguation.",1,5.48
Prestige de Menton,Prestige de Menton - Eau de Menton,eau de menton,latin,disambiguation,business_type,high,"The extra content ""eau de menton"" is a type of fragrance, indicating that it describes what KIND of place this is, specifically a perfume store.",0,5.71
ImmoWert Hessen,ImmoWert Hessen Carsten Nessler Sachverständige für Immobilien,carsten nessler sachverstandige fur immobilien,latin,disambiguation,business_type,high,"The extra content drives the decision because it explicitly mentions ""Sachverständige für Immobilien"", which means the longer name adds essential information about what kind of place this is.",0,5.8
United Promotions Inc,United Promotions Inc. Photo Lab,photo lab,latin,business_type,disambiguation,high,"The extra content is identifying a specific service provided by United Promotions Inc, which suggests it's not just directory noise.",0,5.14
The Home Depot,The Home Depot México,mexico,latin,location,location,high,"The extra content ""mexico"" describes a location where The Home Depot is situated, adding geographical context to the shorter core name.",1,4.97
APEC Hospital de la Ceguera,Apec Hospital De La Ceguera Azcapotzalco,azcapotzalco,latin,location,location,high,"The extra content ""azcapotzalco"" is a location name, specifically a neighborhood or district in Mexico City.",1,4.85
Smartphone Solutions,Smartphone Solutions Sunbury,sunbury,latin,location,location,high,"The extra content ""sunbury"" identifies a specific location, which is why this classification was chosen.",1,4.5
Vitality Integrated Programs,Vitality Integrated Programs (VIP),vip,latin,disambiguation,business_type,high,"The extra content ""vip"" is a clear business type indicator, as it appears to be an acronym or abbreviation that describes what kind of organization Vitality Integrated Programs is.",0,5.28
See's Candies,See's Candies Chocolate Shop,chocolate shop,latin,business_type,business_type,high,"The extra content ""chocolate shop"" describes what KIND of place See's Candies is, which indicates that it adds essential information about the business type.",1,5.17
Bad & Meer,Bad & Meer Fachmarkt für Heizung & Sanitär,fachmarkt fur heizung sanitar,latin,business_type,business_type,high,"The extra content ""fachmarkt fur heizung sanitar"" describes what KIND of place this is, a specific type of business.",1,5.32
Royce Rolls,Royce Rolls Cafe,cafe,latin,business_type,business_type,high,"The extra content ""cafe"" drives the decision because it directly indicates the type of business, which is a specific kind of place.",1,5.13
Waterbury Career Academy,Waterbury Career Academy High School,high school,latin,business_type,business_type,high,"The extra content ""high school"" describes what KIND of place this is, specifically an educational institution.",1,4.63
Village Medical,Village Medical at Walgreens,at walgreens,latin,disambiguation,disambiguation,high,"The extra content ""at Walgreens"" identifies a specific branch or location, without being a place name or a business type.",1,5.08
Remington Heights,Remington Heights Retirement Community,retirement community,latin,business_type,business_type,high,"The extra content ""retirement community"" drives the decision because it describes what KIND of place Remington Heights is.",1,4.75
Vegano Bio,Vegano Bio - Shop Online Prodotti Vegani,shop online prodotti vegani,latin,noise,noise,high,"The extra content ""shop online prodotti vegani"" is listing boilerplate that adds no semantic value, as it's describing an online-channel descriptor.",1,5.12
De Giovannini,De Giovannini Secondo di Cozzi Pier Secondo,secondo di cozzi pier secondo,latin,disambiguation,disambiguation,high,"The extra content ""secondo di Cozzi Pier Secondo"" indicates that De Giovannini is a specific branch or affiliation of another business, as it mentions a previous name (""Pier Secondo"") and a familial relationship.",1,7.11
El Dorado Hills Sports Club,El Dorado Hills Sports Club and Spa,and spa,latin,business_type,business_type,high,"The extra content ""and spa"" describes a specific service offered by the Sports Club, which indicates that it is a business type.",1,4.79
Extended Stay America,Extended Stay America Los Angeles / Arcadia,los angeles arcadia,latin,location,location,high,"The extra content ""los angeles arcadia"" identifies a specific location, which is used to disambiguate between multiple Extended Stay America locations.",1,5.12
Oh My Goodness,Oh My Goodness OMG,omg,latin,disambiguation,noise,high,"The extra content ""omg"" is likely an abbreviation or slang for a word, but it does not provide any meaningful information about the type of place or its location.",0,5.3
Miracle Mile Shops,Miracle Mile Shops At Planet Hollywood,at planet hollywood,latin,location,location,high,"The extra content ""at planet hollywood"" indicates that Miracle Mile Shops is located within Planet Hollywood, which adds essential information about its location.",1,4.91
Blue Rhino,Blue Rhino Propane Exchange,propane exchange,latin,business_type,business_type,high,"The extra content ""propane exchange"" drives the decision because it describes what kind of place Blue Rhino is, specifically a store that exchanges propane.",1,5.13
Heartland Mortgage Inc - Bobbie Jo Haggard,"Heartland Mortgage Inc. / Bobbie Jo Haggard, NMLS 92472",nmls 92472,latin,noise,noise,high,"The extra content ""nmls 92472"" is a license number, which adds no semantic value to the core name ""Heartland Mortgage Inc - Bobbie Jo Haggard"".",1,5.89
Hotel Farol,Hotel Farol - Mosqueiro,mosqueiro,latin,location,location,high,"The extra content ""mosqueiro"" describes a location within the broader area, specifically an island.",1,4.48
AdventHealth Medical Group Primary Care,AdventHealth Medical Group Primary Care at Brandon,at brandon,latin,location,location,high,"The extra content ""at brandon"" is a location qualifier that specifies a neighborhood or city.",1,4.19
Eat Happy,Eat Happy Sushi & asiatische Spezialitäten,sushi asiatische spezialitaten,latin,business_type,disambiguation,high,"The extra content in this case is not describing a business type (e.g., ""Hotel"" or ""Supermarket""), nor is it identifying a specific location or branch. Instead, it appears to be listing types of cuisine served at the restaurant, which suggests that the extra content does not add essential information.",0,8.47
Wohnungsauflösungen Schenk,Wohnungsauflösungen Schenk Ankauf und Verkauf,ankauf und verkauf,latin,business_type,business_type,high,"The extra content ""ankauf und verkauf"" drives the decision, as it clearly describes what kind of service this place offers.",1,5.06
