short_name,long_name,extra_content,script_type,correct_answer,predicted,confidence,reasoning,correct,latency_s
Marathon Gas,Marathon Gas & DQ,dq,latin,disambiguation,disambiguation,high,"The extra content ""dq"" refers to Dairy Queen, a parallel business operated at the same location alongside Marathon Gas, making this a disambiguation case that identifies a co-tenant or franchisee affiliation rather than a business type or geographic location.",1,1.33
Planet Fitness,"Planet Fitness - Manassas, VA",manassas va,latin,location,location,high,"The extra content ""manassas va"" is a geographic location (city and state) that specifies which branch of the Planet Fitness chain this is, making it a location qualifier rather than information about what the business is.",1,1.25
Raising Cane's,Raising Cane's Chicken Fingers,chicken fingers,latin,business_type,business_type,high,"The extra content ""chicken fingers"" directly describes the primary product and business type of this restaurant chain — it specifies what kind of food establishment this is.",1,1.48
La Azotea,La Azotea Terraza,terraza,latin,business_type,business_type,medium,"""Terraza"" (terrace) describes a physical feature or type of seating area of the establishment, which is a characteristic of what kind of place this is — a restaurant or bar with a terrace component.",1,1.36
bergwerk IT GmbH,bergwerk IT GmbH | Webentwicklung & IT-Infrastruktur,webentwicklung itinfrastruktur,latin,disambiguation,disambiguation,medium,"The extra content ""Webentwicklung & IT-Infrastruktur"" (web development & IT infrastructure) describes the services this company provides rather than identifying a specific branch, owner, or organizational affiliation — it is a service list that characterizes what kind of work bergwerk IT GmbH does.",1,1.36
Hospital São Domingos,Hospital São Domingos- Exames,exames,latin,disambiguation,business_type,medium,"The extra content ""exames"" (exams/tests in Portuguese) describes a service or function offered at the hospital rather than a business type category, location, or disambiguation of a specific branch—it specifies what kind of medical services are available at this facility.",0,1.72
Parc Clichy-Batignolles,Parc Clichy-Batignolles Martin Luther King,martin luther king,latin,location,location,high,"The extra content ""martin luther king"" is a person's name used as an official place name designator for this Parisian park, which is a geographic/location qualifier that disambiguates this specific park from other potential parks in the area.",1,1.93
Canal Video,Canal Vidéo Laryan 82 Franchisé indépendant,laryan 82 franchise independant,latin,disambiguation,disambiguation,high,"The extra content ""laryan 82 franchise independant"" identifies a specific franchisee operator and their franchise number rather than describing what kind of place Canal Video is or where it's located; this is organizational affiliation information typical of franchise business structures.",1,1.89
Calico Jacks,Calico Jack's Bistro,bistro,latin,business_type,business_type,high,"The word ""bistro"" in the extra content directly describes the type of establishment this place is — a casual restaurant or dining venue — which is a core business type classification.",1,1.37
Over The Rainbow,Over the Rainbow Limited,limited,latin,disambiguation,noise,high,"The word ""Limited"" is a legal corporate designation indicating company structure/ownership form, which is standard boilerplate appended to business names in Commonwealth jurisdictions and adds no semantic information about what the place actually is or where it is located.",0,2.48
Colourfence Garden Fencing,ColourFence Garden Fencing - Isle Of Wight,isle of wight,latin,location,location,high,"The extra content ""isle of wight"" is a geographic location (a specific island and county in England) that serves to disambiguate which branch or location of Colourfence Garden Fencing this is, rather than describing the business type or adding essential semantic information about what the business does.",1,1.52
Leonora Rose,Leonora Rose Florists,florists,latin,business_type,business_type,high,"The word ""florists"" directly describes what kind of business this place is — it identifies the commercial activity and service type offered by Leonora Rose.",1,1.1
Service Neon,Service Neon di Cateni Riccardo,di cateni riccardo,latin,disambiguation,noise,high,"The extra content ""di cateni riccardo"" is an Italian possessive phrase indicating ownership (""of Cateni Riccardo""), which identifies the proprietor or owner rather than describing the business type, location, or adding essential disambiguation beyond the core business name.",0,1.42
Wing Sing,Wing Sing Bar,bar,latin,business_type,business_type,high,"The extra content ""bar"" directly describes the type of establishment — it identifies Wing Sing as a bar, which is a specific business category that defines what kind of place this is.",1,1.39
Spectron Desarrollo,Spectron Desarrollo S.C.,sc,latin,noise,noise,high,"""S.C."" is a Mexican legal entity designation (Sociedad Civil — Civil Society), a standard corporate suffix that indicates ownership structure rather than describing what the business does or where it is located.",1,5.43
Charleston Civic Center,Charleston Civic Center Ice Arena,ice arena,latin,business_type,business_type,high,"The extra content ""ice arena"" describes the specific type of facility or venue within the Charleston Civic Center, identifying what kind of space it is — this is a business_type/facility_type descriptor that adds essential information about the place.",1,1.39
Hotel Olimpia,Hotel Olimpia  Silvi Marina TE,silvi marina te,latin,location,location,high,"The extra content ""silvi marina te"" is a geographic location (Silvi Marina is a seaside town in the Teramo province of Italy), which is a place name qualifier rather than a business type descriptor or disambiguation element.",1,1.37
Murphy USA,Murphy USA #6583,6583,latin,disambiguation,disambiguation,high,"The extra content ""#6583"" is a store/location identifier number assigned to a specific Murphy USA franchise location, which is a disambiguation element identifying a particular branch within the chain rather than describing what the business is or adding a geographic location.",1,28.83
Home Instead,Home Instead Senior Care,senior care,latin,business_type,business_type,high,"The extra content ""senior care"" describes the specific service type offered by Home Instead — it identifies what kind of care this business provides rather than a location or disambiguation qualifier.",1,1.28
Forst und Garten,Forst und Garten Diehl,diehl,latin,disambiguation,disambiguation,high,"The extra content ""Diehl"" is a person's surname that identifies the owner or operator of this forestry and garden business, serving as a disambiguator to distinguish this specific branch or franchise from others with the same core business name.",1,1.83
The Flying Locksmiths,The Flying Locksmiths - Los Angeles West,los angeles west,latin,location,location,high,"The extra content ""los angeles west"" is a geographic location qualifier that specifies which branch or service area of The Flying Locksmiths is being referenced, making it a location-type addition rather than describing what the business IS.",1,1.44
Lonches Amparito,Lonches Amparito Tránsito,transito,latin,location,location,high,"""Tránsito"" (transit) is a location qualifier indicating the street or neighborhood where this lonchería (food stand) is situated, not a business type descriptor or organizational affiliation.",1,1.5
En-spire Nutrition,En-spire Nutrition Centennial,centennial,latin,location,location,high,"""Centennial"" is a geographic location/neighborhood identifier in the Denver, Colorado area, specifying which branch or location of En-spire Nutrition this is, rather than describing what the business does.",1,2.39
Auto Stark,Auto Stark Acessórios Automotivo,acessorios automotivo,latin,business_type,business_type,high,"The extra content ""acessórios automotivo"" (automotive accessories) directly describes what type of business this is — it specifies the product category and business nature of Auto Stark, making it a business_type descriptor.",1,1.23
Kyle Citty,"Kyle Citty, M.D.",md,latin,noise,noise,high,"""M.D."" is a professional credential appended to a personal name, which is listing boilerplate that adds no semantic value to identifying the place itself—this is classic noise.",1,1.09
Työväen Akatemia,Työväen Akatemian kirjasto,n kirjasto,latin,business_type,business_type,high,"The extra content ""n kirjasto"" (meaning ""library"" in Finnish) describes what kind of facility this is — specifically the library branch or division of Työväen Akatemia — making it a business_type descriptor.",1,1.39
Craig Bagley,Craig Bagley - State Farm Insurance Agent,state farm insurance agent,latin,business_type,disambiguation,high,"The extra content ""state farm insurance agent"" identifies Craig Bagley's organizational affiliation and professional role with State Farm, rather than describing what type of business place this is or adding a geographic location — this is a classic franchise/agent designation pattern.",0,1.72
Andy Allain - Thrivent,Andy Allain - Thrivent Financial,financial,latin,business_type,business_type,high,"The extra content ""financial"" describes the service category or business type that Thrivent provides, clarifying that this is a financial services organization rather than a generic entity name.",1,1.29
Tractor Supply,Tractor Supply Co.,co,latin,noise,noise,high,"""Co."" is a standard legal abbreviation for ""Company,"" which is boilerplate corporate designation appended to the official business name and adds no semantic value to the place itself.",1,1.17
Mary Print,Mary Print Sardegna,sardegna,latin,location,location,high,"""Sardegna"" is the Italian name for the island of Sardinia, a geographic location that specifies where this print shop is situated, making it a location qualifier rather than a descriptor of the business type.",1,1.33
Cella Café,Cella Café Bar & Restaurant,bar restaurant,latin,business_type,business_type,high,"The extra content ""bar restaurant"" describes the types of services and business categories offered at this establishment, which is the defining characteristic of a business_type classification.",1,1.33
Floripa Sucos,Floripa Sucos e Lanches,e lanches,latin,business_type,business_type,high,"The extra content ""e lanches"" (and snacks) describes what types of products/services this establishment offers alongside juices, making it a business type descriptor that clarifies the nature of the place.",1,2.58
Green Leaf's,Green Leaf's Beyond Great Salads,beyond great salads,latin,business_type,business_type,high,"The extra content ""beyond great salads"" describes what kind of food/service this business offers — it's a tagline that characterizes the establishment as a salad-focused restaurant, making it a business type descriptor.",1,1.52
Wayne Cooley - COUNTRY Financial,Wayne Cooley - COUNTRY Financial representative,representative,latin,disambiguation,disambiguation,high,"The word ""representative"" describes the professional role or organizational affiliation of Wayne Cooley at COUNTRY Financial, not a place name, business type category, or listing boilerplate—it identifies his specific function within the organization.",1,1.24
Code Ninjas,Code Ninjas Virginia Beach,virginia beach,latin,location,location,high,"The extra content ""virginia beach"" is a geographic location (city name in Virginia), which serves as a directory qualifier to distinguish this specific Code Ninjas franchise location from others.",1,1.42
Barnegat Bay Financial Group,Barnegat Bay Financial Group - Raymond James Office,raymond james office,latin,disambiguation,disambiguation,high,"The extra content ""raymond james office"" identifies the organizational affiliation and franchise relationship of this financial group — Raymond James is the parent company/broker-dealer that this office operates under, which is a disambiguation qualifier rather than a business type (we already know it's a financial group) or location.",1,1.74
West Herr Cadillac,West Herr Cadillac of East Aurora,of east aurora,latin,location,location,high,"The extra content ""of east aurora"" is a geographic location qualifier that identifies which branch or location of the West Herr Cadillac dealership this is, following the standard pattern of business location disambiguation common in automotive retail.",1,3.69
Academia Performance,Academia Performance & Saúde,saude,latin,business_type,business_type,high,"The extra content ""saúde"" (health) describes a service or functional category offered by this establishment, similar to how ""Hotel"" or ""Pharmacy"" would indicate business type — it tells us this is a performance and health academy/gym.",1,1.41
American Printing,American Printing Unlimited,unlimited,latin,disambiguation,noise,high,"""Unlimited"" is a marketing tagline or descriptor that adds no semantic information about what kind of business this is, where it's located, or which specific branch it represents—it's boilerplate language commonly appended to business names for branding purposes.",0,1.48
Batteries Plus,Batteries Plus Bulbs,bulbs,latin,business_type,business_type,high,"The extra content ""bulbs"" describes a product category that the business sells alongside batteries, making it a business type descriptor that clarifies what kinds of merchandise this retailer offers.",1,1.3
Marine Corps Exchange,Marine Corps Exchange (MCX),mcx,latin,disambiguation,noise,high,"The extra content ""mcx"" is an acronym (MCX) that stands for ""Marine Corps Exchange"" — it is a standard abbreviation or alias for the organization already named in the short_name, serving as an alternative reference rather than adding semantic classification, location context, or disambiguating information about a specific branch or service.",0,1.68
Dias Park,Dias Park Estacionamento,estacionamento,latin,business_type,business_type,high,"The extra content ""estacionamento"" (Portuguese for ""parking lot"" or ""parking garage"") describes the functional business type of this establishment — it is a parking facility, not just a park.",1,1.19
Results Physiotherapy,"Results Physiotherapy Nashville, Tennessee - West",nashville tennessee west,latin,location,location,high,"The extra content ""nashville tennessee west"" consists entirely of geographic qualifiers—a city name, state name, and directional descriptor—which are typical directory location markers rather than essential identifying information for the business itself.",1,1.64
Momo and Co.,Momo and Co. Design,design,latin,business_type,business_type,high,"The word ""design"" in the extra content describes what kind of business this is — it specifies that ""Momo and Co."" is a design company/studio, which is a business type descriptor.",1,1.23
The Vineyard Church,The Vineyard Church Bloomington-Normal,bloomingtonnormal,latin,location,location,high,"The extra content ""bloomingtonnormal"" is a geographic location identifier (Bloomington-Normal is a metropolitan area in Illinois), which serves to distinguish this specific branch of The Vineyard Church from others in the same denomination.",1,1.85
Full Steam,Full Steam Tromso,tromso,latin,location,location,high,"The extra content ""tromso"" is a geographic location (a city in Norway), which serves as a place qualifier to distinguish this specific Full Steam establishment from others that might exist elsewhere.",1,1.28
Poorvika Mobiles,Poorvika Mobiles Cuddalore - Opp to Bus Stand,cuddalore opp to bus stand,latin,noise,location,high,"The extra content ""cuddalore opp to bus stand"" consists of a city name (Cuddalore) and a street-level location descriptor (opposite to Bus Stand), both of which are geographic qualifiers that serve as directory navigation rather than defining what the business is.",0,1.38
Industria Pizzeria,Industria Pizzeria + Bar,bar,latin,business_type,business_type,high,"The extra content ""bar"" describes an additional service or business function offered at this establishment alongside pizzeria service, making it a descriptor of what the place offers rather than a geographic location, owner affiliation, or boilerplate noise.",1,1.53
Black Mamba Barber Shop & Tatto,Black Mamba Barbershop & Tattoo | Nezahualcóyotl,black mamba barbershop tattoo nezahualcoyotl,latin,business_type,location,high,"The extra content ""Nezahualcóyotl"" is a city name in Mexico State, Mexico, which is a geographic location qualifier added to disambiguate which Black Mamba Barbershop & Tattoo branch this is.",0,1.36
Good Morning Children,Good Morning Children Limited,limited,latin,disambiguation,noise,high,"The word ""Limited"" is a legal corporate designation indicating company registration status, not a business type, location, or disambiguator—it is standard boilerplate appended to business names for legal purposes.",0,1.82
Kip McGrath,Kip McGrath Hammersmith,hammersmith,latin,location,location,high,"""Hammersmith"" is a geographic location (London neighborhood), which qualifies as a location disambiguation even though it also helps identify a specific branch of the tutoring service.",1,1.43
Volker Rentel GmbH,Volker Rentel GmbH Heizung- und Sanitärtechnik,heizung und sanitartechnik,latin,business_type,business_type,high,"The extra content ""heizung und sanitartechnik"" (heating and sanitary technology) describes the specific business type and service offerings of this company — it identifies what kind of work this plumbing and HVAC firm performs.",1,1.27
Hanger Clinic,Hanger Clinic: Prosthetics & Orthotics,prosthetics orthotics,latin,business_type,business_type,high,"The extra content ""prosthetics orthotics"" describes the specific medical services and business type that Hanger Clinic provides, making it a defining characteristic of what this place IS rather than where it is located or a disambiguating branch identifier.",1,1.47
Esfiha Chic,Esfiha Chic - Vila Arcádia,vila arcadia,latin,location,location,high,"""Vila Arcádia"" is a neighborhood or district name in Brazil, making it a geographic location qualifier that identifies which branch of Esfiha Chic this is rather than describing the business type itself.",1,1.6
Cerrajeria Lionel,Cerrajería Lionel Centrito,centrito,latin,location,location,high,"""Centrito"" is a Spanish diminutive/colloquial term meaning ""little downtown"" or ""downtown area,"" functioning as a geographic location qualifier rather than a business type or organizational descriptor.",1,1.88
The Fairways at San Marcos,The Fairways at San Marcos Apartments,apartments,latin,business_type,business_type,high,"The word ""apartments"" in the extra content directly describes what KIND of place this is — it specifies the business/property type rather than a geographic location, organizational affiliation, or directory boilerplate.",1,1.51
UBS Vila Elvira,UBS Vila Elvira - São José Do Rio Preto,sao jose do rio preto,latin,location,location,high,"The extra content ""sao jose do rio preto"" is a city name in São Paulo, Brazil, which is a geographic location qualifier that specifies where this UBS (healthcare center) is situated.",1,1.31
Elite Picture Framing,Elite Picture Framing Adelaide,adelaide,latin,location,location,high,"The extra content ""adelaide"" is a city name in Australia, which is a geographic location qualifier that disambiguates which branch of Elite Picture Framing this is.",1,1.19
Aldak GmbH,ALDAK GmbH VIBRATIONSTECHNIK,vibrationstechnik,latin,business_type,business_type,high,"""Vibrationstechnik"" (vibration technology) describes the specialized technical field or business type that ALDAK GmbH operates in, making it a business_type classification rather than a location or disambiguation marker.",1,2.06
Centro Comunitário,Centro Comunitario Taiaçu,taiacu,latin,location,location,high,"""Taiaçu"" is a geographic location (a municipality in São Paulo state, Brazil), which serves as a place qualifier to distinguish this community center from others with the same generic name.",1,1.75
Dercole Pneumatici,Dercole Pneumatici Autofficina Castrol Service,autofficina castrol service,latin,business_type,business_type,high,"The extra content ""autofficina castrol service"" describes what kind of place this is: an auto repair shop (autofficina) that provides Castrol oil services, which are business type descriptors indicating the nature and service offerings of the establishment.",1,1.84
Hollyhock Hill,Hollyhock Hill Restaurant,restaurant,latin,business_type,business_type,high,"The extra content ""restaurant"" directly describes the type of business/establishment that Hollyhock Hill is, providing essential categorical information about what kind of place this is.",1,2.76
Management Factory Corporate Advisory GmbH,Management Factory Corporate Advisory GmbH - Valtus,valtus,latin,disambiguation,disambiguation,medium,"The extra content ""valtus"" appears to be a brand name, subsidiary, or organizational division of Management Factory Corporate Advisory GmbH — it identifies a specific parallel entity or service line rather than describing what kind of business this is, being located, or being listing boilerplate.",1,2.98
Princeton Radiology,Princeton Radiology - Monroe,monroe,latin,location,location,high,"Monroe is a geographic location (city/place name) that specifies where this radiology practice is located, making it a location qualifier rather than a business type or disambiguation identifier.",1,1.33
Carquest Auto Parts,Carquest Auto Parts - Jerry's Auto Parts,jerrys auto parts,latin,disambiguation,disambiguation,high,"The extra content ""jerrys auto parts"" identifies a specific franchise owner or branch name within the Carquest Auto Parts network, which is a disambiguation identifier rather than a business type (the business type is already established by ""Auto Parts""), location, or noise.",1,1.65
Tempe Veterinary,Tempe Veterinary Hospital,hospital,latin,business_type,business_type,high,"The word ""hospital"" in the extra content describes the type of veterinary facility — it specifies that this is a hospital rather than a clinic, surgery, or other veterinary establishment, providing essential business-type information about the nature of the place.",1,2.37
Atm,ATM (Post Office),post office,latin,disambiguation,location,high,"""Post Office"" is a location descriptor that specifies where this ATM is situated, identifying it as one affiliated with or located within a postal facility rather than describing the ATM's business type.",0,1.22
Brooklyn Basketball Academy,Brooklyn Basketball Academy (BBA),bba,latin,disambiguation,noise,high,"The extra content ""bba"" is an acronym (parenthetical abbreviation) of the business name itself, serving as a shorthand reference rather than adding semantic information about the place type, location, or organizational affiliation.",0,1.32
Master Mechanic,Master Mechanic Pickering,pickering,latin,location,location,high,"""Pickering"" is a city name in Ontario, Canada, serving as a geographic qualifier that specifies which branch or location of Master Mechanic this is, rather than describing what type of business it is.",1,1.36
Boost Mobile,Boost Mobile Local Moline,local moline,latin,location,location,high,"The extra content ""local moline"" is a geographic qualifier identifying the specific city (Moline) where this Boost Mobile location is situated, making it a location descriptor rather than a business type or disambiguation element.",1,1.82
Cookie Cutters Haircuts for Kids,Cookie Cutters Haircuts for Kids - Beverly Hills,beverly hills,latin,location,location,high,"The extra content ""beverly hills"" is a geographic location (city name) that specifies where this business branch is situated, making it a location qualifier rather than describing the business type or disambiguating ownership.",1,1.85
Mail Boxes ETC.,Mail Boxes Etc. UK,uk,latin,location,location,high,"The extra content ""uk"" is a geographic qualifier identifying the country where this franchise location operates, making it a location descriptor rather than a business type or disambiguation element.",1,1.53
Learn And Play Montessori School,Learn and Play Montessori School - Peralta,peralta,latin,location,location,high,"The extra content ""Peralta"" is a geographic location (likely a neighborhood, district, or area name) that disambiguates which branch of this Montessori school chain is being referenced.",1,1.3
Liceo Scientifico Isacco Newton,Liceo Scientifico Isacco Newton (succursale),succursale,latin,disambiguation,disambiguation,high,"The word ""succursale"" (Italian for ""branch"") identifies a specific organizational subdivision of the school rather than describing its type, location, or adding boilerplate credentials — it disambiguates which branch of the institution this is.",1,1.56
Prestige de Menton,Prestige de Menton - Eau de Menton,eau de menton,latin,disambiguation,business_type,medium,"The extra content ""eau de menton"" (water of Menton) describes a specific product type or variant of the place/brand ""Prestige de Menton,"" indicating what kind of offering or product this is rather than a geographic location or organizational affiliation.",0,1.62
ImmoWert Hessen,ImmoWert Hessen Carsten Nessler Sachverständige für Immobilien,carsten nessler sachverstandige fur immobilien,latin,disambiguation,disambiguation,high,"The extra content ""carsten nessler sachverstandige fur immobilien"" combines a personal name (Carsten Nessler) with a professional credential descriptor (""Sachverständige für Immobilien"" = certified real estate appraiser), which identifies the specific individual and their professional qualification rather than describing the business type or location of ImmoWert Hessen itself.",1,1.77
United Promotions Inc,United Promotions Inc. Photo Lab,photo lab,latin,business_type,business_type,high,"The extra content ""photo lab"" describes the specific type of business service provided by United Promotions Inc, indicating what kind of place this is rather than a location qualifier or organizational affiliation.",1,1.16
The Home Depot,The Home Depot México,mexico,latin,location,location,high,"The extra content ""mexico"" is a geographic qualifier identifying the country where this branch of The Home Depot operates, making it a location descriptor rather than a business type or disambiguation element.",1,10.24
APEC Hospital de la Ceguera,Apec Hospital De La Ceguera Azcapotzalco,azcapotzalco,latin,location,location,high,"""Azcapotzalco"" is a borough (delegación) of Mexico City, making it a geographic location qualifier that specifies which branch or instance of this hospital chain is being referenced.",1,1.6
Smartphone Solutions,Smartphone Solutions Sunbury,sunbury,latin,location,location,high,"The extra content ""sunbury"" is a geographic location (a suburb/city name) that specifies where this Smartphone Solutions business is situated, serving as a directory qualifier rather than defining the business type itself.",1,1.34
Vitality Integrated Programs,Vitality Integrated Programs (VIP),vip,latin,disambiguation,noise,high,"The extra content ""vip"" is an acronym (parenthetical abbreviation) that does not describe a business type, geographic location, or disambiguating organizational detail—it is merely an alternative short form of the same entity's name used for convenience and marketing purposes, constituting listing boilerplate.",0,1.75
See's Candies,See's Candies Chocolate Shop,chocolate shop,latin,business_type,business_type,high,"The extra content ""chocolate shop"" directly describes the type of business — it specifies that See's Candies is a retail establishment selling chocolate products, which is essential business-type information.",1,1.58
Bad & Meer,Bad & Meer Fachmarkt für Heizung & Sanitär,fachmarkt fur heizung sanitar,latin,business_type,business_type,high,"The extra content ""Fachmarkt für Heizung & Sanitär"" is a German business type descriptor meaning ""specialist store for heating & sanitation,"" which directly identifies what kind of establishment this is—a plumbing and heating supply retailer.",1,1.29
Royce Rolls,Royce Rolls Cafe,cafe,latin,business_type,business_type,high,"The extra content ""cafe"" directly describes what kind of place this business is — a café that serves food and beverages — making it a business_type descriptor.",1,1.33
Waterbury Career Academy,Waterbury Career Academy High School,high school,latin,business_type,business_type,high,"The extra content ""high school"" describes the educational level and institutional type of the place, indicating what kind of institution Waterbury Career Academy is — a secondary education institution at the high school level.",1,1.19
Village Medical,Village Medical at Walgreens,at walgreens,latin,disambiguation,disambiguation,high,"The extra content ""at walgreens"" identifies the organizational affiliation and physical location of this Village Medical clinic — it specifies which retail partner hosts this franchise, making it a disambiguation element rather than a business type or geographic qualifier.",1,1.61
Remington Heights,Remington Heights Retirement Community,retirement community,latin,business_type,business_type,high,"The extra content ""retirement community"" describes the TYPE of establishment that Remington Heights is — it identifies what kind of place this facility is, making it a business_type descriptor that provides essential information about the nature of the place.",1,1.31
Vegano Bio,Vegano Bio - Shop Online Prodotti Vegani,shop online prodotti vegani,latin,noise,noise,high,"The extra content ""shop online prodotti vegani"" (shop online vegan products) is a marketing tagline and channel descriptor that describes how the business operates rather than what it fundamentally IS — it's boilerplate listing metadata rather than essential semantic information about the place itself.",1,1.61
De Giovannini,De Giovannini Secondo di Cozzi Pier Secondo,secondo di cozzi pier secondo,latin,disambiguation,noise,medium,"The extra content ""secondo di cozzi pier secondo"" appears to be a personal name component (likely a historical Italian naming convention with a patronymic or family lineage indicator), which functions as legal/ownership notation rather than describing what kind of place De Giovannini is or where it is located.",0,1.65
El Dorado Hills Sports Club,El Dorado Hills Sports Club and Spa,and spa,latin,business_type,business_type,high,"The extra content ""and spa"" describes additional services or facilities offered at the place, making it a business_type descriptor that clarifies what amenities/services are available at this establishment.",1,1.36
Extended Stay America,Extended Stay America Los Angeles / Arcadia,los angeles arcadia,latin,location,location,high,"The extra content ""los angeles arcadia"" specifies geographic locations (a city and a neighborhood/area in California), which are place-based qualifiers used to distinguish this particular Extended Stay America location from others in the chain.",1,1.51
Oh My Goodness,Oh My Goodness OMG,omg,latin,disambiguation,noise,high,"The extra content ""omg"" is an acronym derived from the business name itself rather than describing what the place is, where it's located, or identifying a specific branch—it appears to be a stylized marketing abbreviation or nickname appended to the core name.",0,1.38
