short_name,long_name,extra_content,script_type,correct_answer,predicted,confidence,reasoning,correct,latency_s
Bluebird Care,Bluebird Care Epsom & Kingston,epsom kingston,latin,location,disambiguation,"medium (The information provided gives a slight indication of either disambiguation or location, hence medium confidence.)","The extra content 'epsom kingston' suggests that Bluebird Care is a specific service in these particular cities. While it does not directly indicate whether this is more of a business type or location-based, given the nature of care services which can be both franchised (business_type) and localized to certain areas but also standalone entities with fixed locations (location), we cannot decisively conclude without additional context about their presence in these cities.",0,3.18
Pieology Pizzeria,"Pieology Pizzeria Aina Haina, Honolulu, HI",aina haina honolulu hi,latin,location,location,high (The geographic qualifiers in 'extra_content' provide a high degree of certainty for its role.),"The extra content 'aina haina honolulu hi' provides geographic details that specify a particular location. This context strongly implies it is not merely noise but rather essential to identify which Pieology Pizzeria we are discussing, as there could be multiple establishments with the same name across different locations.",1,2.83
Gary Ritter Violin,Gary Ritter Violin Viola Cello,viola cello,latin,business_type,business_type,high,"The extra content 'viola cello' indicates that Gary Ritter Violin offers both viola and cello services or products. It implies a music-related business, which is specialized in string instruments (specifically these two types). This information suggests it isn’t merely listing personal credentials but rather the nature of their offerings at this establishment as well.",1,2.45
POLE DANCE AVEC MOI,Pole Dance avec Moi Marseille,marseille,latin,location,disambiguation,"medium (While the city name gives us some geographic context, it does not necessarily provide definitive information about whether 'POLE DANCE AVEC MOI' is a specific location or business within Marseille without further data. However, considering common naming patterns for dance studios and based on typical practices in classifying names as either disambiguating details of an entity or merely additional descriptors.)","The extra content 'marseille' indicates that POLE DANCE AVEC MOI is associated with a specific city in France, which provides context but does not by itself classify it as either business_type or location. The name suggests an activity likely to take place within the broader urban environment of Marseille.",0,4.78
Schlotzsky's,"Schlotzsky's (Colony Way - Madison, MS)",colony way madison ms,latin,location,location,"medium-high (The extra content provides specific location details but doesn't explicitly define 'Schlotzsky's business type beyond implying a restaurant due to the mention of 'Colony Way', which is common in urban areas.)","The extra content 'colony way madison ms' provides specific location details, suggesting that this is meant to differentiate between multiple Schlotzsky's locations. Based on what appears to be a colony or neighborhood within Madison, MS (US), it indicates additional context rather than noise about the place name itself.",1,3.38
West Coast Hifi,West Coast Hi-Fi Rockingham,rockingham,latin,location,location,high (The extra content is likely a critical piece of information that helps distinguish this West Coast Hi-Fi as being in Rockingham specifically.),"The inclusion of 'rockingham' in extra content indicates that this is a specific location within Australia where West Coast Hi-Fi operates. This suggests it may be relevant to differentiate between multiple branches or services named similarly across the country, and thus potentially identifies an important geographic detail for accurate reference.",1,2.77
Vape Haus,Vape Haus Queretaro,queretaro,latin,location,business_type,high (The association of a specific city's name with the establishment suggests clarity in both location and business type.),"The extra content 'queretaro' suggests that Vape Haus is associated specifically with Querétaro, a city in Mexico. Given this contextual geographic pinpointing alongside what appears to be an establishment dedicated to vaping (implied by the word ""Vape""), we can deduce its business purpose and choose it over another place name without additional content that would imply such relevance as 'short_name'.",0,3.11
Allison Hunt MD,"Allison Hunt, MD, FACOG",facog,latin,noise,business_type,medium,"The abbreviation 'FACOG' within the extra content, being an acronym for Fellow (or Fellows) of American College of Obstetricians and Gynecologists, indicates that Dr. Allison Hunt is a certified obstetrician-gynecologist.",0,18.62
Hamburguesas Al Carbon,Hamburguesas al Carbon Torreon,torreon,latin,location,noise,"medium (There is a reasonable assumption that Torreon could be relevant to Hamburguesas Al Carbon based on the business type. However, with only 'torreon' in `extra_content` and no further indication of its relevance beyond being an extra part of their name or as specific location information.)","Given that 'torreon' is a city in Mexico, it appears to be an additional name or identifier linked specifically to Hamburguesas Al Carbon rather than denoting its type. The term does not inherently describe what the business is nor indicate if this relates purely as noise without further context on how Torreon plays into their specific services offered by Hamburguesas Al Carbon in that city.",0,7.68
Vighna Bamboo Briyani,Vighna Bamboo Briyani - JB,jb,latin,location,noise,"medium 
(The abbreviation ""jb"" is not sufficient information on its own, but given that 'JB' could refer to multiple places like Jalan Besar in Malaysia which doesn’t directly relate or disambiguate the nature of Vighna Bamboo Briyani.)","The extra content ""jb"" seems to be an abbreviation or a nickname which does not provide any direct information about what Vighna Bamboo Briyani is, other than possibly being associated with JB (which could stand for various things like 'Jalan Besar' in Malaysia). Without more context it isn’t clear whether this relates to the business type or location.",0,3.83
Florería Rosa Pastel,Florería Rosa Pastel P. Peñasco,p penasco,latin,location,noise,medium to low (There is some ambiguity due to shorthand notation and lack of context linking 'p penasco' directly to the nature of business operations at Florería Rosa Pastel.),"The extra content 'p penasco' appears to be a shorthand reference or abbreviation of P. Peñasco, which suggests that Florería Rosa Pastel is associated with this individual and not the establishment itself. It also introduces ambiguity as it does not specify whether this person has any relation to business operations at 'Florería Rosa Pastel'.",0,3.86
Boot Barn Hall,Boot Barn Hall at Bourbon Brothers,at bourbon brothers,latin,disambiguation,disambiguation,"medium (While 'at bourbon brothers' does point towards a specific relationship, without further context on the nature of this connection or its significance to either establishment it leaves some ambiguity in determining their standalone roles.)","The extra content 'at bourbon brothers' implies a relationship between Boot Barn Hall and Bourbon Brothers, likely indicating that this is an event or activity taking place at their venue. This additional context helps to identify the nature of both entities within our data set — it suggests they are related by location rather than being different establishments with similar names but distinct identities.",1,3.27
Atm,ATM (Post Office),post office,latin,disambiguation,business_type,"high (Based on 'post office' being an explicit term for this place, we can confidently say that ATM refers to its function in society without ambiguity. Thus our classification with high confidence level stands.)","The extra content 'post office' directly specifies that ATM is a postal service establishment, which provides clear context about its function. Given this additional information, we can classify it accordingly without ambiguity in terms of business type or location specifics from the longer name alone. Therefore, our classification should be based on understanding what kind of place 'post office' identifies rather than any other potential meaning that could emerge if different context was provided.",0,3.93
Marathon Gas,Marathon Gas & DQ,dq,latin,disambiguation,noise,medium,"The presence of 'DQ' alongside 'Marathon Gas & DQ' could imply that 'DQ' stands for something specific to this gas station, such as a discount or special service offered. However, without explicit information on what 'DQ' refers to and if it denotes the nature of the business operation beyond being an addition (possibly noise), we can only assume based on common patterns in naming.",0,8.73
Planet Fitness,"Planet Fitness - Manassas, VA",manassas va,latin,location,location,high,"The extra content 'manassas va' specifies a location where Planet Fitness is situated, which provides essential geographic information to differentiate between multiple establishments of this fitness brand and identify it as the particular place in question. This suggests that we should select ""Planet Fitness"" over any other name provided because 'manassas va' indicates not only a specific branch but also helps distinguish from unrelated entities with similar names, which is crucial for users seeking information about this establishment specifically located at Manassas in Virginia (VA).",1,6.2
Raising Cane's,Raising Cane's Chicken Fingers,chicken fingers,latin,business_type,business_type,high (The term 'chicken fingers' in the context of Raising Cane's strongly suggests that this business operates as a fast-food chain or casual dining establishment specializing in fried chicken products. This is consistent with known information about similar establishments.),"The extra content 'chicken fingers' provides clear information about what type of food is served at Raising Cane's, which allows us to identify it as a specific business offering this kind of menu item. This suggests that the name itself may not be enough for disambiguation without such additional contextual clues related to their service or product offerings within 'extra_content'.",1,4.57
La Azotea,La Azotea Terraza,terraza,latin,business_type,location,"medium (The term suggests an additional amenity but does not necessarily define the establishment’s core purpose without further context. However, given typical associations of such terms with eateries in Latin cultures, a reasonable inference can be made to some form of dining experience.)","The extra content 'terraza' implies that La Azotea is a terrace of sorts, which could suggest an outdoor seating area or some form of rooftop dining space. This additional information about the place helps distinguish it from simply being called ""La Azotea,"" providing insight into its character and potential amenities based on common uses for such terms in commercial settings within a Latin context.",0,4.56
bergwerk IT GmbH,bergwerk IT GmbH | Webentwicklung & IT-Infrastruktur,webentwicklung itinfrastruktur,latin,disambiguation,business_type,"high (Based on the clear identification of services through extra content, it is highly probable that this refers to a specific type of business.)","The 'extra_content' clearly indicates that Bergwerk IT GmbH provides web development services, which defines it as a particular type of business specialized in this area. This extra information complements what is understood from the main name by highlighting their industry focus and therefore helps classify them accordingly based on contextual clues present within 'extra_content'.",0,2.94
Hospital São Domingos,Hospital São Domingos- Exames,exames,latin,disambiguation,business_type,"medium to high (The extra content indicates a service aspect of the hospital's offerings, which points towards it being an active health-related establishment; however, without further details on whether 'exames' is exclusively related to medical examinations or if other services are available within Hospital São Domingos itself, we cannot assert with absolute certainty.)","The extra content 'exames' suggests that Hospital São Domingos provides medical examinations as a service. This additional information about what services are provided at the establishment implies it is not just any location or disambiguation, but rather an active business focused on health-related activities within its name and contextual cues.",0,3.75
Parc Clichy-Batignolles,Parc Clichy-Batignolles Martin Luther King,martin luther king,latin,location,disambiguation,medium,"The extra content 'martin luther king' seems to be a reference suggesting that there might have been an event or association related to Martin Luther King at Parc Clichy-Batignolles, which could indicate the park is hosting something in memory of him. However, without explicit context indicating if it refers to tribute events typically found on such dates (e.g., MLK Day) and based solely upon 'extra_content', this information does not inherently classify or identify noise within a place name nor provides clear business type description for location disambiguation purposes.",0,3.24
Canal Video,Canal Vidéo Laryan 82 Franchisé indépendant,laryan 82 franchise independant,latin,disambiguation,disambiguation,medium (The extra content provides enough detail for disambiguation but does not by itself specify the kind of business or its full name without additional context.),"The extra content 'laryan 82 franchise indépendant' provides information about a specific branch of Canal Video, indicating that this part is not just noise but also contains details relevant to business type and location. It tells us the name of the franchise (which helps with disambiguation) as well as its independent status ('franchisé indépendant'), which implies it could be related more closely to a local or specialized service rather than an international brand, hinting at something beyond just noise added information about business type and location specificity.",1,3.71
Calico Jacks,Calico Jack's Bistro,bistro,latin,business_type,business_type,high (Based on 'bistro' being a clear indicator within restaurant industry contexts.),"The extra content 'bistro' suggests that Calico Jacks is a type of restaurant, which typically serves French cuisine in an informal setting. This indicates it’s not merely naming but defining the nature and character of this establishment as one associated with food service rather than another function like retail or professional services.",1,2.98
Over The Rainbow,Over the Rainbow Limited,limited,latin,disambiguation,disambiguation,low,"The extra content 'limited' commonly refers to a business structure or shareholding status, often relating to stocks. Without additional context about what kind of company ""Over The Rainbow"" is and how this term fits into the longer name provided—which implies an artistic nature due to its reference in popular culture (the song)—it's difficult to definitively classify it as a business type or location without making assumptions beyond just 'limited'.",1,3.32
Colourfence Garden Fencing,ColourFence Garden Fencing - Isle Of Wight,isle of wight,latin,location,location,"high (The inclusion of ""Isle Of Wight"" as extra content in this context has a high degree of relevance for local geographic identification.)","The extra content ""isle of wight"" provides a geographic qualifier that narrows down where Colourfence Garden Fencing is located, suggesting it's relevant to identifying services provided in this specific area rather than being general noise. This indicates the additional context may be important for local consumers or businesses but does not necessarily define what service they provide beyond garden fencing and its location on the Isle of Wight.",1,3.21
Leonora Rose,Leonora Rose Florists,florists,latin,business_type,business_type,"high (The extra content 'florists' directly relates to a specific professional service that is central to understanding what Leonora Rose offers, hence confidently classifying it as such.)","The extra content 'florists' clearly indicates that Leonora Rose is a business specializing in floral services, which tells us about its primary function. Therefore, we classify it accordingly based on this additional information provided beyond the short name alone.",1,2.68
Service Neon,Service Neon di Cateni Riccardo,di cateni riccardo,latin,disambiguation,disambiguation,"medium (The association with a person's name implies disambiguation, but without explicit context about whether this relates to the establishment itself or another aspect of service.)","The extra content 'di cateni riccardo' appears to indicate an association or service linkage (likely a personalized touch) between Service Neon di Cateni Riccardo and its clientele. Since this doesn't provide clear information about the nature of Business Type, Location, Disambiguation, nor Noise as defined in earlier instructions but suggests some form of specificity related to individuals or services offered by an individual named Cateni Riccardo at Service Neon di Cateni Riccardo.",1,3.97
Wing Sing,Wing Sing Bar,bar,latin,business_type,business_type,"high (The presence of the word 'bar' provides clear information about the establishment being categorized, which allows for high certainty in this classification.)","The extra content 'bar' directly describes what type of establishment Wing Sing is, indicating that it serves alcoholic beverages in a social setting. This suggests its function within society as a place where people gather to drink and converse informally.",1,2.5
Spectron Desarrollo,Spectron Desarrollo S.C.,sc,latin,noise,disambiguation,"medium (Given that limited by shares is a common corporate structure, but without specifics of the business context, we can only provide medium confidence in this choice.)","The extra content ""sc"" at the end of a company name typically signifies that it is limited by shares, which means this piece of information provides legal context to its corporate structure. However, without knowing whether 'Spectron Desarrollo' primarily offers share-based products or services as part of their business model based on common knowledge and within the Latin script type norms where abbreviations are generally used for company descriptions rather than personal names (as seen with 'sc'), it doesn’t necessarily inform us about its primary function.",0,3.63
Charleston Civic Center,Charleston Civic Center Ice Arena,ice arena,latin,business_type,business_type,high (Given that 'ice arena' is a well-defined term within this context and directly points out the facility type.),"The extra content ""ice arena"" clearly implies that within 'Charleston Civic Center', there is a specific ice rink or related facility. This suggests it's not merely part of another name but an integral component providing essential information about the type of establishment being referred to, likely distinguishing one entity from others with similar names in Charleston.",1,2.86
Hotel Olimpia,Hotel Olimpia  Silvi Marina TE,silvi marina te,latin,location,location,high,"The extra content 'Silvi Marina TE' provides a clear geographic context, indicating that Hotel Olimpia is connected to Silvi Marina in Tejano. This suggests it should be classified as part of a location due to the presence of identifiable locality information within its name and description. It likely serves guests or visitors at this particular marina locale but does not explicitly state what kind of establishment (e.g., restaurant, spa) is associated with 'Hotel Olimpia'.",1,2.91
Murphy USA,Murphy USA #6583,6583,latin,disambiguation,business_type,high (The extra content '6583' as a license number is consistently considered noise in this context and provides no information about Murphy USA’s identity or function beyond its name),"The extra content '6583' appears to be a unique identifier or license number, which provides no information about what Murphy USA is; therefore it should not affect our decision on classification when only considering name semantics.",0,3.22
Home Instead,Home Instead Senior Care,senior care,latin,business_type,business_type,"high (Based solely on 'extra_content', this is a very direct indication that Home Instead Senior Care provides eldercare, making it easy to categorize without ambiguity.)","The extra content 'senior care' directly suggests that Home Instead Senior Care is a service or facility focused on elderly individuals, which makes it clear they provide some form of senior-specific assistance. This categorizes the business as offering specialized services for seniors.",1,2.94
Forst und Garten,Forst und Garten Diehl,diehl,latin,disambiguation,noise,low (The term by itself does not offer enough context for a confident identification of the place type. Additional information about Forst und Garten is required before making an informed decision on classification and assigning appropriate confidence level herein.),"The extra content 'diehl' seems to be a surname, which does not provide any information about what type of establishment is being referred to or whether it has anything unique beyond identifying an individual associated with Forst und Garten. The name itself doesn’t describe the kind of business nor its location within this context given in extra_content alone.",0,3.7
The Flying Locksmiths,The Flying Locksmiths - Los Angeles West,los angeles west,latin,location,disambiguation,"medium (While the name suggests it could be more than just an address, without further details on what sets The Flying Locksmiths apart in this location we can only offer medium confidence for classification. We must note there are several locksmith businesses across Los Angeles.)","The extra content 'los angeles west' provides a specific location, which suggests that The Flying Locksmiths is associated with this geographic area of Los Angeles. However, as locksmith services are not inherently tied to any particular place name or description beyond the service itself and without additional context about what differentiates it from other businesses in the same vicinity, we can't definitively classify its semantic role based solesly on this extra content with high confidence.",0,4.45
Lonches Amparito,Lonches Amparito Tránsito,transito,latin,location,disambiguation,"medium (The term ""transito"" could refer to multiple contexts, which makes it less confident without additional information.)","The extra content 'transito' seems to provide a specific service or offer, but without additional context that directly relates it to an aspect of location disambiguation. However, since no other information contradicts this interpretation and assuming the word is not noise based on its limited use in place names (it appears as part of business services), we might lean towards 'disambiguation.'",0,2.76
En-spire Nutrition,En-spire Nutrition Centennial,centennial,latin,location,noise,"medium (While a centennial is noteworthy, without specifics about the type or nature of business beyond this event, it's best to consider this as noise in terms of distinguishing between types such as 'business_type', especially when no further contextual clues are available.)","The extra content 'centennial' suggests that En-spire Nutrition is commemorating its centennial anniversary, which implies it could be a significant establishment within this sector. However, without additional details about the nature of business beyond the celebration (e.g., what kind of services they provide), we cannot definitively classify solely based on 'centennial'.",0,3.88
Auto Stark,Auto Stark Acessórios Automotivo,acessorios automotivo,latin,business_type,business_type,"high (Given that 'acessorios automotivo' directly relates to a common product offered by car accessory stores, we can confidently classify this as business-related.)","The extra content 'acessorios automotivo' (automotive accessories) provides clear information about what Auto Stark sells, which is related to car maintenance or enhancement rather than being a specific location or miscellaneous noise. This suggests it’s part of the business description and helps in understanding its nature within an auto shop context.",1,3.16
Kyle Citty,"Kyle Citty, M.D.",md,latin,noise,disambiguation,high,"The addition 'M.D.' indicates that Kyle Citty is not just any individual but rather one who holds a medical degree, which suggests this part provides professional credentials beyond the name.",0,8.65
Työväen Akatemia,Työväen Akatemian kirjasto,n kirjasto,latin,business_type,disambiguation,"medium (The term ""Työväen Akatemian"" is generally associated with educational institutions, but without further contextual details directly linking this name and extra content to a known university's abbreviation system in the provided data.)","The extra content 'n kirjasto' suggests that Työväen Akatemian is an institution related to work or education, possibly a university. The abbreviation seems intended to differentiate this particular establishment from others with similar names in the region where it operates. However, without explicit mention of its field as educational due to lacking additional contextual clues within 'extra_content' alone.",0,6.74
Craig Bagley,Craig Bagley - State Farm Insurance Agent,state farm insurance agent,latin,business_type,disambiguation,"medium-high

Craig Bagley is known primarily as an individual and not merely by his profession within this context; therefore, while we can deduce that the occupation relates to insurance for state farms or similar entities (since State Farm is a well-known brand), it doesn't necessarily point out a specific type of business entity.","The extra content ""state farm insurance agent"" provides information about Craig Bagley's professional role, which is not only identifying him as an individual but also specifying his occupation related to state farms (or more accurately, their services). This suggests that the long_name has additional details beyond just being a personal name.",0,3.63
Andy Allain - Thrivent,Andy Allain - Thrivent Financial,financial,latin,business_type,business_type,high (The term 'financial' unambiguously relates Andy Allain to a finance-related role within Thrivent Financial.),"The extra content 'financial' clearly indicates that Andy Allain is associated with financial services. Although this name does not inherently specify a location or additional details, it provides enough information to deduce his professional role related to the finance sector at Thrivent Financial. Thus, we can infer the type of business without further geographical context.",1,3.19
Tractor Supply,Tractor Supply Co.,co,latin,noise,disambiguation,medium (The connection between the extra content and a specific type of business activity or relationship is not explicit enough without additional context. This leads to some uncertainty in classification based on 'extra_content' alone).,"The extra content 'co' at the end of a corporate name may imply ownership or affiliation. In this context, it suggests that Tractor Supply Co is part of or related to another organization sharing its abbreviation (e.g., ""Co."" for Corporation). However, without further information about what co refers to specifically in relation to Tractor Supply Co's operations and services, we cannot conclusively determine if this content provides enough additional context regarding the type of business it is engaging in or whether it serves as a disambiguation point.",0,5.08
Mary Print,Mary Print Sardegna,sardegna,latin,location,location,"medium (Without further context on the nature of Mary Print within this region or its industry relevance beyond geography, we can only infer that 'sardegna' indicates a location and cannot confidently classify as business_type or disambiguation with high certainty based sole0n content alone.)","The extra content 'sardegna' refers to Sardinia, which indicates that Mary Print is related to this specific region. This suggests a geographic-based classification rather than something pertaining directly to the business or disambiguation purposes of the company name itself without additional context on their services.",1,4.38
Cella Café,Cella Café Bar & Restaurant,bar restaurant,latin,business_type,business_type,high (The extra content provides clear evidence that 'Cella Café Bar & Restaurant' is a business offering both food and drink services.),"The extra content 'bar restaurant' directly informs us that Cella Café is a hybrid establishment offering both bar service and dining options. It clearly specifies what kind of place it is, which allows users to understand the nature of services provided at Cella Café without needing additional information about its location or disambiguation details.",1,2.94
Floripa Sucos,Floripa Sucos e Lanches,e lanches,latin,business_type,business_type,"medium (As with any ambiguous additional information, the level of certainty in its meaning is not definitive without further context.)","The extra content 'e lanches' indicates that alongside its primary activities, Floripa Sucos offers snacks ('lanches'). This suggests a more comprehensive description of what can be expected at this establishment rather than just the name alone. However, without additional context to specify if it’s implying something other about the nature or location of the place, we cannot confidently ascertain its classification based soleily on 'extra_content'.",1,4.0
Green Leaf's,Green Leaf's Beyond Great Salads,beyond great salads,latin,business_type,business_type,"medium (The term suggests uniqueness but lacks precise information about whether it is specifically for salads only or has broader offerings; therefore, the classification as 'business_type' could be considered a general assumption rather than an absolute certainty.)","The extra content 'beyond great salads' implies that Green Leaf's offers a range of quality food items, specifically highlighting their exceptional salad offerings. This suggests it is not just any location but possibly the name or concept behind this place specializing in fresh and high-quality dishes.",1,4.15
Wayne Cooley - COUNTRY Financial,Wayne Cooley - COUNTRY Financial representative,representative,latin,disambiguation,disambiguation,high (The role of a representative within COUNTRY Financial clearly indicates that the name itself does not represent a place or location but rather refers to an individual's position.),"The extra content 'representative' indicates a specific role or title that Wayne Cooley holds within COUNTRY Financial. It does not describe what kind of place this might be, nor is it additional geographic information about the location where Wayne works for disambiguation purposes. Instead, it provides clear insight into his professional function at Company X (COUNTRY Financial).",1,3.27
Code Ninjas,Code Ninjas Virginia Beach,virginia beach,latin,location,location,"medium (The presence of a city or town name in the longer place name often suggests it is related to that location; however, without explicit clarification on whether 'Code Ninjas' refers to an establishment serving as entertainment within Virginia Beach.)","The extra content 'Virginia Beach' provides a geographic indication, suggesting that Code Ninjas is named in conjunction with this location. Although it does not provide specific details about what business type they operate or serve disambiguating purposes within the given context. Without additional information to clarify its function as an establishment for entertainment (such as hosting ninja-themed events), we are left interpreting based on common naming conventions and association with 'Virginia Beach', known for leissure activities including amusement parks, which Code Ninjas might be part of.",1,4.23
Barnegat Bay Financial Group,Barnegat Bay Financial Group - Raymond James Office,raymond james office,latin,disambiguation,disambiguation,"medium (The association gives context but does not exclusively define what kind of business Barnegat Bay Financial Group is, hence medium confidence in 'business_type' without further details.)","The extra content ""raymond james office"" suggests that Barnegat Bay Financial Group is associated or affiliated with Raymond James, a known financial services firm. This implies an intent to disambiguate the entity within its market by indicating this professional connection.",1,2.74
West Herr Cadillac,West Herr Cadillac of East Aurora,of east aurora,latin,location,disambiguation,"medium (This is somewhat ambiguous without further context, as 'of east aurora' could imply more about the business type rather than purely disambiguating its location.)","The extra content ""of east aurora"" serves to specify that West Herr Cadillac is associated with a particular location, which in this case clarifies East Aurora as its place of operation or presence. Since 'East Aurora' does not seem like noise and provides geographical context rather than additional business type information beyond what the shorter name already suggests ('Cadillac'), it seems to be used for disambiguation purposes here—to differentiate between similar establishments that might share a common longer name but are in different locations.",0,3.56
Academia Performance,Academia Performance & Saúde,saude,latin,business_type,noise,"medium: There is indication towards health services given cultural context, but the abbreviation 'saude' needs clarification for accurate classification without further details about Academia Performance itself outside this limited scope here and considering it could also just be branding or a promotional tagline.","The extra content 'saude' seems to be a truncated word or abbreviation, likely referring to health services given its relevance in context. It suggests that Academia Performance is linked to some form of medical establishment within Brazilian culture ('Academia Performance & Saúde'). However, without the full term being visible and considering we lack explicit direction about what role 'saude' plays concerning this place name (e.g., a healthcare facility or an educational institution focused on public health), it is challenging to fully ascertain its business type based solely on extra_content provided here.",0,5.61
American Printing,American Printing Unlimited,unlimited,latin,disambiguation,business_type,"medium (While 'unlimited' may suggest a unique selling point within business type contexts, without explicit information about their primary service or product offered by this company as the core aspect of its name, we can only infer with medium confidence.)","The additional word 'unlimited' in conjunction with a printing business suggests that this company offers extended services or products. This could imply an emphasis on quantity, accessibility of service, or some other differentiating aspect relevant to the industry standard for American Printing Unlimited.",0,3.11
Batteries Plus,Batteries Plus Bulbs,bulbs,latin,business_type,business_type,high (The extra content 'bulbs' confidently indicates that Batteries Plus operates in a business where light bulbs are relevant products or services.),"The extra content 'bulbs' indicates that Batteries Plus is related to products associated with lighting, which implies a specific kind of business dealing in such items. Thus it suggests classification as either being solely focused on bulbs or providing them within the context provided by ""Bulbs"" after an initial service (batteries).",1,2.89
Marine Corps Exchange,Marine Corps Exchange (MCX),mcx,latin,disambiguation,business_type,high,"The abbreviation 'MCX' stands for Marine Corps Exchange, which is clearly indicative that this establishment provides services related to military personnel. Given its direct reference within the acronym itself and typical naming conventions of service-related organizations in English, we can infer with reasonable certainty.",0,6.96
Dias Park,Dias Park Estacionamento,estacionamento,latin,business_type,business_type,high (The extra content clearly defines 'Dias Park' as an establishment providing parking lot facilities.),"The extra content 'estacionamento', which translates to 'parking lot' in English, directly describes what Dias Park is known for. The inclusion of this term immediately gives us a clear understanding that it’s related to parking services rather than any other function or location-based detail within the name itself.",1,5.48
Results Physiotherapy,"Results Physiotherapy Nashville, Tennessee - West",nashville tennessee west,latin,location,business_type,"medium-to-high (Assuming 'nashville tennessee west' refers only to an address without further indication of service, it is most likely classified as location with medium-to-high confidence. If there were additional context suggesting a specialized type of physiotherapy linked to the extra content or branding strategy that would alter this classification.)","The extra content 'nashville tennessee west' provides a specific geographical reference, likely pointing to a physical therapy center located in that area of Nashville. It appears as though this is part of an address rather than any indication about the nature or type of business Results Physiotherapy represents within its name itself; hence it primarily serves for location disambiguation purposes based on 'extra_content'.",0,4.63
