short_name,long_name,extra_content,script_type,correct_answer,predicted,confidence,reasoning,correct,latency_s
bergwerk IT GmbH,bergwerk IT GmbH | Webentwicklung & IT-Infrastruktur,webentwicklung itinfrastruktur,latin,disambiguation,disambiguation,high,"The extra content ""webentwicklung IT-Infrastruktur"" identifies a specific service offered by the company, without being a place name or a business type.",1,15.31
Hospital São Domingos,Hospital São Domingos- Exames,exames,latin,disambiguation,location,high,"The extra content ""exames"" is a location qualifier that adds no semantic value beyond identifying where the hospital is located.",0,13.92
Parc Clichy-Batignolles,Parc Clichy-Batignolles Martin Luther King,martin luther king,latin,location,disambiguation,high,"The extra content ""martin luther king"" is a proper noun referring to a specific location, but in this context, it appears to be added as a form of disambiguation.",0,15.76
Canal Video,Canal Vidéo Laryan 82 Franchisé indépendant,laryan 82 franchise independant,latin,disambiguation,disambiguation,high,"The extra content ""Laryan 82 Franchisé indépendant"" identifies a specific franchise/parallel brand of Canal Video, indicating that it is an independent affiliate.",1,6.04
Calico Jacks,Calico Jack's Bistro,bistro,latin,business_type,business_type,high,"The extra content ""bistro"" describes what kind of place this is, indicating it's a specific type of restaurant.",1,5.21
Over The Rainbow,Over the Rainbow Limited,limited,latin,disambiguation,business_type,high,"The extra content ""limited"" describes what KIND of place this is, specifically a business type.",0,4.86
Colourfence Garden Fencing,ColourFence Garden Fencing - Isle Of Wight,isle of wight,latin,location,location,high,"The extra content ""isle of wight"" is a geographic qualifier, specifically an island location.",1,5.47
Leonora Rose,Leonora Rose Florists,florists,latin,business_type,business_type,high,"The extra content ""florists"" describes what KIND of place this is.",1,4.53
Service Neon,Service Neon di Cateni Riccardo,di cateni riccardo,latin,disambiguation,disambiguation,high,"The extra content ""di Cateni Riccardo"" identifies a specific owner or affiliation, making it a disambiguation.",1,5.34
Wing Sing,Wing Sing Bar,bar,latin,business_type,business_type,high,"The extra content ""bar"" describes what kind of place this is, specifying a business type.",1,4.48
Spectron Desarrollo,Spectron Desarrollo S.C.,sc,latin,noise,noise,high,"The extra content ""SC"" is a notation indicating a Sociedad Civil (Mexican Civil Association), which provides no semantic value beyond identifying the organizational structure.",1,5.17
Charleston Civic Center,Charleston Civic Center Ice Arena,ice arena,latin,business_type,business_type,high,"The extra content ""ice arena"" describes what KIND of place this is, indicating a specific type of venue within the Charleston Civic Center.",1,4.99
Hotel Olimpia,Hotel Olimpia  Silvi Marina TE,silvi marina te,latin,location,location,high,"The extra content ""Silvi Marina TE"" describes a specific location, which is a town in Italy, adding essential information about the hotel's location.",1,5.37
Murphy USA,Murphy USA #6583,6583,latin,disambiguation,noise,high,"The extra content ""6583"" is a license number or store ID, which adds no semantic value beyond identifying a specific branch of Murphy USA.",0,7.93
Home Instead,Home Instead Senior Care,senior care,latin,business_type,business_type,high,"The extra content ""senior care"" describes what KIND of place this is, specifically a service or business type.",1,4.66
Forst und Garten,Forst und Garten Diehl,diehl,latin,disambiguation,business_type,high,"The extra content ""diehl"" is a business type that describes what kind of establishment this is, specifically mentioning the name of a company or brand.",0,5.29
The Flying Locksmiths,The Flying Locksmiths - Los Angeles West,los angeles west,latin,location,location,high,"The extra content ""los angeles west"" is a location qualifier, specifically a neighborhood or area within Los Angeles.",1,4.4
Lonches Amparito,Lonches Amparito Tránsito,transito,latin,location,location,medium,"The extra content ""tránsito"" appears to be a location qualifier, specifically referring to a transportation hub or area.",1,5.06
En-spire Nutrition,En-spire Nutrition Centennial,centennial,latin,location,location,high,"The extra content ""centennial"" is a location qualifier that identifies where the nutrition store is located.",1,4.13
Auto Stark,Auto Stark Acessórios Automotivo,acessorios automotivo,latin,business_type,business_type,high,"The extra content ""acessorios automotivo"" describes what kind of place this is, specifically a business type that sells automotive accessories.",1,5.42
Kyle Citty,"Kyle Citty, M.D.",md,latin,noise,noise,high,"The extra content ""M.D."" is a professional credential appended to a personal name, adding no semantic value beyond indicating Kyle Citty's profession.",1,4.98
Työväen Akatemia,Työväen Akatemian kirjasto,n kirjasto,latin,business_type,disambiguation,high,"The extra content ""n kirjasto"" describes a specific service or department within Työväen Akatemia, which is its library.",0,5.76
Craig Bagley,Craig Bagley - State Farm Insurance Agent,state farm insurance agent,latin,business_type,disambiguation,high,"The extra content ""State Farm Insurance Agent"" identifies a specific branch or organizational affiliation of Craig Bagley, which is disambiguating information.",0,6.91
Andy Allain - Thrivent,Andy Allain - Thrivent Financial,financial,latin,business_type,business_type,high,"The extra content ""financial"" describes what KIND of organization this is, specifically a financial services company.",1,4.33
Tractor Supply,Tractor Supply Co.,co,latin,noise,business_type,high,"The extra content ""co"" is a common abbreviation for ""Company"", which indicates that Tractor Supply is a business type.",0,4.57
Mary Print,Mary Print Sardegna,sardegna,latin,location,location,high,"The extra content ""Sardegna"" is a geographic qualifier, specifically the name of an Italian island.",1,4.29
Cella Café,Cella Café Bar & Restaurant,bar restaurant,latin,business_type,business_type,high,"The extra content ""bar restaurant"" describes what KIND of place this is, specifically a type of business.",1,4.69
Floripa Sucos,Floripa Sucos e Lanches,e lanches,latin,business_type,business_type,high,"The extra content ""e lanches"" refers to a business type, specifically that Floripa Sucos also offers snacks or food.",1,5.91
Green Leaf's,Green Leaf's Beyond Great Salads,beyond great salads,latin,business_type,business_type,high,"The extra content ""beyond great salads"" describes what kind of business this is, specifically a restaurant type.",1,6.47
Wayne Cooley - COUNTRY Financial,Wayne Cooley - COUNTRY Financial representative,representative,latin,disambiguation,disambiguation,high,"The extra content ""representative"" identifies a specific affiliation or organizational role of Wayne Cooley, without being a place name or a business type.",1,5.47
Code Ninjas,Code Ninjas Virginia Beach,virginia beach,latin,location,location,high,"The extra content ""Virginia Beach"" is a location qualifier that describes where the Code Ninjas franchise is located.",1,4.6
Barnegat Bay Financial Group,Barnegat Bay Financial Group - Raymond James Office,raymond james office,latin,disambiguation,disambiguation,high,"The extra content ""Raymond James Office"" identifies a specific branch or office of the financial group, indicating an organizational affiliation.",1,13.1
West Herr Cadillac,West Herr Cadillac of East Aurora,of east aurora,latin,location,location,high,"The extra content ""of East Aurora"" is a location qualifier that adds no semantic value beyond identifying where the car dealership is located.",1,6.57
Academia Performance,Academia Performance & Saúde,saude,latin,business_type,location,high,"The extra content ""saude"" is a location qualifier that adds no semantic value beyond identifying where the performance center is located.",0,5.28
American Printing,American Printing Unlimited,unlimited,latin,disambiguation,business_type,high,"The extra content ""unlimited"" describes what kind of business American Printing is, implying a company that offers unlimited printing services.",0,5.09
Batteries Plus,Batteries Plus Bulbs,bulbs,latin,business_type,business_type,high,"The extra content ""bulbs"" describes what kind of place this is, specifically a store that sells bulbs.",1,4.78
Marine Corps Exchange,Marine Corps Exchange (MCX),mcx,latin,disambiguation,noise,medium,"The extra content ""MCX"" describes a business type or franchise identifier, but in this case, it's likely a notation or acronym that doesn't add significant semantic value beyond the core name.",0,5.79
Dias Park,Dias Park Estacionamento,estacionamento,latin,business_type,business_type,high,"The extra content ""estacionamento"" describes a specific service or amenity, but it also includes the word ""Estacionamento"", which means parking in English. This suggests that the longer name is adding information about what kind of establishment this is.",1,7.24
Results Physiotherapy,"Results Physiotherapy Nashville, Tennessee - West",nashville tennessee west,latin,location,location,high,"The extra content ""Nashville, Tennessee - West"" is a location qualifier that adds no semantic value beyond identifying where the physiotherapy clinic is located.",1,5.36
Momo and Co.,Momo and Co. Design,design,latin,business_type,business_type,high,"The extra content ""design"" describes what KIND of business Momo and Co. is, specifically a design company.",1,4.97
The Vineyard Church,The Vineyard Church Bloomington-Normal,bloomingtonnormal,latin,location,location,high,"The extra content ""bloomingtonnormal"" describes a location, specifically a city or metropolitan area.",1,10.57
Full Steam,Full Steam Tromso,tromso,latin,location,location,high,"The extra content ""tromso"" is a location, specifically a city in Norway.",1,4.85
Poorvika Mobiles,Poorvika Mobiles Cuddalore - Opp to Bus Stand,cuddalore opp to bus stand,latin,noise,location,high,"The extra content ""Cuddalore - Opp to Bus Stand"" is a location, specifically a city and an additional address detail.",0,5.52
Industria Pizzeria,Industria Pizzeria + Bar,bar,latin,business_type,business_type,high,"The extra content ""bar"" indicates that this is a business type, specifically describing what kind of establishment Industria Pizzeria is.",1,5.04
Black Mamba Barber Shop & Tatto,Black Mamba Barbershop & Tattoo | Nezahualcóyotl,black mamba barbershop tattoo nezahualcoyotl,latin,business_type,business_type,high,"The extra content ""Black Mamba Barbershop Tattoo Nezahualcóyotl"" describes a business type, specifically a unique blend of barber shop and tattoo services.",1,5.97
Good Morning Children,Good Morning Children Limited,limited,latin,disambiguation,business_type,high,"The extra content ""Limited"" describes what KIND of place this is, indicating a business type.",0,6.9
Kip McGrath,Kip McGrath Hammersmith,hammersmith,latin,location,disambiguation,high,"The extra content ""Hammersmith"" identifies a specific location within London, disambiguating the business from others with the same name.",0,9.28
Volker Rentel GmbH,Volker Rentel GmbH Heizung- und Sanitärtechnik,heizung und sanitartechnik,latin,business_type,business_type,high,"The extra content ""Heizung- und Sanitärtechnik"" describes a business type, specifically what kind of services the company provides.",1,7.72
Hanger Clinic,Hanger Clinic: Prosthetics & Orthotics,prosthetics orthotics,latin,business_type,business_type,high,"The extra content ""prosthetics orthotics"" describes what KIND of place this is, specifically a type of clinic that specializes in prosthetics and orthotics.",1,6.19
Esfiha Chic,Esfiha Chic - Vila Arcádia,vila arcadia,latin,location,location,high,"The extra content ""vila Arcádia"" is a location qualifier, specifically referring to a neighborhood or area.",1,4.45
Cerrajeria Lionel,Cerrajería Lionel Centrito,centrito,latin,location,location,high,"The extra content ""centrito"" refers to a location or business name, specifically an office or store.",1,8.35
The Fairways at San Marcos,The Fairways at San Marcos Apartments,apartments,latin,business_type,business_type,high,"The extra content ""apartments"" describes what kind of place this is, specifically a type of residence.",1,4.9
UBS Vila Elvira,UBS Vila Elvira - São José Do Rio Preto,sao jose do rio preto,latin,location,location,high,"The extra content ""sao jose do rio preto"" is a location, specifically a city or town.",1,4.89
Elite Picture Framing,Elite Picture Framing Adelaide,adelaide,latin,location,location,high,"The extra content ""Adelaide"" is a location, specifically a city name.",1,4.8
Aldak GmbH,ALDAK GmbH VIBRATIONSTECHNIK,vibrationstechnik,latin,business_type,business_type,high,"The extra content ""vibrationstechnik"" is a business type, specifically describing what kind of products or services Aldak GmbH offers.",1,5.31
Centro Comunitário,Centro Comunitario Taiaçu,taiacu,latin,location,location,high,"The extra content ""taiaçu"" refers to a location, specifically the name of a town or city.",1,4.87
Dercole Pneumatici,Dercole Pneumatici Autofficina Castrol Service,autofficina castrol service,latin,business_type,business_type,high,"The extra content ""autofficina castrol service"" describes a business type, specifically a car repair or maintenance service.",1,5.39
Hollyhock Hill,Hollyhock Hill Restaurant,restaurant,latin,business_type,business_type,high,"The extra content ""restaurant"" describes what KIND of place this is, indicating it's a business type.",1,8.59
Management Factory Corporate Advisory GmbH,Management Factory Corporate Advisory GmbH - Valtus,valtus,latin,disambiguation,disambiguation,high,"The extra content ""valtus"" identifies a specific branch or organizational affiliation of Management Factory Corporate Advisory GmbH.",1,4.6
Princeton Radiology,Princeton Radiology - Monroe,monroe,latin,location,location,high,"The extra content ""monroe"" refers to a location, specifically a town or area.",1,4.38
Carquest Auto Parts,Carquest Auto Parts - Jerry's Auto Parts,jerrys auto parts,latin,disambiguation,disambiguation,high,"The extra content ""Jerry's Auto Parts"" identifies a specific branch or affiliated business, without being a place name or a business type.",1,5.14
Tempe Veterinary,Tempe Veterinary Hospital,hospital,latin,business_type,business_type,high,"The extra content ""hospital"" describes what kind of place this is, specifically a type of business.",1,5.12
Atm,ATM (Post Office),post office,latin,disambiguation,business_type,high,"The extra content ""post office"" describes a business type, specifically a type of store or establishment that provides postal services.",0,5.54
Brooklyn Basketball Academy,Brooklyn Basketball Academy (BBA),bba,latin,disambiguation,disambiguation,medium,"The extra content ""bba"" is likely an abbreviation or acronym, but it does not provide any semantic value beyond what is already described by the shorter name.",1,5.69
Master Mechanic,Master Mechanic Pickering,pickering,latin,location,location,high,"The extra content ""pickering"" is a location qualifier that adds no semantic value beyond identifying where the automotive repair shop is located.",1,4.83
Boost Mobile,Boost Mobile Local Moline,local moline,latin,location,location,high,"The extra content ""local Moline"" describes a location, specifically a city or area where this Boost Mobile store is located.",1,4.94
Cookie Cutters Haircuts for Kids,Cookie Cutters Haircuts for Kids - Beverly Hills,beverly hills,latin,location,location,high,"The extra content ""Beverly Hills"" is a location qualifier that adds no semantic value beyond identifying where the haircuts-for-kids salon is located.",1,5.22
Mail Boxes ETC.,Mail Boxes Etc. UK,uk,latin,location,location,high,"The extra content ""UK"" is a location qualifier that adds no semantic value beyond identifying where Mail Boxes ETC. has operations.",1,5.6
Learn And Play Montessori School,Learn and Play Montessori School - Peralta,peralta,latin,location,location,high,"The extra content ""peralta"" refers to a location, specifically a neighborhood or area.",1,4.22
Liceo Scientifico Isacco Newton,Liceo Scientifico Isacco Newton (succursale),succursale,latin,disambiguation,disambiguation,high,"The extra content ""succursale"" is a French loanword that means branch or franchise, indicating a specific location or affiliation of the school.",1,5.75
Prestige de Menton,Prestige de Menton - Eau de Menton,eau de menton,latin,disambiguation,business_type,high,"The extra content ""eau de menton"" describes a product or service offered by Prestige de Menton, specifically a type of fragrance.",0,7.91
ImmoWert Hessen,ImmoWert Hessen Carsten Nessler Sachverständige für Immobilien,carsten nessler sachverstandige fur immobilien,latin,disambiguation,business_type,high,"The extra content ""carsten nessler sachverständige fur immobilien"" describes what kind of professional or business is being referred to, specifically a certified real estate appraiser.",0,6.08
United Promotions Inc,United Promotions Inc. Photo Lab,photo lab,latin,business_type,business_type,high,"The extra content ""photo lab"" describes a business type, specifically a service offered by United Promotions Inc.",1,4.6
The Home Depot,The Home Depot México,mexico,latin,location,location,high,"The extra content ""México"" is a location, specifically a country.",1,4.79
APEC Hospital de la Ceguera,Apec Hospital De La Ceguera Azcapotzalco,azcapotzalco,latin,location,location,high,"The extra content ""azcapotzalco"" refers to a location, specifically a neighborhood or area.",1,5.21
Smartphone Solutions,Smartphone Solutions Sunbury,sunbury,latin,location,disambiguation,high,"The extra content ""sunbury"" refers to a specific location where the services are offered, indicating it's a branch or service list without being a business type.",0,5.48
Vitality Integrated Programs,Vitality Integrated Programs (VIP),vip,latin,disambiguation,disambiguation,high,"The extra content ""VIP"" identifies a specific service or program offered by the organization, making it a disambiguator.",1,5.24
See's Candies,See's Candies Chocolate Shop,chocolate shop,latin,business_type,business_type,high,"The extra content ""chocolate shop"" describes what kind of business this is, specifying a type of store.",1,4.7
Bad & Meer,Bad & Meer Fachmarkt für Heizung & Sanitär,fachmarkt fur heizung sanitar,latin,business_type,business_type,high,"The extra content ""fachmarkt fur heizung sanitar"" describes what KIND of place this is, specifically a plumbing supply store.",1,5.15
Royce Rolls,Royce Rolls Cafe,cafe,latin,business_type,business_type,high,"The extra content ""cafe"" describes what KIND of place this is, indicating it's a specific type of business.",1,4.89
Waterbury Career Academy,Waterbury Career Academy High School,high school,latin,business_type,business_type,high,"The extra content ""high school"" describes what KIND of place this is, indicating that it's a specific type of educational institution.",1,5.6
Village Medical,Village Medical at Walgreens,at walgreens,latin,disambiguation,disambiguation,high,"The extra content ""at Walgreens"" indicates a location qualifier that is also disambiguating, as it suggests there may be multiple Village Medical locations.",1,5.16
Remington Heights,Remington Heights Retirement Community,retirement community,latin,business_type,business_type,high,"The extra content ""retirement community"" describes what KIND of place this is, specifically a type of facility.",1,5.06
Vegano Bio,Vegano Bio - Shop Online Prodotti Vegani,shop online prodotti vegani,latin,noise,noise,high,"The extra content ""shop online prodotti vegani"" is marketing taglines or online-channel descriptors, which adds no semantic value.",1,5.41
De Giovannini,De Giovannini Secondo di Cozzi Pier Secondo,secondo di cozzi pier secondo,latin,disambiguation,disambiguation,high,"The extra content ""Secondo di Cozzi Pier Secondo"" appears to be a disambiguation, as it specifies which ""De Giovannini"" is being referred to (the second one belonging to Cozzi Pier Secondo).",1,5.8
El Dorado Hills Sports Club,El Dorado Hills Sports Club and Spa,and spa,latin,business_type,business_type,high,"The extra content ""and spa"" describes what KIND of place this is, specifically a type of business that offers additional services.",1,3.0
Extended Stay America,Extended Stay America Los Angeles / Arcadia,los angeles arcadia,latin,location,location,high,"The extra content ""los angeles arcadia"" describes a location, specifically a city and neighborhood.",1,2.52
Oh My Goodness,Oh My Goodness OMG,omg,latin,disambiguation,noise,high,"The extra content ""omg"" appears to be a noise term, likely an abbreviation of ""Oh My God"", which is often used in informal language but adds no semantic value.",0,3.23
Miracle Mile Shops,Miracle Mile Shops At Planet Hollywood,at planet hollywood,latin,location,disambiguation,high,"The extra content ""at Planet Hollywood"" identifies a specific location within another location, indicating that it's part of a larger venue.",0,2.94
Blue Rhino,Blue Rhino Propane Exchange,propane exchange,latin,business_type,business_type,high,"The extra content ""propane exchange"" describes what KIND of place this is, indicating that Blue Rhino is a specific type of business.",1,3.18
Heartland Mortgage Inc - Bobbie Jo Haggard,"Heartland Mortgage Inc. / Bobbie Jo Haggard, NMLS 92472",nmls 92472,latin,noise,noise,high,"The extra content ""NMLS 92472"" is a professional credential appended to a personal name, which adds no semantic value beyond identifying Bobbie Jo Haggard as an individual.",1,4.36
Hotel Farol,Hotel Farol - Mosqueiro,mosqueiro,latin,location,location,high,"The extra content ""Mosqueiro"" is a location that identifies where the hotel is situated.",1,2.85
AdventHealth Medical Group Primary Care,AdventHealth Medical Group Primary Care at Brandon,at brandon,latin,location,location,high,"The extra content ""at Brandon"" describes a location where the medical group has an office.",1,2.46
Eat Happy,Eat Happy Sushi & asiatische Spezialitäten,sushi asiatische spezialitaten,latin,business_type,business_type,high,"The extra content ""sushi asiatische spezialitäten"" describes what KIND of food this eatery serves, specifically sushi and Asian specialties.",1,3.34
Wohnungsauflösungen Schenk,Wohnungsauflösungen Schenk Ankauf und Verkauf,ankauf und verkauf,latin,business_type,business_type,high,"The extra content ""ankauf und verkauf"" describes what kind of business this is, specifically a service offered by Wohnungsauflösungen Schenk.",1,3.67
