short_name,long_name,extra_content,script_type,correct_answer,predicted,confidence,reasoning,correct,latency_s
West Coast Hifi,West Coast Hi-Fi Rockingham,rockingham,latin,location,location,high,"The extra content ""rockingham"" is a specific location qualifier that identifies the branch's geographic context, similar to other examples like city or neighborhood names.",1,2.61
Vape Haus,Vape Haus Queretaro,queretaro,latin,location,location,high,"The extra content ""queretaro"" is a city name, which helps to specify the location of this Vape Haus branch. Since it identifies a place rather than provides any additional information about the business type, it falls under the location category.",1,3.34
Allison Hunt MD,"Allison Hunt, MD, FACOG",facog,latin,noise,disambiguation,high,"The extra content ""facog"" indicates an organizational affiliation or specialty within the medical profession, specifically indicating that Allison Hunt is a Fellow of the American College of Obstetricians and Gynecologists. This does not describe what kind of place it is but rather her professional designation.",0,3.68
Hamburguesas Al Carbon,Hamburguesas al Carbon Torreon,torreon,latin,location,location,high,"The extra content ""torreon"" is a city name that provides specific location information, which is typical of place qualifiers in business names.",1,2.5
Vighna Bamboo Briyani,Vighna Bamboo Briyani - JB,jb,latin,location,noise,high,"The extra content ""jb"" does not provide any additional information about the type of business or location. It appears to be a non-descriptive identifier, likely a store code or designation.",0,2.88
Florería Rosa Pastel,Florería Rosa Pastel P. Peñasco,p penasco,latin,location,disambiguation,high,"The extra content ""p penasco"" indicates a specific location or store identifier, which is typical of disambiguating franchise branches or multiple locations sharing the same name.",0,2.88
Boot Barn Hall,Boot Barn Hall at Bourbon Brothers,at bourbon brothers,latin,disambiguation,disambiguation,high,"The extra content ""at bourbon brothers"" indicates that this Boot Barn Hall is part of or affiliated with Bourbon Brothers, which does not describe a business type but rather identifies a specific branch or location within a network.",1,3.18
Atm,ATM (Post Office),post office,latin,disambiguation,disambiguation,medium,"The extra content ""post office"" indicates that this ATM is located within or associated with a post office, which provides additional context about its location or service context but does not change the fundamental nature of it being an ATM.",1,3.25
Marathon Gas,Marathon Gas & DQ,dq,latin,disambiguation,disambiguation,high,"The extra content ""dq"" identifies a specific brand or franchise partner of Marathon Gas, which is not a business type or location qualifier. This additional information helps disambiguate between different branches offering both gas and DQ services.",1,3.33
Planet Fitness,"Planet Fitness - Manassas, VA",manassas va,latin,location,location,high,"The extra content ""manassas va"" includes a city name (Manassas) and state abbreviation (VA), which are typical location qualifiers used to specify the exact branch of Planet Fitness.",1,2.95
Raising Cane's,Raising Cane's Chicken Fingers,chicken fingers,latin,business_type,business_type,high,"The extra content ""chicken fingers"" describes the specific type of food served by Raising Cane's, which is a clear business identifier.",1,2.62
La Azotea,La Azotea Terraza,terraza,latin,business_type,disambiguation,high,"The extra content ""terraza"" translates to ""terrace"" in English, which is a descriptive term that typically qualifies the type of space or feature rather than indicating a specific location or business type.",0,3.1
bergwerk IT GmbH,bergwerk IT GmbH | Webentwicklung & IT-Infrastruktur,webentwicklung itinfrastruktur,latin,disambiguation,business_type,high,"The extra content ""webentwicklung itinfrastruktur"" describes the types of services offered by the company, indicating that this is a business type.",0,2.76
Hospital São Domingos,Hospital São Domingos- Exames,exames,latin,disambiguation,disambiguation,medium,"The extra content ""exames"" translates to ""exams"" in English, which describes a specific service or department within the hospital rather than identifying it as a separate business type, location, or disambiguation.",1,3.25
Parc Clichy-Batignolles,Parc Clichy-Batignolles Martin Luther King,martin luther king,latin,location,noise,medium,"The extra content ""martin luther king"" does not describe a business type, location, or disambiguation; it is likely an honorary name or designation appended to the park's official name.",0,3.14
Canal Video,Canal Vidéo Laryan 82 Franchisé indépendant,laryan 82 franchise independant,latin,disambiguation,disambiguation,high,"The extra content ""laryan 82 franchise independant"" identifies a specific branch, including its identifier (Laryan 82) and the fact that it is an independent franchise. This information does not describe the type of business but rather provides additional context about the entity's status.",1,3.96
Calico Jacks,Calico Jack's Bistro,bistro,latin,business_type,business_type,high,"The extra content ""bistro"" describes the type of establishment Calico Jack's is, providing essential information about its business nature.",1,2.51
Over The Rainbow,Over the Rainbow Limited,limited,latin,disambiguation,business_type,high,"The extra content ""limited"" is a corporate designation indicating that Over The Rainbow Limited is a business entity, but it does not add any specific location or disambiguating information.",0,2.87
Colourfence Garden Fencing,ColourFence Garden Fencing - Isle Of Wight,isle of wight,latin,location,location,high,"The extra content ""isle of wight"" identifies a specific geographic location, which is typical in disambiguating between different branches or locations of a business.",1,2.79
Leonora Rose,Leonora Rose Florists,florists,latin,business_type,business_type,high,"The extra content ""florists"" describes the type of business, indicating that Leonora Rose is a company specializing in floristry services.",1,2.59
Service Neon,Service Neon di Cateni Riccardo,di cateni riccardo,latin,disambiguation,disambiguation,high,"The extra content ""di cateni riccardo"" identifies a specific person or owner associated with the business, serving as a disambiguating qualifier rather than a place name or a business type.",1,3.11
Wing Sing,Wing Sing Bar,bar,latin,business_type,business_type,high,"The extra content ""bar"" describes what kind of establishment Wing Sing is, providing essential information about its business type.",1,2.39
Spectron Desarrollo,Spectron Desarrollo S.C.,sc,latin,noise,noise,high,"The extra content ""sc"" is a legal ownership notation, which indicates that this is a specific type of company in Mexico. This does not add semantic value to distinguish it as a business type or location but rather provides information about its legal structure.",1,3.33
Charleston Civic Center,Charleston Civic Center Ice Arena,ice arena,latin,business_type,business_type,high,"The extra content ""ice arena"" specifies the type of facility within the Charleston Civic Center, providing additional information about its purpose rather than a location or disambiguation.",1,2.8
Hotel Olimpia,Hotel Olimpia  Silvi Marina TE,silvi marina te,latin,location,location,medium,"The extra content ""silvi marina te"" appears to be a specific location identifier, likely referring to a particular area or resort within Marina Te. This is indicative of geographic disambiguation rather than a business type.",1,3.18
Murphy USA,Murphy USA #6583,6583,latin,disambiguation,noise,high,"The extra content ""6583"" appears to be a numerical identifier, likely an internal store number or sequence. It does not provide any additional information about the type of business or its location; it is simply a noise tagline.",0,3.3
Home Instead,Home Instead Senior Care,senior care,latin,business_type,disambiguation,high,"The extra content ""senior care"" identifies a specific service offered by Home Instead without being a place name or business type, indicating it is additional context rather than defining the core nature of the business.",0,3.1
Forst und Garten,Forst und Garten Diehl,diehl,latin,disambiguation,disambiguation,high,"The extra content ""diehl"" identifies a specific branch or affiliate of Forst und Garten, which is not a location nor a business type but an organizational affiliation.",1,2.84
The Flying Locksmiths,The Flying Locksmiths - Los Angeles West,los angeles west,latin,location,location,high,"The extra content ""los angeles west"" identifies a specific geographic location, which is typical of disambiguating qualifiers rather than business types or noise.",1,2.65
Lonches Amparito,Lonches Amparito Tránsito,transito,latin,location,disambiguation,medium,"The extra content ""transito"" is a descriptor that likely identifies a specific branch or location, such as an additional site within a larger network of Lonches Amparito locations. This type of qualifier does not describe what the place IS but rather its position in a series or at a particular spot.",0,3.87
En-spire Nutrition,En-spire Nutrition Centennial,centennial,latin,location,location,high,"The extra content ""centennial"" is a location qualifier that specifies the particular branch or area within En-spire Nutrition, which is typical directory noise.",1,2.61
Auto Stark,Auto Stark Acessórios Automotivo,acessorios automotivo,latin,business_type,business_type,high,"The extra content ""acessorios automotivo"" describes the type of business, indicating that Auto Stark specializes in automotive accessories. This additional information specifies what kind of service or product the business offers.",1,3.04
Kyle Citty,"Kyle Citty, M.D.",md,latin,noise,noise,high,"The extra content ""md"" is a professional credential appended to a personal name, which adds no semantic value regarding the type of place or specific business function.",1,2.65
Työväen Akatemia,Työväen Akatemian kirjasto,n kirjasto,latin,business_type,disambiguation,medium,"The extra content ""n kirjasto"" translates to ""library,"" which describes a specific type of institution. However, since it is appending information rather than defining what kind of service or business Työväen Akademia offers in this context, it acts more as a disambiguating identifier.",0,4.0
Craig Bagley,Craig Bagley - State Farm Insurance Agent,state farm insurance agent,latin,business_type,business_type,high,"The extra content ""state farm insurance agent"" describes the type of service provided by Craig Bagley, which is a business type. This indicates that Craig Bagley works in a specific profession or role at State Farm Insurance.",1,3.17
Andy Allain - Thrivent,Andy Allain - Thrivent Financial,financial,latin,business_type,business_type,high,"The extra content ""financial"" indicates that it specifies the type of service or product offered by Andy Allain, which is a business type.",1,2.58
Tractor Supply,Tractor Supply Co.,co,latin,noise,noise,high,"The extra content ""co"" stands for ""Company,"" which is a common abbreviation used to denote corporate affiliation. However, it does not provide additional information about a specific location or business type; therefore, it can be considered noise in this context.",1,3.33
Mary Print,Mary Print Sardegna,sardegna,latin,location,location,high,"The extra content ""sardegna"" is a location qualifier specifying that this Mary Print business operates in Sardinia, which is typical of how locations are appended to identify specific branches or services.",1,2.96
Cella Café,Cella Café Bar & Restaurant,bar restaurant,latin,business_type,business_type,high,"The extra content ""bar restaurant"" describes the specific types of services or offerings provided by the establishment, which are indicative of a business type rather than additional location information.",1,2.77
Floripa Sucos,Floripa Sucos e Lanches,e lanches,latin,business_type,business_type,high,"The extra content ""e lanches"" describes what kind of business this is, indicating that it sells both juices (Sucos) and food items (Lanches), thus specifying the type of store.",1,3.03
Green Leaf's,Green Leaf's Beyond Great Salads,beyond great salads,latin,business_type,business_type,high,"The extra content ""beyond great salads"" describes a product or service offering, indicating that this is not just a generic Green Leaf's establishment but one that specializes in or expands beyond salads.",1,2.97
Wayne Cooley - COUNTRY Financial,Wayne Cooley - COUNTRY Financial representative,representative,latin,disambiguation,disambiguation,high,"The extra content ""representative"" indicates a specific role or service provided by this individual, which is not a location or business type but rather disambiguates between different individuals who may share the same name.",1,3.18
Code Ninjas,Code Ninjas Virginia Beach,virginia beach,latin,location,location,high,"The extra content ""virginia beach"" is a geographic qualifier indicating the location of the Code Ninjas center, which is typical directory noise often appended to business names.",1,2.76
Barnegat Bay Financial Group,Barnegat Bay Financial Group - Raymond James Office,raymond james office,latin,disambiguation,disambiguation,high,"The extra content ""raymond james office"" identifies a specific branch or affiliate of Raymond James, which is not a place name but rather a disambiguating qualifier indicating organizational affiliation.",1,3.09
West Herr Cadillac,West Herr Cadillac of East Aurora,of east aurora,latin,location,location,high,"The extra content ""of east aurora"" identifies a specific location, which is typical directory noise used to disambiguate among multiple branches of the same business.",1,2.73
Academia Performance,Academia Performance & Saúde,saude,latin,business_type,business_type,high,"The extra content ""saude"" translates to ""health"" in English, which indicates that this Academia Performance offers a different range of services beyond just performance. This implies it is a business type.",1,3.03
American Printing,American Printing Unlimited,unlimited,latin,disambiguation,noise,high,"The extra content ""unlimited"" does not describe a specific location, business type, or disambiguating qualifier. Instead, it appears to be an organizational descriptor likely indicating that the company offers services without limits, which is noise.",0,3.25
Batteries Plus,Batteries Plus Bulbs,bulbs,latin,business_type,business_type,high,"The extra content ""bulbs"" specifies a particular product or service offered by Batteries Plus, indicating that this is a business type distinction.",1,2.57
Marine Corps Exchange,Marine Corps Exchange (MCX),mcx,latin,disambiguation,disambiguation,high,"The extra content ""mcx"" is an abbreviation for Marine Corps Exchange, which does not provide additional semantic value beyond identifying the specific branch or location type.",1,2.8
Dias Park,Dias Park Estacionamento,estacionamento,latin,business_type,noise,high,"The extra content ""estacionamento"" translates to ""parking,"" which does not describe what kind of place Dias Park is, nor is it a location qualifier. Instead, it appears to be additional information about services offered at the park.",0,3.28
Results Physiotherapy,"Results Physiotherapy Nashville, Tennessee - West",nashville tennessee west,latin,location,location,high,"The extra content ""nashville tennessee west"" includes a city name (Nashville) and state information (Tennessee), along with an additional qualifier (west), which is typical of location disambiguation to specify the exact branch among multiple locations.",1,3.48
Momo and Co.,Momo and Co. Design,design,latin,business_type,business_type,high,"The extra content ""design"" describes a specific service or type of business offered by Momo and Co., indicating that this is a specialized branch or offering within the broader category.",1,2.84
The Vineyard Church,The Vineyard Church Bloomington-Normal,bloomingtonnormal,latin,location,location,high,"The extra content ""bloomingtonnormal"" includes a geographic identifier that specifies the location of the church, which is typical directory noise often added to disambiguate between multiple branches or locations.",1,2.96
Full Steam,Full Steam Tromso,tromso,latin,location,location,high,"The extra content ""tromso"" is a city name that serves as a geographic qualifier, indicating the specific location of Full Steam rather than adding information about what kind of establishment it is.",1,2.91
Poorvika Mobiles,Poorvika Mobiles Cuddalore - Opp to Bus Stand,cuddalore opp to bus stand,latin,noise,location,high,"The extra content ""cuddalore opp to bus stand"" includes the name of a city, Cuddalore, as well as a nearby landmark, which are both location qualifiers.",0,2.95
Industria Pizzeria,Industria Pizzeria + Bar,bar,latin,business_type,business_type,high,"The extra content ""bar"" indicates that this Industria Pizzeria offers additional services beyond just pizza, specifically a bar. This provides information about the type of establishment it is.",1,2.87
Black Mamba Barber Shop & Tatto,Black Mamba Barbershop & Tattoo | Nezahualcóyotl,black mamba barbershop tattoo nezahualcoyotl,latin,business_type,location,high,"The extra content ""black mamba barbershop tattoo nezahualcoyotl"" includes the name of the business (""Black Mamba Barbershop & Tattoo"") as well as a city name (""Nezahualcóyotl""), which is additional location information. The core name already specifies the type of business, so this extra content primarily provides geographic context.",0,4.49
Good Morning Children,Good Morning Children Limited,limited,latin,disambiguation,disambiguation,high,"The extra content ""limited"" is a corporate descriptor indicating the legal status of the entity, which does not describe the type of business or location but rather its organizational structure.",1,2.88
Kip McGrath,Kip McGrath Hammersmith,hammersmith,latin,location,location,high,"The extra content ""hammersmith"" identifies a specific location where this Kip McGrath center is located, which typically serves to disambiguate among multiple centers of the same name.",1,2.92
Volker Rentel GmbH,Volker Rentel GmbH Heizung- und Sanitärtechnik,heizung und sanitartechnik,latin,business_type,business_type,high,"The extra content ""heizung und sanitartechnik"" describes the specific services provided by Volker Rentel GmbH, indicating that this is a business type classification.",1,2.91
Hanger Clinic,Hanger Clinic: Prosthetics & Orthotics,prosthetics orthotics,latin,business_type,business_type,high,"The extra content ""prosthetics orthotics"" describes the specific services offered by Hanger Clinic, identifying it as a type of specialized medical practice.",1,2.65
Esfiha Chic,Esfiha Chic - Vila Arcádia,vila arcadia,latin,location,location,high,"The extra content ""vila arcadia"" is a neighborhood or district name, which provides additional context about the location of the business rather than describing its type.",1,2.69
Cerrajeria Lionel,Cerrajería Lionel Centrito,centrito,latin,location,disambiguation,high,"The extra content ""centrito"" suggests a specific branch or location identifier, which is typically used to disambiguate among different branches of the same business. This is common in retail chains where multiple locations need clear differentiation.",0,3.29
The Fairways at San Marcos,The Fairways at San Marcos Apartments,apartments,latin,business_type,business_type,high,"The extra content ""apartments"" specifies what kind of place The Fairways at San Marcos is, indicating it is a residential property.",1,2.58
UBS Vila Elvira,UBS Vila Elvira - São José Do Rio Preto,sao jose do rio preto,latin,location,location,high,"The extra content ""sao jose do rio preto"" is a city name, which serves to identify the specific location of the UBS branch. This is typical directory noise that specifies the place.",1,3.09
Elite Picture Framing,Elite Picture Framing Adelaide,adelaide,latin,location,location,high,"The extra content ""adelaide"" is a clear location qualifier, specifying which city this Elite Picture Framing business operates in. This is typical directory information used to disambiguate between multiple locations of the same business name.",1,3.17
Aldak GmbH,ALDAK GmbH VIBRATIONSTECHNIK,vibrationstechnik,latin,business_type,business_type,high,"The extra content ""vibrationstechnik"" describes what kind of business ALDAK GmbH is, indicating that it specializes in vibration technology.",1,2.61
Centro Comunitário,Centro Comunitario Taiaçu,taiacu,latin,location,location,high,"The extra content ""taiacu"" is a location identifier, which specifies the specific community or neighborhood where the Centro Comunitário is located.",1,2.62
Dercole Pneumatici,Dercole Pneumatici Autofficina Castrol Service,autofficina castrol service,latin,business_type,disambiguation,medium,"The extra content ""autofficina castrol service"" describes a specific type of service provided by the business, which is a disambiguating identifier rather than a location or business type.",0,3.13
Hollyhock Hill,Hollyhock Hill Restaurant,restaurant,latin,business_type,business_type,high,"The extra content ""restaurant"" describes the type of establishment that Hollyhock Hill is, which is a key identifying characteristic of the place.",1,2.57
Management Factory Corporate Advisory GmbH,Management Factory Corporate Advisory GmbH - Valtus,valtus,latin,disambiguation,disambiguation,high,"The extra content ""valtus"" appears to be a specific brand or service name that distinguishes this branch of Management Factory Corporate Advisory GmbH, rather than a place name or business type.",1,3.03
Princeton Radiology,Princeton Radiology - Monroe,monroe,latin,location,disambiguation,high,"The extra content ""monroe"" appears to be a specific location or practice identifier, likely indicating which branch or division of Princeton Radiology is being referenced. This type of qualifier does not describe what kind of business it is but rather identifies its particular geographic or organizational context.",0,3.62
Carquest Auto Parts,Carquest Auto Parts - Jerry's Auto Parts,jerrys auto parts,latin,disambiguation,disambiguation,high,"The extra content ""jerrys auto parts"" identifies a specific branch or franchise associated with Jerry's, which is not a location qualifier nor a business type but rather an organizational affiliation.",1,2.99
Tempe Veterinary,Tempe Veterinary Hospital,hospital,latin,business_type,business_type,high,"The extra content ""hospital"" specifies the type of service provided by Tempe Veterinary, which is a business-type descriptor indicating what kind of establishment this is.",1,2.68
Atm,ATM (Post Office),post office,latin,disambiguation,disambiguation,medium,"The extra content ""post office"" specifies the type of facility where this ATM is located, which provides additional context about its location but does not change the primary function of it being an ATM.",1,3.02
Brooklyn Basketball Academy,Brooklyn Basketball Academy (BBA),bba,latin,disambiguation,disambiguation,high,"The extra content ""bba"" likely stands for Brooklyn Basketball Academy, which does not provide additional semantic value about what kind of place it is; instead, it is an abbreviation of the institution's name.",1,3.14
Master Mechanic,Master Mechanic Pickering,pickering,latin,location,location,high,"The extra content ""pickering"" is a geographic location qualifier that specifies which branch of Master Mechanic this refers to, making it a typical directory convention.",1,2.65
Boost Mobile,Boost Mobile Local Moline,local moline,latin,location,disambiguation,high,"The extra content ""local moline"" includes a specific location (Moline), which is typical of disambiguating qualifiers used in business names to specify branch locations.",0,2.87
Cookie Cutters Haircuts for Kids,Cookie Cutters Haircuts for Kids - Beverly Hills,beverly hills,latin,location,location,high,"The extra content ""beverly hills"" is a specific location that identifies the particular branch of Cookie Cutters Haircuts for Kids, driving this classification as a location.",1,2.87
Mail Boxes ETC.,Mail Boxes Etc. UK,uk,latin,location,location,high,"The extra content ""uk"" indicates that this is a specific regional identifier, which disambiguates between different branches or franchises of Mail Boxes ETC., thus it is location-based.",1,2.88
Learn And Play Montessori School,Learn and Play Montessori School - Peralta,peralta,latin,location,disambiguation,high,"The extra content ""peralta"" is a specific location identifier that helps to distinguish this Montessori school from others, typical of disambiguating place names.",0,2.84
Liceo Scientifico Isacco Newton,Liceo Scientifico Isacco Newton (succursale),succursale,latin,disambiguation,disambiguation,high,"The extra content ""succursale"" translates to ""branch,"" which indicates that this is a specific instance of an institution rather than providing information about its type or location.",1,2.98
Prestige de Menton,Prestige de Menton - Eau de Menton,eau de menton,latin,disambiguation,business_type,high,"The extra content ""eau de menton"" describes the product type or specific offering of the Prestige de Menton brand, indicating that it specializes in something related to Menton's eau (likely a reference to its natural spring water), which provides additional information about what the place offers rather than just being a location.",0,4.07
ImmoWert Hessen,ImmoWert Hessen Carsten Nessler Sachverständige für Immobilien,carsten nessler sachverstandige fur immobilien,latin,disambiguation,noise,high,"The extra content ""carsten nessler sachverstandige fur immobilien"" includes a personal name and an occupational title, which do not describe the type of place or location but rather identify a specific individual associated with the business. This makes it noise.",0,3.51
United Promotions Inc,United Promotions Inc. Photo Lab,photo lab,latin,business_type,business_type,high,"The extra content ""photo lab"" describes what kind of service United Promotions Inc provides, indicating that it is a specialized business unit within the company.",1,2.65
The Home Depot,The Home Depot México,mexico,latin,location,location,high,"The extra content ""mexico"" indicates that this is a location qualifier specifying which country this Home Depot branch operates in, thus it qualifies as a location.",1,2.68
APEC Hospital de la Ceguera,Apec Hospital De La Ceguera Azcapotzalco,azcapotzalco,latin,location,location,high,"The extra content ""azcapotzalco"" is a location identifier, which suggests that this additional information specifies the area or neighborhood of the hospital, thus indicating it as a location qualifier.",1,3.06
Smartphone Solutions,Smartphone Solutions Sunbury,sunbury,latin,location,location,high,"The extra content ""sunbury"" is a geographic location qualifier that identifies the specific city where this Smartphone Solutions branch is located, which is typical of location qualifiers.",1,2.69
Vitality Integrated Programs,Vitality Integrated Programs (VIP),vip,latin,disambiguation,noise,medium,"The extra content ""vip"" likely refers to a specific program or service identifier rather than a business type, location, or disambiguation. It does not add any significant semantic value that would justify keeping the longer name.",0,3.18
See's Candies,See's Candies Chocolate Shop,chocolate shop,latin,business_type,business_type,high,"The extra content ""chocolate shop"" describes a specific type of business, indicating that this is a retail location focused on selling chocolate candies. Since it specifies what kind of place See's Candies is, it falls under the category of business_type.",1,3.4
Bad & Meer,Bad & Meer Fachmarkt für Heizung & Sanitär,fachmarkt fur heizung sanitar,latin,business_type,business_type,high,"The extra content ""fachmarkt fur heizung sanitar"" describes the specific type of business, indicating that it is a specialized market for heating and sanitation products.",1,2.91
Royce Rolls,Royce Rolls Cafe,cafe,latin,business_type,business_type,high,"The extra content ""cafe"" describes the type of establishment that Royce Rolls is, indicating it is a cafe. This provides information about what kind of business this place is.",1,2.87
Waterbury Career Academy,Waterbury Career Academy High School,high school,latin,business_type,business_type,high,"The extra content ""high school"" provides additional information about the type of institution, which is a business descriptor indicating that it is an educational facility.",1,2.65
Village Medical,Village Medical at Walgreens,at walgreens,latin,disambiguation,disambiguation,medium,"The extra content ""at walgreens"" identifies a specific location or affiliation, but it does not describe what kind of place Village Medical is. Instead, it indicates that Village Medical operates within or has an association with Walgreens.",1,3.29
Remington Heights,Remington Heights Retirement Community,retirement community,latin,business_type,business_type,high,"The extra content ""retirement community"" describes the specific type of facility that Remington Heights is, providing essential information about its purpose beyond just being a place name.",1,2.77
Vegano Bio,Vegano Bio - Shop Online Prodotti Vegani,shop online prodotti vegani,latin,noise,noise,high,"The extra content ""shop online prodotti vegani"" indicates that this is a marketing tagline promoting the online availability of vegan products, rather than providing any additional location or business type information.",1,3.05
De Giovannini,De Giovannini Secondo di Cozzi Pier Secondo,secondo di cozzi pier secondo,latin,disambiguation,disambiguation,high,"The extra content ""secondo di cozzi pier secondo"" includes a series of descriptors that identify specific branches or locations, rather than providing additional information about what type of place De Giovannini is.",1,3.22
El Dorado Hills Sports Club,El Dorado Hills Sports Club and Spa,and spa,latin,business_type,business_type,high,"The extra content ""and spa"" indicates additional services offered by the club, which describes what kind of facility this is rather than just being a location qualifier.",1,2.73
Extended Stay America,Extended Stay America Los Angeles / Arcadia,los angeles arcadia,latin,location,location,high,"The extra content ""los angeles arcadia"" includes a city name (Los Angeles) and a neighborhood or suburb (Arcadia), which are typical geographic qualifiers that help to specify the location of the Extended Stay America branch.",1,3.19
Oh My Goodness,Oh My Goodness OMG,omg,latin,disambiguation,noise,high,"The extra content ""omg"" stands for ""Oh My God,"" which is an interjection without additional semantic value that does not describe a specific location, business type, or disambiguation.",0,3.02
Miracle Mile Shops,Miracle Mile Shops At Planet Hollywood,at planet hollywood,latin,location,disambiguation,high,"The extra content ""at planet hollywood"" provides disambiguation by specifying which instance or location of Miracle Mile Shops this refers to, without adding a new business type.",0,2.93
Blue Rhino,Blue Rhino Propane Exchange,propane exchange,latin,business_type,business_type,high,"The extra content ""propane exchange"" describes what kind of service or business this Blue Rhino location provides, which is a clear indicator that it falls under the business_type category.",1,2.84
Heartland Mortgage Inc - Bobbie Jo Haggard,"Heartland Mortgage Inc. / Bobbie Jo Haggard, NMLS 92472",nmls 92472,latin,noise,noise,high,"The extra content ""nmls 92472"" is a license number, which does not add any meaningful information about the type of business or location. This is typical boilerplate that can be considered noise.",1,3.34
Hotel Farol,Hotel Farol - Mosqueiro,mosqueiro,latin,location,location,high,"The extra content ""mosqueiro"" is a location qualifier that specifies the neighborhood or district where the hotel is situated, which is typical of such descriptors in place names.",1,2.92
AdventHealth Medical Group Primary Care,AdventHealth Medical Group Primary Care at Brandon,at brandon,latin,location,location,medium,"The extra content ""at brandon"" identifies a specific location qualifier, which is typical of business disambiguation but still falls under the broader category of additional geographical context.",1,2.83
Eat Happy,Eat Happy Sushi & asiatische Spezialitäten,sushi asiatische spezialitaten,latin,business_type,business_type,high,"The extra content ""sushi asiatische spezialitaten"" describes the specific types of food served, indicating that this is a business type rather than an additional location or disambiguation.",1,3.1
Wohnungsauflösungen Schenk,Wohnungsauflösungen Schenk Ankauf und Verkauf,ankauf und verkauf,latin,business_type,business_type,high,"The extra content ""ankauf und verkauf"" describes the specific services provided by the company, indicating what it does rather than providing a location or disambiguating information. This falls under the business_type category.",1,3.3
