short_name,long_name,extra_content,script_type,correct_answer,predicted,confidence,reasoning,correct,latency_s
POLE DANCE AVEC MOI,Pole Dance avec Moi Marseille,marseille,latin,location,location,high,"The extra content ""marseille"" is a place name, specifically identifying the city where this pole dance studio is located.",1,2.63
Schlotzsky's,"Schlotzsky's (Colony Way - Madison, MS)",colony way madison ms,latin,location,location,high,"The extra content ""colony way madison ms"" consists of a street name (""Colony Way"") and a city-state pair (""Madison MS""), serving to provide specific location details rather than describing what type of business this Schlotzsky's is.",1,3.85
West Coast Hifi,West Coast Hi-Fi Rockingham,rockingham,latin,location,location,high,"The extra content ""rockingham"" is a geographic location qualifier identifying the specific city or region where this West Coast Hifi store is situated.",1,4.59
Vape Haus,Vape Haus Queretaro,queretaro,latin,location,location,high,"The extra content ""queretaro"" is a geographic location name, specifically the city of Querétaro in Mexico, indicating that this Vape Haus branch operates in that particular city.",1,3.21
Allison Hunt MD,"Allison Hunt, MD, FACOG",facog,latin,noise,noise,high,"The extra content ""facog"" is a professional credential appended to a personal name, indicating that Dr. Hunt holds a specific medical specialty certification (FACOG stands for Fellow of the American College of Obstetricians and Gynecologists), which is boilerplate information adding no semantic value beyond identifying the individual's credentials.",1,4.26
Hamburguesas Al Carbon,Hamburguesas al Carbon Torreon,torreon,latin,location,location,high,"The extra content ""torreon"" is a place name, specifically identifying the city of Torreon, which serves as a geographic qualifier to locate this hamburger restaurant.",1,2.95
Vighna Bamboo Briyani,Vighna Bamboo Briyani - JB,jb,latin,location,location,high,"The extra content ""jb"" is a geographic location abbreviation that identifies a specific region, likely referring to Johor Bahru in Malaysia.",1,2.8
Florería Rosa Pastel,Florería Rosa Pastel P. Peñasco,p penasco,latin,location,noise,high,"The extra content ""p penasco"" appears to be a partial attempt at including an abbreviation or full name, but it seems cut off. Regardless of its incomplete state, it's unlikely to contribute any meaningful disambiguating information about the business.",0,3.78
Boot Barn Hall,Boot Barn Hall at Bourbon Brothers,at bourbon brothers,latin,disambiguation,disambiguation,high,"The extra content ""at bourbon brothers"" is a phrase that disambiguates this specific Boot Barn Hall location, indicating its affiliation or connection to Bourbon Brothers, without describing what type of business it is.",1,3.59
Atm,ATM (Post Office),post office,latin,disambiguation,business_type,high,"The extra content ""post office"" is a specific type of business, as it describes the particular kind of establishment this ATM belongs to.",0,3.09
Marathon Gas,Marathon Gas & DQ,dq,latin,disambiguation,business_type,high,"The extra content ""dq"" is a clear indicator of what kind of business this is, specifically mentioning the presence of a Dairy Queen (DQ) in addition to Marathon Gas.",0,3.34
Planet Fitness,"Planet Fitness - Manassas, VA",manassas va,latin,location,location,high,"The extra content ""manassas va"" is a place name consisting of city and state identifiers, serving as geographic qualifiers to disambiguate among multiple Planet Fitness locations.",1,3.19
Raising Cane's,Raising Cane's Chicken Fingers,chicken fingers,latin,business_type,business_type,high,"The extra content ""chicken fingers"" describes what KIND of business this is, specifying a particular food type served at Raising Cane's.",1,3.08
La Azotea,La Azotea Terraza,terraza,latin,business_type,business_type,high,"The extra content ""terraza"" is a Spanish word meaning ""terrace"", which is describing what kind of location or space this La Azotea is situated in, adding essential information about the type of place.",1,3.53
bergwerk IT GmbH,bergwerk IT GmbH | Webentwicklung & IT-Infrastruktur,webentwicklung itinfrastruktur,latin,disambiguation,business_type,high,"The extra content ""webentwicklung itinfrastruktur"" describes a service offered by bergwerk IT GmbH, specifically indicating the types of IT infrastructure services provided, which does not identify a specific location or branch but rather what kind of business the company is.",0,3.94
Hospital São Domingos,Hospital São Domingos- Exames,exames,latin,disambiguation,business_type,high,"The extra content ""exames"" is a Portuguese word meaning ""exams"" or ""tests"", which describes a service provided by the hospital, indicating what kind of place this is.",0,3.23
Parc Clichy-Batignolles,Parc Clichy-Batignolles Martin Luther King,martin luther king,latin,location,disambiguation,high,"The extra content ""martin luther king"" is a person's name, specifically that of a prominent historical figure, which serves as a disambiguation qualifier to identify this particular park from others that might share the same core name.",0,3.87
Canal Video,Canal Vidéo Laryan 82 Franchisé indépendant,laryan 82 franchise independant,latin,disambiguation,disambiguation,high,"The extra content ""laryan 82 franchise independant"" includes a specific business affiliation (""Franchisé indépendant"") that identifies this Canal Vidéo as an independent affiliate rather than being part of the main organization, which adds semantic value in distinguishing it from others.",1,4.19
Calico Jacks,Calico Jack's Bistro,bistro,latin,business_type,business_type,high,"The extra content ""bistro"" describes what KIND of place this is, specifically indicating it's a type of restaurant or eating establishment.",1,2.81
Over The Rainbow,Over the Rainbow Limited,limited,latin,disambiguation,business_type,high,"The extra content ""limited"" indicates that this is a company or business entity type, specifically a limited liability company (LLC), which describes what kind of place this is.",0,3.11
Colourfence Garden Fencing,ColourFence Garden Fencing - Isle Of Wight,isle of wight,latin,location,location,high,"The extra content ""isle of wight"" is a place name identifying a geographic location, specifically an island in southern England, which serves as a qualifier to specify where this ColourFence branch is located.",1,3.47
Leonora Rose,Leonora Rose Florists,florists,latin,business_type,business_type,high,"The extra content ""florists"" is a business type descriptor, indicating what kind of business Leonora Rose is.",1,2.62
Service Neon,Service Neon di Cateni Riccardo,di cateni riccardo,latin,disambiguation,disambiguation,high,"The extra content ""di cateni riccardo"" is an indication of ownership or affiliation, specifically a personal name followed by a possessive indicator (""di"" means ""of""), suggesting that Riccardo Cateni owns this business, without specifying what type of service it is.",1,4.05
Wing Sing,Wing Sing Bar,bar,latin,business_type,business_type,high,"The extra content ""bar"" describes what KIND of place this is, indicating it's a specific type of establishment.",1,2.6
Spectron Desarrollo,Spectron Desarrollo S.C.,sc,latin,noise,noise,high,"The extra content ""sc"" is a notation indicating that Spectron Desarrollo is a Mexican Sociedad Civil, which adds no semantic value beyond conveying organizational form but does not describe what kind of business it is.",1,3.33
Charleston Civic Center,Charleston Civic Center Ice Arena,ice arena,latin,business_type,business_type,high,"The extra content ""ice arena"" describes what KIND of facility this is, specifically a type of venue associated with ice sports.",1,2.65
Hotel Olimpia,Hotel Olimpia  Silvi Marina TE,silvi marina te,latin,location,location,high,"The extra content ""silvi marina te"" appears to be a location qualifier, specifying a place name (""Silvi Marina"") and an administrative region (""TE"", likely referring to the Italian province of Teramo), which provides additional information about the hotel's geographical context.",1,3.77
Murphy USA,Murphy USA #6583,6583,latin,disambiguation,noise,high,"The extra content ""6583"" is a numeric identifier appended to the business name, indicating a store location or franchise number, which appears to be a marketing tagline or online-channel descriptor.",0,3.12
Home Instead,Home Instead Senior Care,senior care,latin,business_type,business_type,high,"The extra content ""senior care"" describes what KIND of service or business Home Instead provides, indicating a specific type of care that sets it apart from other home care providers.",1,3.05
Forst und Garten,Forst und Garten Diehl,diehl,latin,disambiguation,disambiguation,high,"The extra content ""diehl"" is a surname that appears to be an owner's or proprietor's name, which is typically used in disambiguation contexts to identify a specific instance of a business rather than describing its type.",1,3.58
The Flying Locksmiths,The Flying Locksmiths - Los Angeles West,los angeles west,latin,location,location,high,"The extra content ""los angeles west"" consists of a city name (""Los Angeles"") combined with a directional qualifier (""West""), which is a common convention to specify a location within a larger metropolitan area, but does not describe the type of business.",1,3.62
Lonches Amparito,Lonches Amparito Tránsito,transito,latin,location,disambiguation,high,"The extra content ""transito"" identifies a specific location within Madrid, likely referring to a major transportation hub or station (Tránsito is also a train station in Madrid), serving as a disambiguator to distinguish this particular branch from others.",0,3.77
En-spire Nutrition,En-spire Nutrition Centennial,centennial,latin,location,location,high,"The extra content ""centennial"" is a geographic location qualifier identifying a specific city where this En-spire Nutrition center is situated, indicating that it's a directory noise to specify the exact location.",1,3.16
Auto Stark,Auto Stark Acessórios Automotivo,acessorios automotivo,latin,business_type,business_type,high,"The extra content ""acessorios automotivo"" is a phrase that describes what kind of business Auto Stark is, specifically indicating it deals with automotive accessories.",1,2.93
Kyle Citty,"Kyle Citty, M.D.",md,latin,noise,noise,high,"The extra content ""md"" is a professional credential appended to a personal name, which adds no semantic value beyond indicating Kyle Citty's profession.",1,2.76
Työväen Akatemia,Työväen Akatemian kirjasto,n kirjasto,latin,business_type,business_type,high,"The extra content ""n kirjasto"" consists of a Finnish word ""kirjasto"", which translates to ""library"", indicating that this is a specific branch or type of Työväen Akatemian institution, providing additional context about the nature of the place.",1,3.94
Craig Bagley,Craig Bagley - State Farm Insurance Agent,state farm insurance agent,latin,business_type,disambiguation,high,"The extra content ""state farm insurance agent"" identifies a specific branch affiliation or agency, indicating that this is a State Farm Insurance agent operating under Craig Bagley's name, without being a place name or a business type in itself.",0,3.57
Andy Allain - Thrivent,Andy Allain - Thrivent Financial,financial,latin,business_type,business_type,high,"The extra content ""financial"" describes what KIND of financial services this Thrivent representative offers, which qualifies as a business type.",1,3.89
Tractor Supply,Tractor Supply Co.,co,latin,noise,noise,high,"The extra content ""co"" is a common abbreviation for ""Company"", which is typically considered boilerplate or directory noise, adding no semantic value to distinguish this Tractor Supply from others.",1,3.09
Mary Print,Mary Print Sardegna,sardegna,latin,location,location,high,"The extra content ""sardegna"" is a geographic location qualifier, specifically the name of an Italian island region (Sardinia), indicating that this Mary Print business has some connection to or specializes in products from Sardinia.",1,3.44
Cella Café,Cella Café Bar & Restaurant,bar restaurant,latin,business_type,business_type,high,"The extra content ""bar restaurant"" describes what KIND of place this is, specifying that it's a multi-type establishment offering bar services and restaurant food.",1,2.85
Floripa Sucos,Floripa Sucos e Lanches,e lanches,latin,business_type,business_type,high,"The extra content ""e lanches"" indicates that this is a Brazilian Portuguese business name, where ""Sucos"" is a well-known juice bar chain. The addition of ""e Lanches"", which translates to ""and Snacks"", implies that this specific location serves not only juices but also snacks, thus describing what kind of place this is.",1,4.4
Green Leaf's,Green Leaf's Beyond Great Salads,beyond great salads,latin,business_type,business_type,high,"The extra content ""beyond great salads"" describes what KIND of establishment this is, emphasizing its focus on salads.",1,2.57
Wayne Cooley - COUNTRY Financial,Wayne Cooley - COUNTRY Financial representative,representative,latin,disambiguation,disambiguation,high,"The extra content ""representative"" describes an affiliation or role of the person named Wayne Cooley, indicating their function within the COUNTRY Financial organization.",1,2.93
Code Ninjas,Code Ninjas Virginia Beach,virginia beach,latin,location,location,high,"The extra content ""virginia beach"" is a geographic location qualifier identifying the specific city where this Code Ninjas center is situated, indicating that it's one of multiple locations.",1,3.04
Barnegat Bay Financial Group,Barnegat Bay Financial Group - Raymond James Office,raymond james office,latin,disambiguation,disambiguation,high,"The extra content ""raymond james office"" identifies a specific organizational affiliation, in this case, that of the financial group being an office of Raymond James, without indicating what type of business it is (financial services are already implied by the name) or pinpointing its location.",1,4.04
West Herr Cadillac,West Herr Cadillac of East Aurora,of east aurora,latin,location,disambiguation,high,"The extra content ""of east aurora"" is a disambiguation identifier, as it specifically mentions a city (East Aurora), which helps to distinguish this particular dealership of West Herr Cadillac from others.",0,3.36
Academia Performance,Academia Performance & Saúde,saude,latin,business_type,business_type,high,"The extra content ""saude"" is a Portuguese word that translates to ""health"", which indicates that this Academia (gym or fitness center) has a specific focus on health-related services, thus describing what kind of business it is.",1,3.56
American Printing,American Printing Unlimited,unlimited,latin,disambiguation,business_type,high,"The extra content ""unlimited"" describes what KIND of business this is, indicating that American Printing Unlimited is a business offering unlimited services.",0,2.72
Batteries Plus,Batteries Plus Bulbs,bulbs,latin,business_type,business_type,high,"The extra content ""bulbs"" describes what KIND of batteries this store sells, indicating that it specializes in carrying bulbs as well as batteries.",1,2.77
Marine Corps Exchange,Marine Corps Exchange (MCX),mcx,latin,disambiguation,noise,high,"The extra content ""mcx"" appears to be an abbreviation of ""MCX"", which is explicitly stated in parentheses as part of the long name. This suggests that it's likely boilerplate or a marketing descriptor added to the core business name, rather than providing any essential information about what kind of store this is.",0,4.12
Dias Park,Dias Park Estacionamento,estacionamento,latin,business_type,business_type,high,"The extra content ""estacionamento"" describes a specific service provided by Dias Park, which is Portuguese for ""parking lot"", indicating that this is a business type.",1,3.0
Results Physiotherapy,"Results Physiotherapy Nashville, Tennessee - West",nashville tennessee west,latin,location,location,high,"The extra content ""nashville tennessee west"" consists of a state name (""Tennessee"") and a geographic directional qualifier (""West""), indicating that this Results Physiotherapy location is situated in a specific region within Nashville, which adds directory context rather than business type information.",1,3.8
Momo and Co.,Momo and Co. Design,design,latin,business_type,business_type,high,"The extra content ""design"" describes what KIND of place or business this is, indicating a specific type of establishment (a design-related store or service), which is an essential piece of information to identify the nature of this Momo and Co. entity.",1,3.64
The Vineyard Church,The Vineyard Church Bloomington-Normal,bloomingtonnormal,latin,location,location,high,"The extra content ""bloomingtonnormal"" is a compound location name combining two city names, which serves to disambiguate among multiple locations of The Vineyard Church.",1,5.28
Full Steam,Full Steam Tromso,tromso,latin,location,location,high,"The extra content ""tromso"" is a place name identifier, specifically the name of a city in Norway where this Full Steam location is situated, indicating a typical geographic qualifier added to disambiguate among multiple locations.",1,3.4
Poorvika Mobiles,Poorvika Mobiles Cuddalore - Opp to Bus Stand,cuddalore opp to bus stand,latin,noise,disambiguation,high,"The extra content ""cuddalore opp to bus stand"" provides geographic location information, identifying a specific city (""Cuddalore"") and a precise address (""Opp to Bus Stand""), which serves as a disambiguating descriptor rather than describing the type of business.",0,3.96
Industria Pizzeria,Industria Pizzeria + Bar,bar,latin,business_type,business_type,high,"The extra content ""bar"" describes what KIND of place this is, specifically a type of establishment that offers food and drinks in addition to pizza.",1,2.81
Black Mamba Barber Shop & Tatto,Black Mamba Barbershop & Tattoo | Nezahualcóyotl,black mamba barbershop tattoo nezahualcoyotl,latin,business_type,disambiguation,high,"The extra content ""black mamba barbershop tattoo nezahualcoyotl"" does not identify a business type (as it lists both haircuts/barber services and tattoos, but those are already included in the short name), nor is it a location that simply disambiguates or qualifies the address; rather, Nezahualcóyotl appears to be a specific branch or franchise of this business.",0,5.29
Good Morning Children,Good Morning Children Limited,limited,latin,disambiguation,business_type,high,"The extra content ""limited"" indicates that this is a company with a specific corporate status, which implies it's describing what KIND of place this is.",0,2.84
Kip McGrath,Kip McGrath Hammersmith,hammersmith,latin,location,location,high,"The extra content ""hammersmith"" is a location qualifier identifying the specific area (district) where this Kip McGrath education center is situated, serving to disambiguate among multiple locations of the same franchise.",1,3.36
Volker Rentel GmbH,Volker Rentel GmbH Heizung- und Sanitärtechnik,heizung und sanitartechnik,latin,business_type,business_type,high,"The extra content ""heizung und sanitartechnik"" describes a specific service or product category offered by Volker Rentel GmbH, indicating that this is an instance of a business type, as it specifies what kind of services the company provides.",1,3.76
Hanger Clinic,Hanger Clinic: Prosthetics & Orthotics,prosthetics orthotics,latin,business_type,business_type,high,"The extra content ""prosthetics orthotics"" describes what KIND of place this is, specifically a business type that offers specific medical services.",1,2.76
Esfiha Chic,Esfiha Chic - Vila Arcádia,vila arcadia,latin,location,location,high,"The extra content ""vila arcadia"" appears to be a neighborhood or district name, as indicated by the lowercase initial letters and the Portuguese suffix ""-ia"", which serves as a geographic location qualifier.",1,3.2
Cerrajeria Lionel,Cerrajería Lionel Centrito,centrito,latin,location,disambiguation,high,"The extra content ""centrito"" appears to be a brand name or franchise identifier associated with this locksmith business, as indicated by the ""-Centrito"" suffix.",0,3.01
The Fairways at San Marcos,The Fairways at San Marcos Apartments,apartments,latin,business_type,business_type,high,"The extra content ""apartments"" explicitly describes what kind of establishment this is, indicating that it's a type of residence or lodging.",1,2.76
UBS Vila Elvira,UBS Vila Elvira - São José Do Rio Preto,sao jose do rio preto,latin,location,location,high,"The extra content ""sao jose do rio preto"" is a specific city name that disambiguates the location of this UBS branch, indicating its exact location rather than adding business type or other relevant information.",1,3.48
Elite Picture Framing,Elite Picture Framing Adelaide,adelaide,latin,location,location,high,"The extra content ""adelaide"" is a place name — specifically, a city name — serving as a geographic qualifier to disambiguate this Elite Picture Framing branch from others.",1,3.1
Aldak GmbH,ALDAK GmbH VIBRATIONSTECHNIK,vibrationstechnik,latin,business_type,business_type,high,"The extra content ""vibrationstechnik"" appears to be a technical or industrial term, specifically describing the type of vibration technology that ALDAK GmbH specializes in, making it clear what kind of business this is.",1,3.4
Centro Comunitário,Centro Comunitario Taiaçu,taiacu,latin,location,location,high,"The extra content ""taiacu"" is a geographic location qualifier, specifically identifying the town of Taiaçu where this community center is located.",1,2.76
Dercole Pneumatici,Dercole Pneumatici Autofficina Castrol Service,autofficina castrol service,latin,business_type,business_type,high,"The extra content ""autofficina castrol service"" describes what type of business this Dercole Pneumatici is: specifically, a service-oriented auto parts shop.",1,3.13
Hollyhock Hill,Hollyhock Hill Restaurant,restaurant,latin,business_type,business_type,high,"The extra content ""restaurant"" describes what KIND of place this is, specifically a business type that identifies the kind of establishment the Hollyhock Hill is.",1,2.88
Management Factory Corporate Advisory GmbH,Management Factory Corporate Advisory GmbH - Valtus,valtus,latin,disambiguation,disambiguation,high,"The extra content ""valtus"" is a specific service or affiliation identifier, but not a business type (""Management Factory Corporate Advisory GmbH"" itself identifies what kind of organization this is) nor a location (no geographic context), suggesting it's an organizational affiliation or franchise/parallel brand.",1,4.01
Princeton Radiology,Princeton Radiology - Monroe,monroe,latin,location,location,high,"The extra content ""monroe"" is a geographic location identifier that serves to disambiguate this radiology center from others in Princeton, making it a specific branch rather than just another name for the same entity.",1,3.32
Carquest Auto Parts,Carquest Auto Parts - Jerry's Auto Parts,jerrys auto parts,latin,disambiguation,disambiguation,high,"The extra content ""jerrys auto parts"" is a description of an organizational affiliation or franchise/parallel brand, specifically indicating that this Carquest Auto Parts location is actually owned by Jerry's Auto Parts.",1,3.37
Tempe Veterinary,Tempe Veterinary Hospital,hospital,latin,business_type,business_type,high,"The extra content ""hospital"" directly describes what kind of place this is, identifying it as a specific type of veterinary clinic.",1,2.64
Atm,ATM (Post Office),post office,latin,disambiguation,business_type,high,"The extra content ""post office"" is a description of what KIND of ATM this is, indicating it's specifically located within a Post Office, which adds essential information about the type of ATM.",0,3.16
Brooklyn Basketball Academy,Brooklyn Basketball Academy (BBA),bba,latin,disambiguation,disambiguation,high,"The extra content ""bba"" is an abbreviation or acronym of the business's full name, not providing any essential information about what kind of place this is, but rather serving as a shorthand identifier.",1,3.32
Master Mechanic,Master Mechanic Pickering,pickering,latin,location,location,high,"The extra content ""pickering"" is a geographic location qualifier identifying the specific city where this Master Mechanic shop is situated, which is a typical directory convention to disambiguate among multiple franchise locations.",1,3.23
Boost Mobile,Boost Mobile Local Moline,local moline,latin,location,disambiguation,high,"The extra content ""local moline"" is a phrase that serves to disambiguate this specific Boost Mobile branch from others, indicating its affiliation with Moline rather than describing what type of business it is.",0,3.4
Cookie Cutters Haircuts for Kids,Cookie Cutters Haircuts for Kids - Beverly Hills,beverly hills,latin,location,location,high,"The extra content ""beverly hills"" is a geographic location qualifier, specifically identifying a city name. This information is likely added to disambiguate among multiple locations of the same business type.",1,3.32
Mail Boxes ETC.,Mail Boxes Etc. UK,uk,latin,location,location,high,"The extra content ""uk"" is a country code identifier, which indicates that this Mail Boxes ETC. location is in the United Kingdom.",1,2.72
Learn And Play Montessori School,Learn and Play Montessori School - Peralta,peralta,latin,location,location,high,"The extra content ""peralta"" is a geographic location qualifier identifying the specific school's location, serving to disambiguate among multiple branches of this Montessori school.",1,3.0
Liceo Scientifico Isacco Newton,Liceo Scientifico Isacco Newton (succursale),succursale,latin,disambiguation,disambiguation,high,"The extra content ""succursale"" is an Italian word meaning ""branch"" or ""franchise"", indicating that this is a specific branch of the Liceo Scientifico Isacco Newton, rather than the main institution.",1,3.64
Prestige de Menton,Prestige de Menton - Eau de Menton,eau de menton,latin,disambiguation,business_type,high,"The extra content ""eau de menton"" appears to be a description of what kind of product this Prestige de Menton is — an eau de cologne, specifically mentioning its origin in Menton.",0,3.48
ImmoWert Hessen,ImmoWert Hessen Carsten Nessler Sachverständige für Immobilien,carsten nessler sachverstandige fur immobilien,latin,disambiguation,business_type,high,"The extra content ""carsten nessler sachverstandige fur immobilien"" describes what kind of professional Carsten Nessler is, specifically a certified real estate appraiser (""Sachverständige für Immobilien""), which indicates the type of service this ImmoWert Hessen branch offers.",0,4.24
United Promotions Inc,United Promotions Inc. Photo Lab,photo lab,latin,business_type,business_type,high,"The extra content ""photo lab"" describes what KIND of place this is, indicating a specific type of business that provides photo development services.",1,2.72
The Home Depot,The Home Depot México,mexico,latin,location,location,high,"The extra content ""mexico"" is a country name serving as a location qualifier, which is typically considered directory noise.",1,2.6
APEC Hospital de la Ceguera,Apec Hospital De La Ceguera Azcapotzalco,azcapotzalco,latin,location,location,high,"The extra content ""azcapotzalco"" is a place name, specifically a neighborhood or district name in Mexico City, serving to provide additional geographical information about the hospital's location.",1,3.25
Smartphone Solutions,Smartphone Solutions Sunbury,sunbury,latin,location,noise,high,"The extra content ""sunbury"" is a geographic location name that identifies the specific city where this Smartphone Solutions branch is located, which suggests that the extra content is noise, as it provides directory information rather than describing what kind of business this is.",0,3.55
Vitality Integrated Programs,Vitality Integrated Programs (VIP),vip,latin,disambiguation,business_type,high,"The extra content ""vip"" appears to be an abbreviation of ""VIP"", which stands for ""Very Important Person"" or in this context likely denotes the business type as a specific service or membership program within the main organization.",0,3.41
See's Candies,See's Candies Chocolate Shop,chocolate shop,latin,business_type,business_type,high,"The extra content ""chocolate shop"" describes what KIND of business See's Candies is, indicating that this location specializes in selling chocolate.",1,2.76
Bad & Meer,Bad & Meer Fachmarkt für Heizung & Sanitär,fachmarkt fur heizung sanitar,latin,business_type,business_type,high,"The extra content ""fachmarkt fur heizung sanitar"" clearly describes what KIND of place this is: a Fachmarkt, which translates to a type of German supply store focused on heating and sanitary products.",1,3.48
Royce Rolls,Royce Rolls Cafe,cafe,latin,business_type,business_type,high,"The extra content ""cafe"" describes what KIND of place this is, specifying that it's a café, which is a type of business.",1,2.8
Waterbury Career Academy,Waterbury Career Academy High School,high school,latin,business_type,business_type,high,"The extra content ""high school"" describes what KIND of educational institution this is, specifically a type of secondary education.",1,2.56
Village Medical,Village Medical at Walgreens,at walgreens,latin,disambiguation,disambiguation,high,"The extra content ""at walgreens"" indicates that this Village Medical is a branch or location within Walgreens, suggesting it's an affiliation rather than a standalone business type.",1,3.08
Remington Heights,Remington Heights Retirement Community,retirement community,latin,business_type,business_type,high,"The extra content ""retirement community"" specifies what type of place this is, indicating that it's a specialized establishment catering to seniors.",1,2.72
Vegano Bio,Vegano Bio - Shop Online Prodotti Vegani,shop online prodotti vegani,latin,noise,noise,high,"The extra content ""shop online prodotti vegani"" is listing boilerplate that describes an online shopping channel, which adds no semantic value to disambiguate or identify what kind of place Vegano Bio is.",1,3.45
De Giovannini,De Giovannini Secondo di Cozzi Pier Secondo,secondo di cozzi pier secondo,latin,disambiguation,disambiguation,high,"The extra content ""secondo di cozzi pier secondo"" is an identification of a specific person or business affiliation (""Secondo"" as in Secondo, possibly referring to an heir or descendant) which seems to disambiguate among family members or associated businesses.",1,4.05
El Dorado Hills Sports Club,El Dorado Hills Sports Club and Spa,and spa,latin,business_type,business_type,high,"The extra content ""and spa"" describes what KIND of place this is, indicating a specific type of business that offers not only sports facilities but also spa services.",1,2.92
Extended Stay America,Extended Stay America Los Angeles / Arcadia,los angeles arcadia,latin,location,disambiguation,high,"The extra content ""los angeles arcadia"" appears to be a location, specifically indicating that this Extended Stay America hotel is situated in Los Angeles (the city) and within the Arcadia neighborhood or area. However, the presence of both Los Angeles (a larger geographic region) and Arcadia (a smaller, more specific location) suggests disambiguation as well.",0,4.72
Oh My Goodness,Oh My Goodness OMG,omg,latin,disambiguation,noise,high,"The extra content ""omg"" is an abbreviation or acronym that is likely used as a casual or colloquial name for this business, but it does not add any semantic value beyond its brand name.",0,3.24
Miracle Mile Shops,Miracle Mile Shops At Planet Hollywood,at planet hollywood,latin,location,disambiguation,high,"The extra content ""at planet hollywood"" describes a specific affiliation or partnership, as it identifies the location's connection to the Planet Hollywood brand.",0,2.89
Blue Rhino,Blue Rhino Propane Exchange,propane exchange,latin,business_type,business_type,high,"The extra content ""propane exchange"" describes what kind of business this is, indicating that Blue Rhino offers a specific type of service related to propane.",1,2.84
Heartland Mortgage Inc - Bobbie Jo Haggard,"Heartland Mortgage Inc. / Bobbie Jo Haggard, NMLS 92472",nmls 92472,latin,noise,noise,high,"The extra content ""nmls 92472"" is a professional credential or license number appended to a personal name, indicating a specific individual's certification within an organization, which falls under the category of noise as it adds no semantic value beyond identifying the person.",1,3.81
Hotel Farol,Hotel Farol - Mosqueiro,mosqueiro,latin,location,location,high,"The extra content ""mosqueiro"" is a place name identifier, specifically a neighborhood or district, that disambiguates this hotel from others with the same name.",1,2.95
AdventHealth Medical Group Primary Care,AdventHealth Medical Group Primary Care at Brandon,at brandon,latin,location,disambiguation,high,"The extra content ""at brandon"" is a phrase indicating the specific location of this primary care medical group, serving as a disambiguation to distinguish it from other branches or locations.",0,3.24
Eat Happy,Eat Happy Sushi & asiatische Spezialitäten,sushi asiatische spezialitaten,latin,business_type,business_type,high,"The extra content ""sushi asiatische spezialitäten"" describes what KIND of cuisine this restaurant serves, indicating that it is a specific type of food establishment.",1,3.08
