short_name,long_name,extra_content,script_type,correct_answer,predicted,confidence,reasoning,correct,latency_s
West Coast Hifi,West Coast Hi-Fi Rockingham,rockingham,latin,location,location,high,"The extra content ""rockingham"" is a geographic location (a suburb/city in Western Australia), which serves as a place-based qualifier to distinguish this specific branch of West Coast Hi-Fi from others.",1,1.96
Vape Haus,Vape Haus Queretaro,queretaro,latin,location,location,high,"""Queretaro"" is a city name in Mexico, serving as a geographic qualifier that identifies which branch or location of Vape Haus is being referenced.",1,1.08
Allison Hunt MD,"Allison Hunt, MD, FACOG",facog,latin,noise,noise,high,"FACOG is a professional credential (Fellow of the American College of Obstetricians and Gynecologists) appended to a personal name, which is boilerplate information that adds no semantic value to the place name itself.",1,1.13
Hamburguesas Al Carbon,Hamburguesas al Carbon Torreon,torreon,latin,location,location,high,"The extra content ""torreon"" is a city name in Mexico, serving as a geographic qualifier that identifies which branch or location of this hamburger restaurant is being referenced.",1,1.11
Vighna Bamboo Briyani,Vighna Bamboo Briyani - JB,jb,latin,location,location,high,"The extra content ""jb"" is an abbreviation for Johor Bahru, a city in Malaysia, making it a geographic location qualifier that identifies which branch or location of this restaurant chain is being referenced.",1,1.76
Florería Rosa Pastel,Florería Rosa Pastel P. Peñasco,p penasco,latin,location,location,high,"""P. Peñasco"" is a geographic location (a city in Sonora, Mexico), functioning as a place qualifier to disambiguate which Florería Rosa Pastel branch this is.",1,1.11
Boot Barn Hall,Boot Barn Hall at Bourbon Brothers,at bourbon brothers,latin,disambiguation,disambiguation,high,"The extra content ""at bourbon brothers"" specifies a location/venue affiliation where Boot Barn Hall is hosted or situated, indicating a specific branch or franchisee relationship rather than describing what type of business Boot Barn Hall is.",1,1.84
Atm,ATM (Post Office),post office,latin,disambiguation,location,high,"""Post Office"" is a location qualifier that specifies which post office branch houses this ATM, making it a geographic/organizational clarification rather than a descriptor of what the place IS.",0,1.28
Marathon Gas,Marathon Gas & DQ,dq,latin,disambiguation,disambiguation,high,"The extra content ""dq"" refers to Dairy Queen, a separate fast-food business operating at the same location as Marathon Gas, making this a disambiguation that identifies a co-tenant or parallel brand rather than describing what Marathon Gas IS.",1,1.42
Planet Fitness,"Planet Fitness - Manassas, VA",manassas va,latin,location,location,high,"The extra content ""manassas va"" is a geographic location (city and state abbreviation) that specifies which branch of the Planet Fitness chain this is, which is typical directory information rather than a descriptor of what the business is.",1,1.3
Raising Cane's,Raising Cane's Chicken Fingers,chicken fingers,latin,business_type,business_type,high,"The extra content ""chicken fingers"" describes the primary product and business type of this restaurant — it's a fast-casual chicken finger chain, making this a defining characteristic of what kind of establishment it is.",1,1.26
La Azotea,La Azotea Terraza,terraza,latin,business_type,business_type,medium,"The extra content ""terraza"" (terrace/rooftop in Spanish) describes a physical feature or type of venue space rather than a geographic location, making it a descriptor of what kind of place this is — a rooftop terrace establishment.",1,1.56
bergwerk IT GmbH,bergwerk IT GmbH | Webentwicklung & IT-Infrastruktur,webentwicklung itinfrastruktur,latin,disambiguation,disambiguation,medium,"The extra content ""Webentwicklung & IT-Infrastruktur"" (web development & IT infrastructure) describes the services offered by this company rather than identifying a specific branch, owner, or organizational affiliation—it functions as a service descriptor appended to the company name to clarify what bergwerk IT GmbH does.",1,1.63
Hospital São Domingos,Hospital São Domingos- Exames,exames,latin,disambiguation,business_type,high,"The extra content ""exames"" (exams/tests) describes a service or department type offered at the hospital, which is a characteristic of what the place does rather than where it is or who owns it, making it a business type descriptor.",0,1.53
Parc Clichy-Batignolles,Parc Clichy-Batignolles Martin Luther King,martin luther king,latin,location,noise,high,"The extra content ""martin luther king"" is a person's name used as a commemorative or official designation for the park, not a business type, geographic location, or place-specific disambiguation — it's an official naming convention that adds no semantic information beyond the core park identity.",0,2.15
Canal Video,Canal Vidéo Laryan 82 Franchisé indépendant,laryan 82 franchise independant,latin,disambiguation,disambiguation,high,"The extra content ""laryan 82 franchise independant"" identifies a specific franchise location/owner (""Laryan 82"") and organizational affiliation (""Franchisé indépendant"" = independent franchisee), without describing what kind of business Canal Video is or providing a geographic location qualifier — this is a classic disambiguation marker showing which branch/franchisee this particular Canal Video represents.",1,1.9
Calico Jacks,Calico Jack's Bistro,bistro,latin,business_type,business_type,high,"The word ""bistro"" in the extra content directly describes the type of establishment — a casual restaurant or dining venue — which is a clear indicator of business_type classification.",1,1.24
Over The Rainbow,Over the Rainbow Limited,limited,latin,disambiguation,noise,high,"""Limited"" is a legal company designation indicating corporate structure (Ltd./Limited company), not a business type, location, or disambiguator—it's standard business registration boilerplate that adds no semantic value about what the place actually is or does.",0,2.08
Colourfence Garden Fencing,ColourFence Garden Fencing - Isle Of Wight,isle of wight,latin,location,location,high,"The extra content ""isle of wight"" is a geographic location (a specific island and administrative area in England), which serves as a location qualifier to distinguish this particular branch of the fencing company.",1,1.18
Leonora Rose,Leonora Rose Florists,florists,latin,business_type,business_type,high,"The word ""florists"" in the extra content directly describes the business type — it tells us that Leonora Rose is a flower shop, which is essential information about what kind of establishment this is.",1,1.35
Service Neon,Service Neon di Cateni Riccardo,di cateni riccardo,latin,disambiguation,disambiguation,high,"The extra content ""di cateni riccardo"" is an Italian possessive construction meaning ""of Cateni Riccardo"" — it identifies the owner or proprietor of the business rather than describing what the business does or where it is located. This is a personal name affiliation qualifier, which falls under disambiguation (identifying organizational/ownership affiliation) rather than business type, location, or noise.",1,1.79
Wing Sing,Wing Sing Bar,bar,latin,business_type,business_type,high,"The word ""bar"" in the extra content directly describes the type of establishment — it identifies what kind of place Wing Sing is, making this a business_type classification.",1,1.2
Spectron Desarrollo,Spectron Desarrollo S.C.,sc,latin,noise,noise,high,"The extra content ""sc"" is the legal entity designation ""S.C."" (Sociedad Civil, a Mexican civil society form), which is standard corporate boilerplate appended to the company name and adds no semantic distinction to the place itself.",1,1.65
Charleston Civic Center,Charleston Civic Center Ice Arena,ice arena,latin,business_type,business_type,high,"The extra content ""ice arena"" specifies the type of facility within the Charleston Civic Center, describing what kind of venue or service is offered at this location.",1,1.01
Hotel Olimpia,Hotel Olimpia  Silvi Marina TE,silvi marina te,latin,location,location,high,"The extra content ""silvi marina te"" consists of a coastal locality (Silvi Marina) and a province abbreviation (TE for Teramo), which are geographic qualifiers that indicate where the hotel is located rather than describing what type of business it is.",1,1.45
Murphy USA,Murphy USA #6583,6583,latin,disambiguation,noise,high,"The extra content ""6583"" is a location/store identifier number, which is a form of listing boilerplate used to distinguish individual franchise locations without adding semantic meaning about what the place is or where it's located.",0,1.32
Home Instead,Home Instead Senior Care,senior care,latin,business_type,business_type,high,"""Senior Care"" describes the type of service this business provides, indicating what kind of establishment Home Instead is — a senior care facility/service provider.",1,1.23
Forst und Garten,Forst und Garten Diehl,diehl,latin,disambiguation,disambiguation,high,"""Diehl"" is a person's surname (the owner or operator's name), which identifies a specific branch or proprietor of the business without being a place name or business type descriptor — this is a classic disambiguation element showing which individual runs this particular ""Forst und Garten"" (forestry and garden) operation.",1,1.74
The Flying Locksmiths,The Flying Locksmiths - Los Angeles West,los angeles west,latin,location,location,high,"The extra content ""los angeles west"" is a geographic location qualifier specifying a service area or branch region rather than defining what type of business this is — The Flying Locksmiths is already identified as a locksmith business by its name.",1,2.15
Lonches Amparito,Lonches Amparito Tránsito,transito,latin,location,location,high,"The word ""Tránsito"" (transit/passage) is a location qualifier indicating a street or neighborhood name in a Spanish-speaking area, not a business type or organizational branch identifier.",1,1.55
En-spire Nutrition,En-spire Nutrition Centennial,centennial,latin,location,location,high,"""Centennial"" is a geographic location (a city in Colorado), not a business type, disambiguating identifier, or boilerplate — it specifies which branch of En-spire Nutrition this is.",1,1.11
Auto Stark,Auto Stark Acessórios Automotivo,acessorios automotivo,latin,business_type,business_type,high,"The extra content ""acessórios automotivo"" (automotive accessories) directly describes the business type and product category of this place, making it essential business classification information.",1,1.0
Kyle Citty,"Kyle Citty, M.D.",md,latin,noise,noise,high,"The extra content ""md"" (Doctor of Medicine) is a professional credential appended to a personal name, which is classic listing boilerplate that adds no semantic value to the place name itself.",1,1.15
Työväen Akatemia,Työväen Akatemian kirjasto,n kirjasto,latin,business_type,business_type,high,"The extra content ""kirjasto"" (library in Finnish) describes the specific type of facility or service — it identifies this as a library rather than just the academy itself, making it a business_type descriptor.",1,1.45
Craig Bagley,Craig Bagley - State Farm Insurance Agent,state farm insurance agent,latin,business_type,disambiguation,high,"The extra content ""state farm insurance agent"" identifies Craig Bagley's professional affiliation and role within the State Farm organization rather than describing the business type or a geographic location, making this a disambiguating descriptor of an organizational relationship.",0,1.93
Andy Allain - Thrivent,Andy Allain - Thrivent Financial,financial,latin,business_type,business_type,high,"The extra content ""financial"" describes the type of service or business category that Thrivent provides, making it a business type descriptor that clarifies what kind of organization this is.",1,1.39
Tractor Supply,Tractor Supply Co.,co,latin,noise,noise,high,"""Co."" is a standard legal abbreviation for ""Company"" used in corporate naming conventions and is purely a formal/legal designation that adds no semantic information about the place itself.",1,1.44
Mary Print,Mary Print Sardegna,sardegna,latin,location,location,high,"""Sardegna"" is the Italian name for the island of Sardinia, a geographic region, making this extra content a location qualifier that specifies where the business is situated rather than describing what kind of business it is.",1,1.22
Cella Café,Cella Café Bar & Restaurant,bar restaurant,latin,business_type,business_type,high,"The extra content ""bar restaurant"" describes the types of services and business categories offered at this establishment, indicating what kind of place it is beyond just a café.",1,1.52
Floripa Sucos,Floripa Sucos e Lanches,e lanches,latin,business_type,business_type,high,"The extra content ""e lanches"" (and snacks) describes the types of products/services offered at this establishment, indicating it is a juice bar that also serves snacks—this is a business type descriptor that clarifies what kind of food service place it is.",1,1.51
Green Leaf's,Green Leaf's Beyond Great Salads,beyond great salads,latin,business_type,business_type,medium,"The phrase ""Beyond Great Salads"" describes what kind of food or service the business offers, functioning as a tagline that clarifies the business type and menu focus rather than serving as a geographic location, owner identifier, or organizational affiliation.",1,1.53
Wayne Cooley - COUNTRY Financial,Wayne Cooley - COUNTRY Financial representative,representative,latin,disambiguation,disambiguation,high,"The word ""representative"" describes the organizational role or affiliation of Wayne Cooley within COUNTRY Financial, identifying him as an agent/representative of that company rather than specifying what kind of business place this is or a geographic location.",1,1.48
Code Ninjas,Code Ninjas Virginia Beach,virginia beach,latin,location,location,high,"""Virginia Beach"" is a city name that serves as a geographic qualifier to distinguish this specific Code Ninjas location from others in the chain, making it a location descriptor rather than a business type or organizational affiliation.",1,1.26
Barnegat Bay Financial Group,Barnegat Bay Financial Group - Raymond James Office,raymond james office,latin,disambiguation,disambiguation,high,"The extra content ""raymond james office"" identifies the organizational affiliation and franchise brand (Raymond James) rather than a geographic location or business type descriptor, making this a disambiguation marker that specifies which financial services firm operates under this name.",1,1.65
West Herr Cadillac,West Herr Cadillac of East Aurora,of east aurora,latin,location,location,high,"The extra content ""of east aurora"" is a geographic location qualifier identifying the specific branch of this Cadillac dealership, which is a standard directory convention for distinguishing multiple locations of the same business.",1,1.85
Academia Performance,Academia Performance & Saúde,saude,latin,business_type,business_type,high,"The extra content ""saúde"" (health) describes a service or focus area of the business — it indicates that this academia (gym/fitness center) also offers health services, making it a descriptor of what kind of place this is.",1,1.4
American Printing,American Printing Unlimited,unlimited,latin,disambiguation,noise,medium,"The word ""unlimited"" appears to be a marketing descriptor or brand modifier that does not describe the business type (printing is already stated), identify a geographic location, serve as a meaningful disambiguator of a specific branch or service, or add organizational affiliation—it functions as promotional boilerplate.",0,1.74
Batteries Plus,Batteries Plus Bulbs,bulbs,latin,business_type,business_type,high,"The word ""Bulbs"" in the extra content describes an additional product category that the business sells, which directly characterizes what KIND of place this is — a retailer of both batteries and bulbs.",1,1.37
Marine Corps Exchange,Marine Corps Exchange (MCX),mcx,latin,disambiguation,noise,high,"The extra content ""mcx"" is an acronym expansion (MCX) of the organization's name, not a descriptor of business type, geographic location, organizational affiliation, or substantive disambiguation — it is a standardized abbreviation commonly used interchangeably with the full name and adds no new semantic information.",0,1.43
Dias Park,Dias Park Estacionamento,estacionamento,latin,business_type,business_type,high,"The word ""estacionamento"" (parking lot in Portuguese) directly describes what KIND of place this is — a parking facility — making it a business type descriptor rather than a location qualifier or noise.",1,1.11
Results Physiotherapy,"Results Physiotherapy Nashville, Tennessee - West",nashville tennessee west,latin,location,location,high,"The extra content ""nashville tennessee west"" consists entirely of geographic qualifiers — a city, state, and directional descriptor — which are location identifiers used to disambiguate multiple branches in a directory listing.",1,1.43
Momo and Co.,Momo and Co. Design,design,latin,business_type,business_type,high,"The extra content ""design"" describes the type of business or service that Momo and Co. provides, indicating what kind of place or entity this is.",1,1.02
The Vineyard Church,The Vineyard Church Bloomington-Normal,bloomingtonnormal,latin,location,location,high,"The extra content ""bloomingtonnormal"" is a geographic location identifier (the city names Bloomington-Normal), which serves as a location qualifier to distinguish this specific branch of The Vineyard Church from other potential locations of the same church chain.",1,1.34
Full Steam,Full Steam Tromso,tromso,latin,location,location,high,"""Tromso"" is a city in Norway and serves as a geographic location qualifier, making this a location-based disambiguation rather than a business type or organizational affiliate descriptor.",1,1.22
Poorvika Mobiles,Poorvika Mobiles Cuddalore - Opp to Bus Stand,cuddalore opp to bus stand,latin,noise,location,high,"The extra content ""cuddalore opp to bus stand"" is a geographic location qualifier identifying the specific city (Cuddalore) and street-level landmark (opposite the bus stand) where this branch is situated, which is typical directory/listing noise rather than essential business information.",0,1.34
Industria Pizzeria,Industria Pizzeria + Bar,bar,latin,business_type,business_type,high,"The extra content ""bar"" describes an additional service or facility type offered at this establishment alongside the pizzeria, making it part of the business description rather than a geographic location, organizational affiliation, or noise.",1,1.39
Black Mamba Barber Shop & Tatto,Black Mamba Barbershop & Tattoo | Nezahualcóyotl,black mamba barbershop tattoo nezahualcoyotl,latin,business_type,location,high,"The extra content includes ""Nezahualcóyotl,"" which is a municipality in Mexico State, making it a geographic location qualifier that serves to disambiguate which Black Mamba Barbershop & Tattoo branch is being referenced.",0,1.4
Good Morning Children,Good Morning Children Limited,limited,latin,disambiguation,noise,high,"""Limited"" is a legal corporate structure designation (UK/Commonwealth company formation type), not a business type, location, or disambiguation element—it's pure legal boilerplate that adds no semantic value to the place name itself.",0,1.4
Kip McGrath,Kip McGrath Hammersmith,hammersmith,latin,location,location,high,"""Hammersmith"" is a London neighborhood/location name that specifies which branch of the Kip McGrath tutoring service this is, making it a geographic qualifier rather than a business type or disambiguation descriptor.",1,1.13
Volker Rentel GmbH,Volker Rentel GmbH Heizung- und Sanitärtechnik,heizung und sanitartechnik,latin,business_type,business_type,high,"The extra content ""heizung und sanitartechnik"" (heating and sanitary technology) describes the specific type of business/trade that Volker Rentel GmbH operates — it's a plumbing and HVAC supplier, which is a business type descriptor similar to ""Fachmarkt für Heizung & Sanitär"".",1,1.29
Hanger Clinic,Hanger Clinic: Prosthetics & Orthotics,prosthetics orthotics,latin,business_type,business_type,high,"The extra content ""prosthetics & orthotics"" describes the specific medical services and business type that Hanger Clinic provides, making it a business-type qualifier that clarifies what kind of healthcare facility this is.",1,1.19
Esfiha Chic,Esfiha Chic - Vila Arcádia,vila arcadia,latin,location,location,high,"The extra content ""vila arcadia"" is a neighborhood/district name in São Paulo, Brazil, making it a geographic qualifier that serves to disambiguate which branch of Esfiha Chic is being referenced.",1,1.4
Cerrajeria Lionel,Cerrajería Lionel Centrito,centrito,latin,location,location,high,"""Centrito"" is a Spanish diminutive/colloquial term meaning ""little center"" or ""downtown area,"" functioning as a geographic qualifier or neighborhood descriptor rather than a business type, place name, or disambiguation element.",1,1.54
The Fairways at San Marcos,The Fairways at San Marcos Apartments,apartments,latin,business_type,business_type,high,"The word ""apartments"" in the extra content describes the specific type of residential establishment — it directly answers what kind of place this is, making it a business_type descriptor.",1,6.31
UBS Vila Elvira,UBS Vila Elvira - São José Do Rio Preto,sao jose do rio preto,latin,location,location,high,"The extra content ""sao jose do rio preto"" is a city name in Brazil, which is a geographic location qualifier that identifies where the UBS (healthcare facility) is situated.",1,1.38
Elite Picture Framing,Elite Picture Framing Adelaide,adelaide,latin,location,location,high,"The extra content ""adelaide"" is a city name in Australia, functioning as a geographic qualifier that specifies the location of this business rather than describing what type of business it is.",1,1.46
Aldak GmbH,ALDAK GmbH VIBRATIONSTECHNIK,vibrationstechnik,latin,business_type,business_type,high,"""Vibrationstechnik"" (vibration technology) describes the specific technical field and business type of this company — it indicates what kind of engineering or manufacturing services ALDAK GmbH provides.",1,1.26
Centro Comunitário,Centro Comunitario Taiaçu,taiacu,latin,location,location,high,"""Taiaçu"" is a geographic location name (a municipality/neighborhood in Brazil), qualifying the community center's position rather than describing what type of business or organization it is.",1,1.18
Dercole Pneumatici,Dercole Pneumatici Autofficina Castrol Service,autofficina castrol service,latin,business_type,business_type,high,"The extra content ""autofficina castrol service"" describes what kind of business this is — an auto repair shop (autofficina) that offers Castrol oil service, which is a business type descriptor rather than a location name, disambiguation of a branch, or noise.",1,1.32
Hollyhock Hill,Hollyhock Hill Restaurant,restaurant,latin,business_type,business_type,high,"The extra content ""restaurant"" directly describes what kind of establishment this place is, which is the defining characteristic of business_type classification.",1,0.94
Management Factory Corporate Advisory GmbH,Management Factory Corporate Advisory GmbH - Valtus,valtus,latin,disambiguation,disambiguation,medium,"""Valtus"" appears to be a proper name or brand identifier — likely a subsidiary, division, or affiliated entity of Management Factory Corporate Advisory GmbH — rather than a geographic location, business type descriptor, or boilerplate credential; this indicates organizational affiliation or franchise naming.",1,1.4
Princeton Radiology,Princeton Radiology - Monroe,monroe,latin,location,location,high,"The extra content ""monroe"" is a geographic location (a city name), indicating the specific branch or location of Princeton Radiology, which is a standard directory qualifier used to disambiguate between multiple service locations.",1,1.29
Carquest Auto Parts,Carquest Auto Parts - Jerry's Auto Parts,jerrys auto parts,latin,disambiguation,disambiguation,high,"The extra content ""jerrys auto parts"" identifies a specific franchisee or owner name (Jerry's) operating under the Carquest Auto Parts brand, which is a franchise affiliation rather than a business type, location, or noise — this is a parallel brand or franchise identity indicator.",1,1.36
Tempe Veterinary,Tempe Veterinary Hospital,hospital,latin,business_type,business_type,high,"The word ""hospital"" in extra_content describes the type of facility — it specifies that this is a veterinary hospital rather than just a general veterinary clinic or practice, making it a business type descriptor.",1,1.11
Atm,ATM (Post Office),post office,latin,disambiguation,location,high,"The extra content ""post office"" identifies the specific location/institution where this ATM is situated, functioning as a geographic or organizational qualifier rather than describing what the ATM itself is.",0,1.17
Brooklyn Basketball Academy,Brooklyn Basketball Academy (BBA),bba,latin,disambiguation,noise,high,"The extra content ""bba"" is an acronym (abbreviation) of the organization's own name, serving as a parenthetical notation rather than adding semantic information about the place type, location, or disambiguation purpose.",0,1.3
Master Mechanic,Master Mechanic Pickering,pickering,latin,location,location,high,"""Pickering"" is a city name in Ontario, Canada, and serves as a geographic qualifier to distinguish this specific branch of Master Mechanic from others in different locations.",1,1.06
Boost Mobile,Boost Mobile Local Moline,local moline,latin,location,location,high,"The extra content ""local moline"" is a geographic qualifier identifying the specific city (Moline) where this Boost Mobile location is situated, making it a location descriptor.",1,1.12
Cookie Cutters Haircuts for Kids,Cookie Cutters Haircuts for Kids - Beverly Hills,beverly hills,latin,location,location,high,"""Beverly Hills"" is a geographic location (city name) that specifies where this franchise branch is located, making it a location qualifier rather than essential business information.",1,1.13
Mail Boxes ETC.,Mail Boxes Etc. UK,uk,latin,location,location,high,"The extra content ""uk"" is a geographic qualifier indicating the United Kingdom, which is a country/location name that disambiguates which regional franchise or branch of Mail Boxes Etc. is being referenced.",1,1.13
Learn And Play Montessori School,Learn and Play Montessori School - Peralta,peralta,latin,location,location,high,"The extra content ""peralta"" is a geographic location qualifier that specifies which branch or neighborhood this Montessori school is located in, functioning as a directory disambiguator rather than describing the business type or operational affiliation.",1,1.54
Liceo Scientifico Isacco Newton,Liceo Scientifico Isacco Newton (succursale),succursale,latin,disambiguation,disambiguation,high,"The extra content ""succursale"" (Italian for ""branch"" or ""annex"") identifies a specific organizational subdivision of the school without describing what kind of place it is or adding a geographic location — it clarifies which branch of the institution this is.",1,1.54
Prestige de Menton,Prestige de Menton - Eau de Menton,eau de menton,latin,disambiguation,business_type,medium,"""Eau de Menton"" is a product descriptor — literally ""water of Menton,"" a regional product/ingredient — that specifies what kind of product or specialty this business offers, making it a business type classifier rather than a location, disambiguation, or noise element.",0,1.43
ImmoWert Hessen,ImmoWert Hessen Carsten Nessler Sachverständige für Immobilien,carsten nessler sachverstandige fur immobilien,latin,disambiguation,business_type,high,"The extra content ""carsten nessler sachverständige für immobilien"" combines a personal name (Carsten Nessler) with a professional credential/business type descriptor (""Sachverständige für Immobilien"" = certified real estate appraiser). The credential phrase clearly identifies what kind of professional service this business provides, making it a business_type descriptor rather than a location or noise element.",0,1.55
United Promotions Inc,United Promotions Inc. Photo Lab,photo lab,latin,business_type,business_type,high,"The extra content ""photo lab"" describes a specific service or business function provided by United Promotions Inc, indicating what kind of operation or department this location represents.",1,1.2
The Home Depot,The Home Depot México,mexico,latin,location,location,high,"The extra content ""mexico"" is a geographic location qualifier that specifies which country's Home Depot branch this is, making it a location rather than a descriptor of what the business is.",1,1.21
APEC Hospital de la Ceguera,Apec Hospital De La Ceguera Azcapotzalco,azcapotzalco,latin,location,location,high,"""Azcapotzalco"" is a borough (delegación) of Mexico City, making it a geographic location qualifier that specifies which branch or location of this hospital chain is being referenced.",1,1.99
Smartphone Solutions,Smartphone Solutions Sunbury,sunbury,latin,location,location,high,"The extra content ""sunbury"" is a geographic location name that identifies a specific city or suburb, serving as a geographic qualifier to distinguish this branch from other Smartphone Solutions locations.",1,1.07
Vitality Integrated Programs,Vitality Integrated Programs (VIP),vip,latin,disambiguation,noise,high,"The extra content ""vip"" is an acronym expansion of the organization's name, providing no additional semantic information beyond what is already contained in the short name—it is a standard abbreviation commonly appended to proper names for reference purposes.",0,2.74
See's Candies,See's Candies Chocolate Shop,chocolate shop,latin,business_type,business_type,high,"The extra content ""chocolate shop"" describes the business type and primary service offering of See's Candies, directly identifying what kind of establishment this place is.",1,1.19
Bad & Meer,Bad & Meer Fachmarkt für Heizung & Sanitär,fachmarkt fur heizung sanitar,latin,business_type,business_type,high,"The extra content ""Fachmarkt für Heizung & Sanitär"" (specialist market for heating and sanitary supplies) explicitly describes the business type and category of this establishment, indicating what kind of place it is.",1,1.45
Royce Rolls,Royce Rolls Cafe,cafe,latin,business_type,business_type,high,"The word ""cafe"" in the extra content directly describes the type of business/establishment that Royce Rolls is — it tells us this is a café rather than just a name without context.",1,1.22
Waterbury Career Academy,Waterbury Career Academy High School,high school,latin,business_type,business_type,high,"The extra content ""high school"" describes the educational level and type of institution, which is a business/organizational type that characterizes what kind of place this is.",1,1.35
Village Medical,Village Medical at Walgreens,at walgreens,latin,disambiguation,disambiguation,high,"The extra content ""at walgreens"" specifies the organizational affiliation and physical location of this medical clinic — it indicates which retail partner hosts this franchise, which is a disambiguation detail that identifies a specific branch rather than describing the business type or a geographic place.",1,1.56
Remington Heights,Remington Heights Retirement Community,retirement community,latin,business_type,business_type,high,"The extra content ""retirement community"" directly describes what kind of place Remington Heights is — it identifies the business type or functional category of the establishment.",1,1.36
Vegano Bio,Vegano Bio - Shop Online Prodotti Vegani,shop online prodotti vegani,latin,noise,noise,high,"The extra content ""shop online prodotti vegani"" describes the sales channel and product category rather than the core identity of the place; it is marketing boilerplate indicating an online shopping platform for vegan products, not essential identifying information about what the establishment is.",1,1.75
De Giovannini,De Giovannini Secondo di Cozzi Pier Secondo,secondo di cozzi pier secondo,latin,disambiguation,noise,medium,"The extra content ""secondo di cozzi pier secondo"" appears to be a personal name or surname component (likely an Italian patronymic or family name suffix) rather than a business type, location, or organizational affiliation, making it a credential or ownership notation typical of noise.",0,1.63
El Dorado Hills Sports Club,El Dorado Hills Sports Club and Spa,and spa,latin,business_type,business_type,high,"The extra content ""and spa"" describes additional services and facilities offered by this establishment, indicating what kinds of amenities and business functions the place provides beyond the core sports club identity.",1,1.29
Extended Stay America,Extended Stay America Los Angeles / Arcadia,los angeles arcadia,latin,location,location,high,"The extra content ""los angeles arcadia"" specifies geographic locations (city and area) where this Extended Stay America hotel is situated, making this a location qualifier that distinguishes which branch of the chain this is.",1,1.51
