short_name,long_name,extra_content,script_type,correct_answer,predicted,confidence,reasoning,correct,latency_s
Allison Hunt MD,"Allison Hunt, MD, FACOG",facog,latin,noise,disambiguation,high,"The extra content ""facog"" represents a professional credential (Fellowship in the American College of Obstetricians and Gynecologists), which is additional information about Allison Hunt's profession rather than a location or business type.",0,3.41
Hamburguesas Al Carbon,Hamburguesas al Carbon Torreon,torreon,latin,location,location,high,"The extra content ""torreon"" is a specific location qualifier that identifies which branch or instance of Hamburguesas Al Carbon it refers to.",1,2.67
Vighna Bamboo Briyani,Vighna Bamboo Briyani - JB,jb,latin,location,noise,medium,"The extra content ""jb"" appears to be a descriptor or identifier, likely standing for initials or an abbreviation, which does not add significant semantic value.",0,2.69
Florería Rosa Pastel,Florería Rosa Pastel P. Peñasco,p penasco,latin,location,location,high,"The extra content ""p penasco"" is a location qualifier indicating the specific branch or region of Florería Rosa Pastel, which falls under the location category.",1,2.92
Boot Barn Hall,Boot Barn Hall at Bourbon Brothers,at bourbon brothers,latin,disambiguation,disambiguation,high,"The extra content ""at bourbon brothers"" identifies a specific location or affiliation, which is not a place name or business type.",1,2.9
Atm,ATM (Post Office),post office,latin,disambiguation,disambiguation,high,"The extra content ""post office"" identifies a specific type of service or affiliation, disambiguating which ATM this refers to.",1,2.65
Marathon Gas,Marathon Gas & DQ,dq,latin,disambiguation,disambiguation,high,"The extra content ""dq"" identifies a specific service or brand affiliation, which is disambiguating information.",1,2.46
Planet Fitness,"Planet Fitness - Manassas, VA",manassas va,latin,location,location,high,"The extra content ""manassas va"" provides a specific location (city and state), which is additional geographic information.",1,2.54
Raising Cane's,Raising Cane's Chicken Fingers,chicken fingers,latin,business_type,business_type,high,"The extra content ""chicken fingers"" describes what kind of establishment Raising Cane's is, which falls under the business_type category.",1,2.64
La Azotea,La Azotea Terraza,terraza,latin,business_type,noise,medium,"The extra content ""terraza"" is a type of outdoor space or area, which does not specify a location or business type but rather describes a feature or category.",0,2.78
bergwerk IT GmbH,bergwerk IT GmbH | Webentwicklung & IT-Infrastruktur,webentwicklung itinfrastruktur,latin,disambiguation,business_type,high,"The extra content ""webentwicklung & itinfrastruktur"" identifies specific services provided by the company, which falls under the business_type category.",0,2.91
Hospital São Domingos,Hospital São Domingos- Exames,exames,latin,disambiguation,disambiguation,high,"The extra content ""exames"" (Portuguese for ""exams"") identifies a specific service or department within the hospital without being a place name or business type.",1,2.93
Parc Clichy-Batignolles,Parc Clichy-Batignolles Martin Luther King,martin luther king,latin,location,disambiguation,high,"The extra content ""martin luther king"" is a personal name that disambiguates which specific branch or location of Parc Clichy-Batignolles is being referred to.",0,3.26
Canal Video,Canal Vidéo Laryan 82 Franchisé indépendant,laryan 82 franchise independant,latin,disambiguation,disambiguation,high,"The extra content ""laryan 82 franchise indépendant"" identifies a specific branch or organizational affiliation, which falls under the disambiguation category.",1,3.17
Calico Jacks,Calico Jack's Bistro,bistro,latin,business_type,business_type,high,"The extra content ""bistro"" describes what kind of place Calico Jack's is, which falls under the business_type category.",1,2.57
Over The Rainbow,Over the Rainbow Limited,limited,latin,disambiguation,noise,high,"The extra content ""limited"" is a legal ownership notation that adds no semantic value beyond identifying the nature of the entity.",0,2.51
Colourfence Garden Fencing,ColourFence Garden Fencing - Isle Of Wight,isle of wight,latin,location,location,high,"The extra content ""isle of wight"" is a location qualifier, specifying which branch or instance of Colourfence Garden Fencing is being referred to.",1,2.81
Leonora Rose,Leonora Rose Florists,florists,latin,business_type,business_type,high,"The extra content ""florists"" describes what kind of business Leonora Rose is, which falls under the business_type category.",1,2.52
Service Neon,Service Neon di Cateni Riccardo,di cateni riccardo,latin,disambiguation,disambiguation,high,"The extra content ""di cateni riccardo"" identifies a specific service affiliation or owner without being a place name or business type.",1,2.65
Wing Sing,Wing Sing Bar,bar,latin,business_type,business_type,high,"The extra content ""bar"" describes what kind of establishment Wing Sing is, which falls under the business_type category.",1,2.53
Spectron Desarrollo,Spectron Desarrollo S.C.,sc,latin,noise,noise,high,"The extra content ""sc"" is a legal ownership notation indicating a type of business entity in Mexico, which does not provide location or business type information.",1,2.69
Charleston Civic Center,Charleston Civic Center Ice Arena,ice arena,latin,business_type,disambiguation,high,"The extra content ""ice arena"" describes a specific feature or type of facility, which is not a location or business type but rather additional information that disambiguates the primary purpose of the center.",0,3.12
Hotel Olimpia,Hotel Olimpia  Silvi Marina TE,silvi marina te,latin,location,disambiguation,medium,"The extra content ""silvi marina te"" is likely a specific identifier or code, which does not describe the place type or location but rather serves as a qualifier or reference.",0,3.3
Murphy USA,Murphy USA #6583,6583,latin,disambiguation,noise,high,"The extra content ""6583"" appears to be a location identifier or an internal numbering system, which is typically boilerplate information that adds no semantic value.",0,2.77
Home Instead,Home Instead Senior Care,senior care,latin,business_type,disambiguation,high,"The extra content ""senior care"" identifies a specific service provided by Home Instead, which is not a place name or business type but rather disambiguates to specify the nature of the service.",0,3.39
Forst und Garten,Forst und Garten Diehl,diehl,latin,disambiguation,disambiguation,high,"The extra content ""diehl"" is a personal name that disambiguates which specific branch or individual of Forst und Garten it refers to.",1,2.77
The Flying Locksmiths,The Flying Locksmiths - Los Angeles West,los angeles west,latin,location,location,high,"The extra content ""los angeles west"" is a geographic qualifier, specifying which branch or location of The Flying Locksmiths is being referred to.",1,2.93
Lonches Amparito,Lonches Amparito Tránsito,transito,latin,location,location,high,"The extra content ""tránsito"" is a location qualifier, indicating that this phrase specifies which branch or instance of Lonches Amparito is being referred to by providing its location.",1,2.99
En-spire Nutrition,En-spire Nutrition Centennial,centennial,latin,location,location,high,"The extra content ""centennial"" is a geographic qualifier or location, indicating the specific branch or instance of En-spire Nutrition.",1,2.48
Auto Stark,Auto Stark Acessórios Automotivo,acessorios automotivo,latin,business_type,business_type,high,"The extra content ""acessorios automotivo"" describes the specific type of business, indicating what kind of place Auto Stark is. This falls under the business_type category.",1,2.86
Kyle Citty,"Kyle Citty, M.D.",md,latin,noise,noise,high,"The extra content ""md"" represents a professional credential appended to a personal name, which adds no semantic value beyond identification.",1,2.41
Työväen Akatemia,Työväen Akatemian kirjasto,n kirjasto,latin,business_type,disambiguation,high,"The extra content ""n kirjasto"" translates to ""library,"" which provides additional context indicating that this is a specific branch or type of institution, not a business type or location.",0,3.12
Craig Bagley,Craig Bagley - State Farm Insurance Agent,state farm insurance agent,latin,business_type,disambiguation,high,"The extra content ""state farm insurance agent"" identifies a specific professional role without being a place name or business type.",0,2.5
Andy Allain - Thrivent,Andy Allain - Thrivent Financial,financial,latin,business_type,disambiguation,high,"The extra content ""financial"" describes a professional role or service provided by Andy Allain, which falls under the disambiguation category.",0,2.69
Tractor Supply,Tractor Supply Co.,co,latin,noise,noise,high,"The extra content ""co"" is a legal abbreviation for ""Company,"" which is boilerplate that adds no semantic value.",1,2.63
Mary Print,Mary Print Sardegna,sardegna,latin,location,location,high,"The extra content ""sardegna"" is a location qualifier specifying which branch or instance of Mary Print it refers to, as Sardegna means Sardinia in Italian.",1,2.97
Cella Café,Cella Café Bar & Restaurant,bar restaurant,latin,business_type,business_type,high,"The extra content ""bar & restaurant"" provides additional information about the types of services or offerings, which can be considered a business type.",1,2.59
Floripa Sucos,Floripa Sucos e Lanches,e lanches,latin,business_type,business_type,high,"The extra content ""e lanches"" provides additional information about the types of services offered, which falls under business_type as it describes what kinds of places or services this is.",1,2.87
Green Leaf's,Green Leaf's Beyond Great Salads,beyond great salads,latin,business_type,business_type,high,"The extra content ""beyond great salads"" indicates that this is a business type, specifying what kind of establishment Green Leaf's is beyond just being a salad place.",1,2.82
Wayne Cooley - COUNTRY Financial,Wayne Cooley - COUNTRY Financial representative,representative,latin,disambiguation,disambiguation,high,"The extra content ""representative"" disambiguates Wayne Cooley's role, identifying his specific function without adding a business type or location.",1,2.73
Code Ninjas,Code Ninjas Virginia Beach,virginia beach,latin,location,location,high,"The extra content ""virginia beach"" is a location qualifier, specifying the city or region where Code Ninjas operates.",1,2.48
Barnegat Bay Financial Group,Barnegat Bay Financial Group - Raymond James Office,raymond james office,latin,disambiguation,disambiguation,high,"The extra content ""raymond james office"" identifies a specific franchise or affiliation, which is not a place name but rather disambiguates the financial group.",1,2.94
West Herr Cadillac,West Herr Cadillac of East Aurora,of east aurora,latin,location,disambiguation,high,"The extra content ""of east aurora"" identifies a specific location qualifier, which is part of the disambiguation class.",0,2.71
Academia Performance,Academia Performance & Saúde,saude,latin,business_type,business_type,high,"The extra content ""saude"" translates to ""health,"" which is a descriptor indicating that this Academia Performance offers health-related services. This additional information specifies what kind of services or focus the institution has.",1,3.14
American Printing,American Printing Unlimited,unlimited,latin,disambiguation,noise,high,"The extra content ""unlimited"" is a descriptor that does not indicate a specific business type, location, or disambiguation. It appears to be a marketing tagline or additional information.",0,3.25
Batteries Plus,Batteries Plus Bulbs,bulbs,latin,business_type,business_type,high,"The extra content ""bulbs"" describes what kind of store Batteries Plus is, indicating it sells or specializes in bulbs.",1,2.53
Marine Corps Exchange,Marine Corps Exchange (MCX),mcx,latin,disambiguation,disambiguation,high,"The extra content ""mcx"" is an abbreviation that identifies a specific service or brand without being a place name or business type.",1,2.8
Dias Park,Dias Park Estacionamento,estacionamento,latin,business_type,disambiguation,high,"The extra content ""estacionamento"" (parking) describes a specific service or function rather than a location or business type, which fits the disambiguation category.",0,3.01
Results Physiotherapy,"Results Physiotherapy Nashville, Tennessee - West",nashville tennessee west,latin,location,location,high,"The extra content ""nashville tennessee west"" is a location qualifier, specifying the city and additional geographic detail.",1,2.42
Momo and Co.,Momo and Co. Design,design,latin,business_type,disambiguation,high,"The extra content ""design"" indicates a specific service or focus area, which is not a location or business type but rather an additional descriptor.",0,2.67
The Vineyard Church,The Vineyard Church Bloomington-Normal,bloomingtonnormal,latin,location,location,high,"The extra content ""bloomingtonnormal"" is a location qualifier, specifying the city or area where The Vineyard Church is located.",1,2.53
Full Steam,Full Steam Tromso,tromso,latin,location,location,high,"The extra content ""tromso"" is a location qualifier specifying which instance or branch of Full Steam this refers to.",1,2.42
Poorvika Mobiles,Poorvika Mobiles Cuddalore - Opp to Bus Stand,cuddalore opp to bus stand,latin,noise,location,high,"The extra content ""cuddalore opp to bus stand"" provides a location qualifier, specifying the exact place within Cuddalore.",0,2.6
Industria Pizzeria,Industria Pizzeria + Bar,bar,latin,business_type,business_type,high,"The extra content ""bar"" provides additional information about the services offered, indicating that this is a business type rather than just a location or disambiguation.",1,2.76
Black Mamba Barber Shop & Tatto,Black Mamba Barbershop & Tattoo | Nezahualcóyotl,black mamba barbershop tattoo nezahualcoyotl,latin,business_type,location,medium,"The extra content includes ""black mamba barbershop tattoo nezahualcoyotl,"" which specifies that it is a business type (barbershop & tattoo) and also provides a location (Nezahualcóyotl), but the core name ""Black Mamba Barber Shop"" is more canonical.",0,4.15
Good Morning Children,Good Morning Children Limited,limited,latin,disambiguation,noise,high,"The extra content ""limited"" is a legal ownership notation that does not add semantic value beyond identifying the type of business entity.",0,2.65
Kip McGrath,Kip McGrath Hammersmith,hammersmith,latin,location,location,high,"The extra content ""hammersmith"" is a specific location qualifier, indicating that this phrase specifies which branch or instance of Kip McGrath is being referred to by providing its location.",1,3.08
Volker Rentel GmbH,Volker Rentel GmbH Heizung- und Sanitärtechnik,heizung und sanitartechnik,latin,business_type,business_type,high,"The extra content ""heizung und sanitartechnik"" describes what kind of business Volker Rentel GmbH is, which falls under the business_type category.",1,2.92
Hanger Clinic,Hanger Clinic: Prosthetics & Orthotics,prosthetics orthotics,latin,business_type,business_type,high,"The extra content ""prosthetics orthotics"" describes what kind of services Hanger Clinic provides, which falls under the business_type category.",1,2.61
Esfiha Chic,Esfiha Chic - Vila Arcádia,vila arcadia,latin,location,location,high,"The extra content ""vila arcadia"" is a neighborhood or district name, which provides additional location information.",1,2.34
Cerrajeria Lionel,Cerrajería Lionel Centrito,centrito,latin,location,location,high,"The extra content ""centrito"" is a location qualifier, which helps to specify a particular branch or area within Cerrajería Lionel.",1,2.57
The Fairways at San Marcos,The Fairways at San Marcos Apartments,apartments,latin,business_type,business_type,high,"The extra content ""apartments"" describes what kind of place The Fairways at San Marcos is, which falls under the business_type category.",1,2.66
UBS Vila Elvira,UBS Vila Elvira - São José Do Rio Preto,sao jose do rio preto,latin,location,location,high,"The extra content ""sao jose do rio preto"" is a location qualifier, specifying which branch or instance of UBS Vila Elvira is being referred to by providing its city name.",1,3.12
Elite Picture Framing,Elite Picture Framing Adelaide,adelaide,latin,location,location,high,"The extra content ""adelaide"" is a city name, which indicates that it is a location qualifier.",1,2.3
Aldak GmbH,ALDAK GmbH VIBRATIONSTECHNIK,vibrationstechnik,latin,business_type,business_type,high,"The extra content ""vibrationstechnik"" describes what kind of place Aldak GmbH is, indicating it's a specific type of business.",1,2.66
Centro Comunitário,Centro Comunitario Taiaçu,taiacu,latin,location,location,high,"The extra content ""taiacu"" is a location qualifier, indicating that this phrase specifies which specific Centro Comunitário it refers to by its location.",1,2.72
Dercole Pneumatici,Dercole Pneumatici Autofficina Castrol Service,autofficina castrol service,latin,business_type,disambiguation,high,"The extra content ""autofficina castrol service"" identifies a specific type of service or affiliation, which is not a business type or location but rather disambiguates the core name.",0,3.17
Hollyhock Hill,Hollyhock Hill Restaurant,restaurant,latin,business_type,business_type,high,"The extra content ""restaurant"" describes what kind of place Hollyhock Hill is, which falls under the business_type category.",1,2.48
Management Factory Corporate Advisory GmbH,Management Factory Corporate Advisory GmbH - Valtus,valtus,latin,disambiguation,disambiguation,high,"The extra content ""valtus"" identifies a specific organizational affiliation or franchise, which is not a place name or business type.",1,2.83
Princeton Radiology,Princeton Radiology - Monroe,monroe,latin,location,disambiguation,high,"The extra content ""monroe"" suggests a specific location or branch, which is typical of disambiguation in place names.",0,2.62
Carquest Auto Parts,Carquest Auto Parts - Jerry's Auto Parts,jerrys auto parts,latin,disambiguation,disambiguation,high,"The extra content ""jerrys auto parts"" identifies a specific branch or instance of Carquest Auto Parts, which is a disambiguation.",1,2.75
Tempe Veterinary,Tempe Veterinary Hospital,hospital,latin,business_type,business_type,high,"The extra content ""hospital"" describes what kind of place Tempe Veterinary is, which falls under the business_type category.",1,2.57
Atm,ATM (Post Office),post office,latin,disambiguation,disambiguation,high,"The extra content ""post office"" identifies a specific service or affiliation, which is not a place name or business type.",1,2.66
Brooklyn Basketball Academy,Brooklyn Basketball Academy (BBA),bba,latin,disambiguation,disambiguation,high,"The extra content ""bba"" likely stands for a specific acronym or identifier related to the academy, which is not a location or business type but rather a disambiguating term.",1,3.27
Master Mechanic,Master Mechanic Pickering,pickering,latin,location,location,high,"The extra content ""pickering"" is a location qualifier, specifying which branch or instance of Master Mechanic is being referred to.",1,2.5
Boost Mobile,Boost Mobile Local Moline,local moline,latin,location,location,high,"The extra content ""local moline"" indicates a specific location qualifier, which specifies which branch or instance of Boost Mobile is being referred to.",1,2.56
Cookie Cutters Haircuts for Kids,Cookie Cutters Haircuts for Kids - Beverly Hills,beverly hills,latin,location,location,high,"The extra content ""beverly hills"" is a location qualifier, specifying which branch or instance of Cookie Cutters Haircuts for Kids is being referred to.",1,2.82
Mail Boxes ETC.,Mail Boxes Etc. UK,uk,latin,location,location,high,"The extra content ""uk"" identifies a specific geographic region, which is a location qualifier.",1,2.19
Learn And Play Montessori School,Learn and Play Montessori School - Peralta,peralta,latin,location,location,high,"The extra content ""peralta"" is a location qualifier indicating the specific branch or instance of Learn And Play Montessori School.",1,2.48
Liceo Scientifico Isacco Newton,Liceo Scientifico Isacco Newton (succursale),succursale,latin,disambiguation,disambiguation,high,"The extra content ""succursale"" means branch in Italian, which identifies a specific instance or location of the school without being a place name or business type.",1,3.25
Prestige de Menton,Prestige de Menton - Eau de Menton,eau de menton,latin,disambiguation,disambiguation,high,"The extra content ""eau de menton"" provides additional information about a specific product or service rather than indicating a location, business type, or noise. It disambiguates which Prestige de Menton is being referred to.",1,3.54
ImmoWert Hessen,ImmoWert Hessen Carsten Nessler Sachverständige für Immobilien,carsten nessler sachverstandige fur immobilien,latin,disambiguation,disambiguation,high,"The extra content includes ""carsten nessler sachverständige für immobilien,"" which identifies a specific person's role as a real estate expert, providing disambiguation without being a place name or business type.",1,3.35
United Promotions Inc,United Promotions Inc. Photo Lab,photo lab,latin,business_type,business_type,high,"The extra content ""photo lab"" describes what kind of service United Promotions Inc. provides, which falls under the business_type category.",1,2.56
The Home Depot,The Home Depot México,mexico,latin,location,location,high,"The extra content ""mexico"" indicates that this is specifying the location of The Home Depot, which falls under the location category.",1,2.52
APEC Hospital de la Ceguera,Apec Hospital De La Ceguera Azcapotzalco,azcapotzalco,latin,location,location,high,"The extra content ""azcapotzalco"" is a location qualifier, indicating the specific neighborhood or borough where the hospital is located.",1,2.7
Smartphone Solutions,Smartphone Solutions Sunbury,sunbury,latin,location,location,high,"The extra content ""sunbury"" is a location qualifier, indicating the specific place where Smartphone Solutions operates.",1,2.3
Vitality Integrated Programs,Vitality Integrated Programs (VIP),vip,latin,disambiguation,disambiguation,high,"The extra content ""vip"" is a descriptor that identifies a specific service or program without being a place name or business type.",1,2.57
See's Candies,See's Candies Chocolate Shop,chocolate shop,latin,business_type,business_type,high,"The extra content ""chocolate shop"" describes what kind of place See's Candies is, which falls under the business_type category.",1,2.56
Bad & Meer,Bad & Meer Fachmarkt für Heizung & Sanitär,fachmarkt fur heizung sanitar,latin,business_type,business_type,high,"The extra content ""fachmarkt fur heizung sanitar"" describes what kind of place this is, indicating it's a specialized market. This fits into the business_type category.",1,3.03
Royce Rolls,Royce Rolls Cafe,cafe,latin,business_type,business_type,high,"The extra content ""cafe"" describes what kind of place Royce Rolls is, which falls under the business_type category.",1,2.47
Waterbury Career Academy,Waterbury Career Academy High School,high school,latin,business_type,disambiguation,high,"The extra content ""high school"" identifies a specific type of institution, which is not a business type or location but provides additional information that disambiguates the core name.",0,2.92
Village Medical,Village Medical at Walgreens,at walgreens,latin,disambiguation,disambiguation,high,"The extra content ""at walgreens"" identifies a specific location or affiliation, which is not a place name but provides disambiguation by specifying where Village Medical operates.",1,2.89
Remington Heights,Remington Heights Retirement Community,retirement community,latin,business_type,business_type,high,"The extra content ""retirement community"" describes what kind of place Remington Heights is, which falls under the business_type category.",1,2.51
Vegano Bio,Vegano Bio - Shop Online Prodotti Vegani,shop online prodotti vegani,latin,noise,noise,high,"The extra content ""shop online prodotti vegani"" provides additional information about what services or products are offered, which is not a location or business type but rather marketing tagline.",1,2.95
De Giovannini,De Giovannini Secondo di Cozzi Pier Secondo,secondo di cozzi pier secondo,latin,disambiguation,disambiguation,high,"The extra content ""secondo di cozzi pier secondo"" identifies a specific individual, likely indicating a branch or personal affiliation rather than a place name or business type.",1,2.99
El Dorado Hills Sports Club,El Dorado Hills Sports Club and Spa,and spa,latin,business_type,business_type,high,"The extra content ""and spa"" provides additional services offered by the sports club, which is not a place name or business type but rather an extension of what the facility offers.",1,2.89
Extended Stay America,Extended Stay America Los Angeles / Arcadia,los angeles arcadia,latin,location,location,high,"The extra content ""los angeles arcadia"" provides location qualifiers, specifying which branch or instance of Extended Stay America is being referred to.",1,2.55
Oh My Goodness,Oh My Goodness OMG,omg,latin,disambiguation,noise,high,"The extra content ""omg"" is likely an abbreviation for ""Oh My God,"" which is a marketing tagline or online-channel descriptor that adds no semantic value.",0,2.74
Miracle Mile Shops,Miracle Mile Shops At Planet Hollywood,at planet hollywood,latin,location,disambiguation,high,"The extra content ""at planet hollywood"" identifies a specific location or affiliation, which is not a business type or place name but rather a disambiguating qualifier.",0,2.96
Blue Rhino,Blue Rhino Propane Exchange,propane exchange,latin,business_type,business_type,high,"The extra content ""propane exchange"" describes what kind of service Blue Rhino provides, which falls under the business_type category.",1,2.67
Heartland Mortgage Inc - Bobbie Jo Haggard,"Heartland Mortgage Inc. / Bobbie Jo Haggard, NMLS 92472",nmls 92472,latin,noise,noise,high,"The extra content ""nmls 92472"" is a legal ownership notation, which provides licensing information but does not add meaningful semantic value to identify a specific branch or service.",1,3.11
Hotel Farol,Hotel Farol - Mosqueiro,mosqueiro,latin,location,location,high,"The extra content ""mosqueiro"" is a location qualifier, specifying which branch or instance of Hotel Farol is being referred to by indicating its location.",1,2.66
AdventHealth Medical Group Primary Care,AdventHealth Medical Group Primary Care at Brandon,at brandon,latin,location,location,high,"The extra content ""at brandon"" identifies a specific location qualifier, which is additional information specifying where this medical group is located.",1,2.48
Eat Happy,Eat Happy Sushi & asiatische Spezialitäten,sushi asiatische spezialitaten,latin,business_type,business_type,high,"The extra content ""sushi asiatische spezialitaten"" describes what kinds of food are served, which indicates that it's a business type.",1,2.76
Wohnungsauflösungen Schenk,Wohnungsauflösungen Schenk Ankauf und Verkauf,ankauf und verkauf,latin,business_type,business_type,high,"The extra content ""ankauf und verkauf"" describes what kind of service or business activity is performed, indicating a business type.",1,2.66
